%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k neg_kge        
198      I1         1.673829551    4.000328189    4.07951693     0.8496504772   0.3221937678   4.166339747    3.193581599    1.853799801    0.01402257978  0.5342482784   
199      I1         2.430353726    2.662490803    4.653403629    0.1717771929   0.805928482    0.6846961195   2.627786828    0.4867087369   0.02070100847  0.4058214128   
200      I1         1.08303467     3.929424073    4.960211141    0.1861942359   0.1311815475   0.1095228706   2.768950355    1.531563827    0.07414907359  0.4800333688   
201      I1         1.769000019    4.300621351    4.426272251    0.6010773471   0.2751800928   0.9222992184   2.664880824    0.3373427054   0.06200268785  0.3994672405   
202      I1         2.134442838    3.643957664    4.52658787     0.8742615238   0.3985872561   9.33223508     2.301125446    2.493968361    0.01794380659  0.4832861382   
203      I1         2.082954783    3.549620411    4.889923412    0.5227558373   0.8329797208   0.7839750314   1.794064947    1.742562084    0.09815140758  0.8633891165   
204      I1         1.248941289    4.485577177    3.579251762    0.9664733799   0.6396143959   5.190489881    3.311063793    0.9507995359   0.1187958171   0.7413298664   
205      I1         1.637441218    3.677499404    4.171686007    0.5665403297   0.6635464248   5.308717337    1.499940044    0.2619529614   0.01244245986  1.070911617    
206      I1         1.023708873    3.163309721    4.394082176    0.3534372038   0.1685791455   6.688892982    1.193195169    0.6449255038   0.01544227841  1.258351627    
207      I1         1.499907384    4.202669299    3.751223135    0.07083899011  0.2644768829   4.78116836     1.718019718    2.535754048    0.1235114976   0.8443349562   
208      I1         1.124056614    4.405322966    4.153210517    0.7065912886   0.3128979224   0.3257977483   2.759534361    2.297328917    0.02301170714  0.7041496552   
209      I1         2.242088596    3.398219087    3.901736743    0.4342557839   0.2271843178   1.113506027    1.624863909    0.3473174537   0.1297640783   0.9821292292   
210      I1         2.120646476    4.105508484    4.128173892    0.3820957175   0.6425564559   5.436145523    3.028973259    1.049027438    0.08908543147  0.6293202626   
211      I1         2.58843912     4.051475994    4.493175617    0.5496203686   0.5895334026   6.983470842    1.090770128    0.2946714694   0.07824304247  1.484317078    
212      I1         1.75919981     4.212617102    4.269759336    0.8351751549   0.9023741      9.391928479    2.319904806    1.237029339    0.06634459944  0.597452606    
213      I1         1.506686259    3.568702518    4.803329782    0.5146411477   0.3355639597   3.876418288    1.759161241    2.948163232    0.08009516445  0.7574337007   
214      I1         2.047496987    2.992132212    4.176258382    0.1985720714   0.6568343862   7.662693208    1.101469934    0.4020289255   0.02236193471  1.411082423    
215      I1         1.950014581    4.390829881    3.547597908    0.2997027545   0.1597277525   2.389447736    2.161512037    2.847197754    0.09719076603  0.5156040741   
216      I1         1.631479492    3.120052013    4.380787771    0.0138220575   0.8745567966   2.089410644    2.940504265    2.133772125    0.05384362235  0.8438331918   
217      I1         1.262511647    3.718143008    3.992601579    0.4313628953   0.03002443055  9.121403494    2.431475731    2.761166646    0.1372287684   0.6220276195   
218      I1         1.969443469    3.073276905    3.513992575    0.6742736568   0.941542642    1.231381987    2.804740768    0.06456505267  0.01551931636  0.3589585184   
219      I1         1.930764125    3.49614958     4.858524663    0.128473036    0.2819903394   5.618450393    2.65257171     2.703572792    0.01880534533  0.3871335697   
220      I1         2.024356168    2.781749931    4.052199615    0.2099069187   0.6674393617   7.310678901    2.108004096    2.882864521    0.1025394903   0.6727947124   
221      I1         2.581864559    3.250364477    4.955519155    0.3703465277   0.2052308283   1.149210547    1.04606843     2.663597072    0.02119049916  1.718940728    
222      I1         1.731569625    3.222474213    4.93669399     0.4895793974   0.8833437898   3.486612735    2.375909093    1.176664089    0.1487804291   0.4244520856   
223      I1         1.209466336    3.00061826     3.541364796    0.9243459712   0.7898699603   5.955674479    3.489893899    2.973675875    0.03229478658  0.6647262524   
224      I1         2.483188645    2.549476557    3.50148044     0.6112363957   0.8178788364   6.01519677     2.613947314    1.721838804    0.01675039087  0.3005314081   
225      I1         1.326381695    3.381479204    4.676175399    0.2345873294   0.1013074441   8.435700196    1.546078346    1.810518616    0.1430361819   0.8944717738   
226      I1         1.270248705    3.754640545    4.143210819    0.3297835083   0.3434151444   3.614292698    2.929888882    0.4471354503   0.06189928623  0.6269627881   
227      I1         1.724984263    3.147787021    4.949651502    0.02456168552  0.2682707875   9.604909417    1.182338469    2.001011056    0.02674239864  1.463933295    
228      I1         1.005267824    4.329415751    3.971744774    0.3205776368   0.06031807634  1.989780196    1.428436597    2.275028899    0.01958272204  1.09957039     
229      I1         1.905255055    4.114596837    4.042631231    0.876164382    0.537096675    6.850141074    2.243003414    1.328476117    0.0879881743   0.614882235    
230      I1         2.656310536    3.073491358    4.510456334    0.8287151901   0.7855111937   0.2008739061   1.230063572    0.07249794206  0.135434099    1.330063091    
231      I1         1.93714383     3.500850289    4.552598493    0.3027917464   0.7113755041   0.4383188587   1.737073229    2.288872778    0.05727265832  0.8169340306   
232      I1         1.705887567    3.882876357    4.634652322    0.1681824529   0.1739787854   8.818446818    1.553425089    2.513835711    0.09672542871  0.956475212    
233      I1         1.147936518    3.325932068    4.609254842    0.3617429562   0.7516442785   3.105402687    1.079653216    0.637250079    0.03294224689  1.374188358    
234      I1         2.152181115    3.620247636    3.806135625    0.9462985109   0.2851235629   6.399624598    1.847829181    1.357269241    0.05613223825  0.8179275899   
235      I1         1.826024947    4.238652031    4.844439618    0.3832702037   0.813832477    0.3582731703   1.272784412    0.1480514182   0.08144591611  1.348416598    
236      I1         2.458476031    4.220899615    4.408522879    0.2578996488   0.4827215116   4.894030408    3.138695567    0.1863946817   0.01005026747  0.497410315    
237      I1         2.274434238    2.79992798     3.561492696    0.1646286199   0.4780046208   3.251303546    1.930685724    1.9455307      0.1251897894   0.6839823688   
238      I1         1.58841181     2.751589613    3.670207533    0.2398713653   0.607010724    2.653942694    3.322483215    1.805775029    0.09915308     0.7540523166   
239      I1         2.576269462    2.937303238    4.75410312     0.7522225039   0.5982216018   8.62880349     2.857879381    0.5593391395   0.04113520925  0.2779768561   
240      I1         2.218732135    3.344407996    4.941455263    0.8847277457   0.8350015658   6.296109337    2.971264849    0.8462298488   0.01833011771  0.2639531949   
241      I1         2.292116285    3.109110906    4.624231967    0.7134540686   0.2448017307   1.57776624     3.428614514    2.901711027    0.03696598682  0.2867051955   
242      I1         2.264016217    3.295103189    4.287288904    0.6064637601   0.08592714136  1.393663158    3.28075897     2.103490634    0.08359771571  0.4288416832   
243      I1         1.329635181    3.214191618    3.917340438    0.8202279181   0.3414620436   8.538878684    1.882513269    2.090616315    0.1042840739   0.8692468922   
244      I1         1.644514978    3.115081163    4.825199887    0.6251937004   0.5220185425   6.59679333     2.60466547     2.828569128    0.1291286783   0.2973218033   
245      I1         1.257062834    4.468769744    4.119314366    0.4528106755   0.2025505396   3.161734854    1.73296427     1.836636075    0.03930820891  0.8835141979   
246      I1         2.541418893    4.084743197    4.498427653    0.7300191398   0.1790726062   8.08061807     2.287974566    2.063558524    0.05133096803  0.4837435283   
247      I1         2.106987481    2.812355381    4.083939245    0.8487916483   0.356885533    6.266903658    3.273656866    0.5350828349   0.02985944957  0.4689313585   
248      I1         2.560860465    3.443673481    3.960204839    0.5837991308   0.07391524674  0.4714102173   1.460551876    1.165720157    0.001182908141 1.128435367    
249      I1         1.472482956    3.307925728    3.629091159    0.179527658    0.4753711493   0.9572361427   1.349083296    1.08164751     0.01078137362  1.149819762    
250      I1         1.693121143    4.35731709     3.584733611    0.5394486182   0.01152641849  9.849586199    2.598481492    2.408131917    0.1326159032   0.4971790141   
251      I1         2.257081237    3.192119739    3.926124137    0.5035474146   0.2999623596   7.331916469    2.279363941    0.05117857487  0.06814676873  0.5719470016   
252      I1         2.21752088     3.330417623    4.768351405    0.2674938073   0.1446908839   1.502057478    2.903199835    1.909603913    0.09864788135  0.3746846652   
253      I1         1.495748023    3.901700714    4.520355411    0.8700867974   0.979447786    7.21046598     1.834735672    1.682260491    0.01925969373  0.8332427563   
254      I1         1.06004142     3.871192114    3.885985635    0.8661838949   0.07719894133  3.177402617    1.155739705    1.712002352    0.02192814766  1.402783853    
255      I1         1.61770235     3.783744893    4.272725886    0.6396962211   0.4526974088   9.526076387    3.470998266    0.9477062294   0.03758179873  0.5006879977   
256      I1         1.6989671      3.607466472    3.596579127    0.7000810092   0.09428000369  7.283779674    2.581542838    1.132171403    0.02510282177  0.4527114737   
257      I1         1.954082153    2.886667382    3.508148012    0.7660642874   0.1117894441   5.524604038    1.120290672    0.01217128017  0.06762301624  1.60536808     
258      I1         2.322287052    3.866116323    4.581079361    0.09506460568  0.9622850424   2.456995337    2.498154856    0.3154873159   0.1318546339   0.5171710479   
259      I1         2.179476688    4.423873866    4.22693424     0.2528676024   0.5671904152   2.35856479     1.067733821    1.571044989    0.08958049706  1.441647       
260      I1         2.192923017    3.685852099    4.629560838    0.3136359659   0.3997498947   1.683142635    1.457105575    1.435323951    0.02252107805  1.174465872    
261      I1         1.593689946    3.970689271    4.588538233    0.1156888522   0.4023888976   7.427576021    3.411552897    0.220408035    0.04321279096  0.5270688095   
262      I1         1.197608997    3.403105877    4.146921329    0.6238800601   0.136307493    6.766951214    2.525981301    1.424264058    0.08829635869  0.649968704    
263      I1         1.752531105    2.512574508    3.779618818    0.8583340564   0.465508111    9.990094479    1.490517732    1.763299569    0.1223206521   1.098832992    
264      I1         1.578950539    4.493602656    3.668891477    0.4033144509   0.827400762    8.050056009    1.865408501    2.526875163    0.05485779825  0.755154157    
265      I1         1.682175143    2.731863508    4.772412337    0.507708016    0.4326145925   3.585673627    2.755057012    2.543817294    0.09355041593  0.2467494842   
266      I1         2.401964074    4.126800681    4.103164617    0.8644663599   0.9077946181   4.715888998    2.847176678    1.587008286    0.07247970395  0.4603670434   
267      I1         1.09845222     4.092156454    3.781302474    0.7827888579   0.685109752    2.715362389    1.354347043    0.3986830698   0.1281063483   1.235345582    
268      I1         1.480591073    2.572877885    4.120116877    0.1752551528   0.04468927487  5.071982654    2.18230542     0.5141898021   0.06508431786  0.6006801416   
269      I1         2.359968719    3.818600949    3.830982122    0.8392264346   0.1081480773   7.868435783    3.160608938    0.1371337249   0.1204413556   0.432693471    
270      I1         1.886805977    2.792870019    4.001078749    0.4094759667   0.5544699285   6.124559585    2.02915257     1.993753293    0.07123194146  0.7028479617   
271      I1         2.061125029    4.058214104    4.375696499    0.4782339761   0.4435392042   0.6063780837   2.673313704    2.64381719     0.1415466058   0.4227896518   
272      I1         1.882398971    2.772620829    4.734102797    0.1603838599   0.9372722994   1.696533584    2.2945428      0.7435927634   0.03429106812  0.5067345088   
273      I1         1.293718556    2.684915637    4.338268771    0.7390744977   0.7228376675   4.563016676    2.065274884    0.005059092713 0.11940366     0.7713814038   
274      I1         2.308771412    3.263008308    4.014958333    0.307045893    0.09677803858  2.777260348    2.410876968    2.220567055    0.07061516512  0.4991647924   
275      I1         1.090234516    2.88572284     3.689700947    0.9033250825   0.0890321183   1.373626406    2.18375314     0.577996286    0.1287138076   0.8899457254   
276      I1         1.467501262    4.169463359    4.22092029     0.9264071911   0.9883526835   9.36699869     1.90589796     0.6780633394   0.004448841088 0.841634077    
277      I1         1.54149263     3.17860536     3.920320274    0.2605007178   0.4473012554   8.13962312     1.512162257    0.1600216106   0.02462236201  1.047280654    
278      I1         1.287468238    2.857393439    4.860737851    0.6702249147   0.7171644045   2.073431759    2.536759611    1.670812587    0.08655444131  0.5094591717   
279      I1         2.374256652    4.463382181    4.741142893    0.6177638289   0.2417438303   5.814931171    3.006983899    1.035058946    0.04571215938  0.2433017501   
280      I1         1.143318514    3.34712382     4.578774884    0.2626567102   0.2317561964   5.133200276    1.519098458    1.378699401    0.003235789993 0.9528667498   
281      I1         1.309835618    4.371217077    4.038351405    0.5540566055   0.9713532722   0.6281363281   3.010601391    2.216826403    0.1396627313   0.7588656959   
282      I1         1.419191177    3.129712463    4.415990643    0.9614109575   0.8223547415   4.247479126    1.693124574    1.283319143    0.1160972242   0.9733268339   
283      I1         2.159552999    4.416630332    3.862530359    0.05814758281  0.02848347457  4.801508251    2.956226925    0.6543002893   0.04216610151  0.6331792804   
284      I1         2.611398778    2.833115262    4.613278452    0.03961106068  0.7289337692   6.001678038    3.120410618    2.473719112    0.1146934167   0.6580675323   
285      I1         1.807474017    3.711987165    4.008842915    0.6090147236   0.1214055083   3.289680331    1.712747488    2.334039422    0.0173109026   0.901851945    
286      I1         2.648251375    2.842019916    3.872017079    0.06021600091  0.3801969768   7.751662791    2.87143989     0.722789629    0.05998864837  0.6265895131   
287      I1         1.844801891    3.305604417    3.950019121    0.2934147745   0.5642428646   2.118319626    2.824598703    2.983044912    0.002097835239 0.6686144566   
288      I1         2.39721588     2.900110274    4.412908551    0.1033801179   0.4484366104   3.215896412    1.065052584    1.228988248    0.06669146625  1.472840088    
289      I1         1.460345995    4.125273371    3.708914537    0.09380691351  0.3027026087   2.837997409    2.390442615    2.890233498    0.08864906322  0.7418267316   
290      I1         1.035159175    3.478475825    3.747536637    0.8261550649   0.6908226698   4.999514334    1.305595537    2.598068224    0.105767524    1.272455272    
291      I1         1.219434217    3.705198187    4.847843384    0.2175845276   0.7618330616   6.165109595    2.988478439    0.9739091175   0.1467755922   0.6110123432   
292      I1         1.798367723    3.921315166    3.664875627    0.7502022129   0.7807575394   0.7424392947   3.128904574    0.5618529663   0.05871144906  0.4640853877   
293      I1         2.52491466     2.592265989    4.919765623    0.4257638904   0.1505513559   5.220264853    3.479283269    0.2101624065   0.00761766407  0.3207493318   
294      I1         1.201486251    3.05196134     4.683484523    0.6817590328   0.757544596    6.48335404     3.232414968    1.066911655    0.1341567218   0.5548755634   
295      I1         2.412625696    3.316462098    3.931671953    0.3768789556   0.6796230876   9.767570232    1.636511103    1.667144104    0.02855941547  1.000360993    
296      I1         2.471193562    2.865786394    3.630724622    0.1350522446   0.6290082472   3.783799195    1.529097193    2.571621558    0.1443312707   1.131081416    
297      I1         1.801323509    2.599698232    4.833557562    0.2089163743   0.8435021733   6.548255037    1.53496941     2.567535071    0.1303066332   0.9755403973   
298      I1         2.601462023    3.435141085    3.825885202    0.2212320219   0.4123488404   5.581352577    3.357357405    2.991132966    0.1150938947   0.8004352774   
299      I1         1.6059263      4.076230638    4.466576706    0.3140481537   0.1201212604   7.990311883    1.787865248    2.20981977     0.09221918866  0.6963634474   
300      I1         1.054015108    2.629395046    4.758476302    0.8130420474   0.3741075441   1.857627286    1.204817825    2.053712897    0.01607913866  1.413163304    
301      I1         1.954938272    2.512345679    4.898148148    0.6330864198   0.01604938272  3.338888889    2.898148148    2.981481481    0.04907407407  0.2055223987   
302      I1         1.829012346    4.487654321    4.731481481    0.5725925926   0.01604938272  3.338888889    3.484567901    2.351851852    0.0009259259259 0.1766494243   
303      I1         1.912962963    4.487654321    4.842592593    0.6088888889   0.01604938272  3.338888889    2.959876543    2.981481481    0.04907407407  0.210442112    
304      I1         2.122839506    2.512345679    4.990740741    0.5483950617   0.2217283951   3.338888889    2.805555556    0.01851851852  0.01574074074  0.1951887545   
305      I1         2.059876543    3.154320988    4.842592593    0.6209876543   0.01604938272  4.316666667    3.484567901    0.01851851852  0.0009259259259 0.2028822567   
306      I1         2.122839506    2.512345679    4.990740741    0.6209876543   0.330617284    3.338888889    2.805555556    2.685185185    0.04907407407  0.1616447413   
307      I1         2.542592593    4.487654321    4.990740741    0.7903703704   0.1128395062   3.338888889    2.990740741    0.3148148148   0.0009259259259 0.2401419182   
308      I1         2.332716049    2.512345679    4.972222222    0.6814814815   0.330617284    3.338888889    2.836419753    2.981481481    0.0009259259259 0.1742441558   
309      I1         2.605555556    2.512345679    4.694444444    0.9839506173   0.01604938272  3.338888889    2.990740741    2.981481481    0.0009259259259 0.268367191    
310      I1         2.374691358    4.487654321    4.675925926    0.9839506173   0.01604938272  3.338888889    3.114197531    2.981481481    0.1490740741   0.2760120542   
311      I1         2.227777778    2.512345679    4.990740741    0.669382716    0.330617284    3.338888889    2.898148148    0.9814814815   0.01574074074  0.1994324176   
312      I1         1.912962963    2.512345679    4.898148148    0.330617284    0.01604938272  6.761111111    2.558641975    0.9814814815   0.04907407407  0.2597790214   
313      I1         2.353703704    4.438271605    4.990740741    0.669382716    0.330617284    6.761111111    2.774691358    2.981481481    0.1009259259   0.1903237545   
314      I1         2.14382716     4.487654321    4.990740741    0.7177777778   0.01604938272  6.761111111    3.484567901    2.981481481    0.1342592593   0.2741036382   
315      I1         2.332716049    3.845679012    4.898148148    0.669382716    0.02814814815  8.961111111    2.774691358    2.981481481    0.1009259259   0.2327661869   
316      I1         1.577160494    4.487654321    4.990740741    0.669382716    0.1128395062   6.761111111    3.484567901    2.981481481    0.1342592593   0.2151560084   
317      I1         1.870987654    4.487654321    4.990740741    0.669382716    0.330617284    6.761111111    2.959876543    2.981481481    0.1490740741   0.167788153    
318      I1         2.416666667    4.487654321    4.953703704    0.9839506173   0.330617284    7.861111111    2.929012346    2.981481481    0.0009259259259 0.2875791773   
319      I1         2.206790123    4.487654321    4.990740741    0.6814814815   0.4879012346   3.216666667    2.836419753    0.01851851852  0.1490740741   0.2073443535   
320      I1         1.661111111    4.487654321    4.990740741    0.669382716    0.04024691358  6.761111111    3.175925926    2.981481481    0.1490740741   0.2469142221   
321      I1         2.689506173    4.487654321    4.731481481    0.669382716    0.01604938272  0.1611111111   2.836419753    0.01851851852  0.1009259259   0.3302937611   
322      I1         2.332716049    4.487654321    4.990740741    0.9839506173   0.9839506173   0.1611111111   3.052469136    2.981481481    0.1490740741   0.4319245566   
323      I1         2.374691358    4.487654321    4.842592593    0.9839506173   0.330617284    9.327777778    3.021604938    0.01851851852  0.1490740741   0.2836678756   
324      I1         2.14382716     3.845679012    4.990740741    0.669382716    0.2943209877   3.338888889    2.867283951    2.981481481    0.1490740741   0.1640891974   
325      I1         1.766049383    4.487654321    4.953703704    0.669382716    0.3790123457   3.461111111    3.484567901    2.981481481    0.1490740741   0.1761576468   
326      I1         2.059876543    4.487654321    4.731481481    0.9839506173   0.6572839506   5.661111111    3.484567901    2.981481481    0.1490740741   0.3190103388   
327      I1         1.954938272    4.487654321    4.953703704    0.669382716    0.3427160494   3.705555556    3.484567901    0.01851851852  0.1342592593   0.2022349386   
328      I1         2.689506173    4.487654321    4.509259259    0.9839506173   0.3427160494   0.1611111111   2.990740741    2.981481481    0.1009259259   0.3827709355   
329      I1         1.933950617    4.487654321    4.990740741    0.669382716    0.3790123457   4.438888889    2.959876543    2.981481481    0.1490740741   0.1664354646   
330      I1         1.640123457    4.487654321    4.990740741    0.669382716    0.5604938272   8.961111111    3.484567901    2.981481481    0.1490740741   0.2604492524   
331      I1         1.891975309    4.487654321    4.990740741    0.5483950617   0.2217283951   6.15           2.805555556    0.01851851852  0.1490740741   0.1987484794   
332      I1         1.933950617    4.290123457    4.990740741    0.669382716    0.5            6.638888889    2.959876543    0.01851851852  0.1490740741   0.2333011223   
333      I1         1.745061728    4.487654321    4.953703704    0.01604938272  0.01604938272  8.961111111    2.311728395    0.01851851852  0.04907407407  0.4650963672   
334      I1         2.689506173    2.512345679    4.990740741    0.04024691358  0.3669135802   3.338888889    2.558641975    0.01851851852  0.1009259259   0.3222943305   
335      I1         2.038888889    2.512345679    4.990740741    0.330617284    0.330617284    3.338888889    2.589506173    0.01851851852  0.1490740741   0.2086132725   
336      I1         2.311728395    4.487654321    4.990740741    0.330617284    0.3427160494   3.338888889    2.651234568    0.01851851852  0.0009259259259 0.21387264     
337      I1         2.689506173    2.512345679    4.768518519    0.2217283951   0.1733333333   3.338888889    2.651234568    0.01851851852  0.0009259259259 0.2551499787   
338      I1         2.353703704    2.512345679    4.824074074    0.01604938272  0.2822222222   0.4055555556   2.435185185    0.01851851852  0.0009259259259 0.3896205294   
339      I1         1.787037037    4.487654321    4.824074074    0.669382716    0.2217283951   3.827777778    3.484567901    2.981481481    0.1453703704   0.1627684251   
340      I1         2.017901235    4.290123457    4.935185185    0.669382716    0.2580246914   4.805555556    2.836419753    2.981481481    0.1490740741   0.1602313625   
341      I1         1.535185185    2.512345679    4.990740741    0.330617284    0.2943209877   6.272222222    2.589506173    0.01851851852  0.1490740741   0.2360896779   
342      I1         1.829012346    4.487654321    4.87962963     0.669382716    0.2822222222   6.761111111    3.484567901    2.981481481    0.0009259259259 0.1656731123   
343      I1         1.010493827    2.512345679    4.990740741    0.01604938272  0.330617284    3.338888889    2.219135802    0.01851851852  0.1490740741   0.3874299526   
344      I1         2.059876543    3.99382716     4.990740741    0.669382716    0.330617284    6.761111111    2.867283951    2.981481481    0.0009259259259 0.1677747193   
345      I1         1.954938272    4.487654321    4.768518519    0.7782716049   0.1128395062   6.761111111    3.484567901    2.981481481    0.0009259259259 0.189108879    
346      I1         2.122839506    4.487654321    4.990740741    0.669382716    0.2217283951   6.761111111    2.836419753    2.685185185    0.0009259259259 0.1927433114   
347      I1         1.55617284     4.487654321    4.787037037    0.3064197531   0.01604938272  3.338888889    2.62037037     0.01851851852  0.1490740741   0.2644264797   
348      I1         1.010493827    2.512345679    4.712962963    0.01604938272  0.01604938272  3.338888889    2.404320988    0.01851851852  0.1490740741   0.4731818083   
349      I1         1.010493827    4.487654321    4.990740741    0.2217283951   0.330617284    9.938888889    2.37345679     0.01851851852  0.1490740741   0.4316923076   
350      I1         2.689506173    4.487654321    4.990740741    0.330617284    0.4032098765   3.338888889    2.651234568    0.01851851852  0.1490740741   0.2564231374   
351      I1         1.55617284     4.487654321    4.990740741    0.1128395062   0.330617284    0.1611111111   2.37345679     0.01851851852  0.1490740741   0.4078848695   
352      I1         2.14382716     2.561728395    4.972222222    0.669382716    0.3064197531   6.761111111    2.805555556    2.981481481    0.1490740741   0.1764483167   
353      I1         2.689506173    2.512345679    4.990740741    0.8266666667   0.1128395062   6.761111111    2.990740741    2.981481481    0.1009259259   0.2427613817   
354      I1         1.99691358     3.845679012    4.990740741    0.669382716    0.3185185185   4.927777778    2.867283951    2.981481481    0.1009259259   0.1598822377   
355      I1         1.745061728    4.487654321    4.842592593    0.5362962963   0.1612345679   3.338888889    3.484567901    0.01851851852  0.0009259259259 0.2074563419   
356      I1         1.766049383    3.845679012    4.898148148    0.669382716    0.2338271605   3.461111111    3.484567901    2.981481481    0.1009259259   0.1568730112   
357      I1         1.975925926    4.290123457    4.898148148    0.669382716    0.2701234568   5.05           2.959876543    2.981481481    0.1490740741   0.1629199678   
358      I1         1.954938272    3.845679012    4.898148148    0.6814814815   0.2217283951   3.461111111    3.484567901    2.981481481    0.0009259259259 0.1585027838   
359      I1         1.954938272    4.487654321    4.898148148    0.7419753086   0.2459259259   3.461111111    3.484567901    2.981481481    0.0009259259259 0.17121591     
360      I1         2.521604938    2.512345679    4.990740741    0.9839506173   0.1128395062   6.761111111    3.484567901    2.018518519    0.0009259259259 0.2849300088   
361      I1         2.269753086    2.512345679    4.768518519    0.669382716    0.1128395062   6.761111111    2.805555556    2.981481481    0.0009259259259 0.1796788205   
362      I1         2.14382716     2.512345679    4.935185185    0.669382716    0.2217283951   6.761111111    2.959876543    2.981481481    0.0009259259259 0.1712683449   
363      I1         1.787037037    3.845679012    4.861111111    0.669382716    0.2338271605   6.761111111    3.484567901    2.981481481    0.0009259259259 0.1622385088   
364      I1         1.954938272    3.99382716     4.916666667    0.669382716    0.2580246914   6.761111111    3.299382716    2.981481481    0.0009259259259 0.1646134801   
365      I1         2.689506173    3.104938272    4.75           0.669382716    0.01604938272  6.761111111    2.959876543    2.981481481    0.0009259259259 0.2258208111   
366      I1         2.017901235    2.783950617    4.972222222    0.5483950617   0.2943209877   3.338888889    2.805555556    2.981481481    0.0009259259259 0.147867975    
367      I1         2.122839506    3.179012346    4.990740741    0.5120987654   0.330617284    3.338888889    2.74382716     1.981481481    0.0009259259259 0.1889283051   
368      I1         1.724074074    4.290123457    4.990740741    0.669382716    0.330617284    6.761111111    3.175925926    2.981481481    0.0009259259259 0.1744670822   
369      I1         2.122839506    4.487654321    4.990740741    0.6572839506   0.2580246914   1.138888889    3.484567901    0.01851851852  0.0009259259259 0.2516998518   
370      I1         2.689506173    2.512345679    4.990740741    0.1128395062   0.9597530864   9.938888889    2.62037037     2.981481481    0.0009259259259 0.3724280584   
371      I1         2.647530864    2.512345679    4.898148148    0.330617284    0.1128395062   4.561111111    2.62037037     2.981481481    0.1490740741   0.3340155938   
372      I1         2.689506173    4.487654321    4.842592593    0.01604938272  0.669382716    6.761111111    2.558641975    2.981481481    0.0009259259259 0.358196189    
373      I1         1.766049383    2.512345679    4.972222222    0.5967901235   0.2822222222   3.338888889    3.422839506    2.981481481    0.0009259259259 0.1466050236   
374      I1         2.584567901    4.487654321    4.990740741    0.2217283951   0.02814814815  9.327777778    2.651234568    0.01851851852  0.1490740741   0.3929357178   
375      I1         1.745061728    2.512345679    4.935185185    0.5483950617   0.2217283951   3.338888889    3.484567901    2.981481481    0.0009259259259 0.1593768034   
376      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1441096881   
377      I1         1.912962963    2.512345679    4.990740741    0.6209876543   0.330617284    3.338888889    3.484567901    0.01851851852  0.0009259259259 0.2068247852   
378      I1         2.689506173    2.512345679    4.509259259    0.01604938272  0.01604938272  5.661111111    2.466049383    0.01851851852  0.1490740741   0.3730580332   
379      I1         2.14382716     2.512345679    4.712962963    0.330617284    0.01604938272  3.461111111    2.558641975    0.01851851852  0.1490740741   0.222453707    
380      I1         2.689506173    2.512345679    4.990740741    0.1491358025   0.01604938272  3.461111111    2.280864198    0.01851851852  0.1490740741   0.5956071699   
381      I1         1.933950617    2.512345679    4.712962963    0.01604938272  0.1249382716   9.938888889    2.37345679     0.01851851852  0.1490740741   0.3663669738   
%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k neg_kge        
382      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1441096881   
383      I1         1.915061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1465300784   
384      I1         1.745061728    2.712345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1445854476   
385      I1         1.745061728    2.512345679    4.990740741    0.6463950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1793986234   
386      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.428617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1637355335   
387      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    4.328888889    2.959876543    2.981481481    0.0009259259259 0.1413900933   
388      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    3.209876543    2.981481481    0.0009259259259 0.1456237998   
389      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.01592592593  0.1556245801   
390      I1         1.575061728    2.512345679    4.990740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1687586057   
391      I1         1.745061728    2.512345679    4.840740741    0.5483950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1677625925   
392      I1         1.745061728    2.512345679    4.990740741    0.4503950617   0.330617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1599626449   
393      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.232617284    3.338888889    2.959876543    2.981481481    0.0009259259259 0.1557572969   
394      I1         1.745061728    2.512345679    4.990740741    0.5483950617   0.330617284    2.348888889    2.959876543    2.981481481    0.0009259259259 0.155379918    
