%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b_soil recession_b_karst neg_kge        
144      I1         2.082954783    2.814107756    4.103164617    0.5146411477   0.3909964414   4.365068302    1.230063572    0.7398747344   0.1204413556   0.6142342411   0.7385371636   3.662364567    2.706455547    1.329081039    
145      I1         1.028558637    3.020067921    4.087229769    0.6177638289   0.3509214385   8.08061807     1.666097965    0.270269134    0.03758179873  0.7175333007   0.5229651477   3.784609042    3.372856511    1.065600817    
146      I1         1.637441218    3.535459893    4.707193604    0.1603838599   0.7594634673   3.91128993     2.503245116    0.07249794206  0.1207844583   0.7750882938   0.2213165729   3.726022746    3.821839247    0.5697844986   
147      I1         2.58843912     2.852555263    3.931671953    0.6702249147   0.5280954635   6.399624598    1.252182926    0.3034123706   0.1069855645   0.5605088274   0.3038006226   3.842308901    3.788652605    1.327724407    
148      I1         2.653548078    2.713150076    4.871629654    0.02682032949  0.5220185425   7.15887715     1.422243749    1.363241007    0.09355041593  0.7625619557   0.612035973    3.021970846    3.035413031    1.377338677    
149      I1         1.597171496    4.114596837    4.79764427     0.06864317479  0.1479898162   1.905774743    1.056579247    1.937800442    0.0468703918   0.4734366229   0.5994813317   3.292767396    3.351901911    1.596009496    
150      I1         2.238629173    3.073276905    4.493175617    0.100521532    0.2317561964   5.436145523    1.368960192    0.5593391395   0.01607913866  0.1499149799   0.296746069    3.716835327    2.608270924    1.256304181    
151      I1         2.242088596    3.435141085    3.811379213    0.4895793974   0.7618330616   8.861973182    2.536759611    2.780243909    0.1394439917   0.2513033855   0.3348847613   3.985059717    2.732632625    0.5316814764   
152      I1         1.506686259    4.061261418    3.731005974    0.3908718751   0.1289259313   5.08417707     2.890978104    0.1708686619   0.07247970395  0.1978243958   0.5641036531   1.951297815    2.860277741    0.5768176086   
153      I1         1.916061424    3.829369201    3.652058014    0.2887668062   0.509737054    6.634035164    2.782450497    0.8332722562   0.1274418551   0.6408568151   0.6348316845   2.362774753    3.688836952    0.4322530771   
154      I1         2.52491466     4.300621351    4.331852453    0.7827888579   0.7282635288   0.5511667692   1.702350809    0.1265346684   0.01454130494  0.7215083781   0.9904173209   3.314116436    2.418978395    0.9679066617   
155      I1         2.081827444    2.699058015    4.386013343    0.7740396554   0.7054546704   1.059934205    2.233781363    1.571044989    0.1341567218   0.2610783202   1.045285449    1.712033777    1.677333114    0.5526069272   
156      I1         2.448286095    2.971723814    4.028535478    0.6478459703   0.7468992355   3.251303546    2.525981301    1.000439065    0.004545019591 0.6608156689   0.17127208     2.889218159    3.416189573    0.4902324534   
157      I1         1.440934608    3.3880327      4.083939245    0.941346387    0.7065786773   7.717283805    2.161512037    0.5462182917   0.08647327878  0.4787971801   0.100433683    3.917720791    3.590921293    0.8624192246   
158      I1         1.785592975    3.15712189     4.498427653    0.6923296241   0.2536875913   1.276621057    1.297965078    0.6865103848   0.1038271258   0.004479620148 0.2159219121   2.600754493    3.167431078    1.278476786    
159      I1         1.09845222     4.058214104    4.021335936    0.4342557839   0.8581902132   7.990311883    1.834735672    2.609415217    0.05727265832  0.03723496677  0.8238631611   1.890311246    3.771773255    0.9612051504   
160      I1         1.315844146    3.418420474    4.001078749    0.3768789556   0.9372722994   1.28832285     1.868636931    2.721607916    0.02747803096  0.9783423907   0.2456196194   3.461294662    2.29298406     0.947898497    
161      I1         1.862721522    2.940992295    3.708914537    0.02456168552  0.9546232434   2.681876318    3.193581599    0.3154873159   0.009528520054 0.2593254748   0.647411146    2.105406119    2.893431519    0.5927327082   
162      I1         1.569678216    3.443673481    3.728471479    0.8873828238   0.3741075441   9.391928479    1.037207481    0.6029548605   0.09101583371  0.955757053    0.3208150066   2.555280974    2.890512412    1.52127316     
163      I1         1.925710618    3.949820751    3.635914016    0.6578579263   0.6425564559   4.801508251    3.489893899    1.111286656    0.1139955595   0.3266703993   0.965286562    2.54927081     2.515695151    0.4036051351   
164      I1         2.440831827    3.361637589    4.360553838    0.6968460319   0.5031211313   7.03016898     1.512162257    2.473719112    0.08009516445  0.8908802274   0.3682409492   1.689262098    3.663521581    1.094743712    
165      I1         2.328908169    2.778420887    4.557856555    0.4563962076   0.8537564426   7.331916469    2.431475731    0.5210925952   0.09500131077  0.2697847025   0.3496906683   3.038202647    2.596268165    0.425218149    
166      I1         1.355868765    3.643957664    4.128173892    0.8399888113   0.4273640679   3.347979457    2.982602896    1.993753293    0.1235114976   0.303938552    0.2310037461   1.938632631    3.137377469    0.6496308917   
167      I1         1.209466336    4.015786552    3.967477215    0.9264071911   0.04468927487  6.903781316    1.780841718    1.682260491    0.1050729898   0.2332500795   1.109057615    3.02585828     3.966856882    0.9916751856   
168      I1         1.578950539    3.409211214    4.519375785    0.7558619954   0.4326145925   8.24717916     1.519098458    0.9507995359   0.1083853717   0.3881270926   0.1987823901   2.651705265    3.422727669    1.083771485    
169      I1         2.690996676    4.202669299    4.541078206    0.2482968935   0.1597277525   2.631645173    1.787865248    0.2840585365   0.1472330434   0.06026267898  0.2894241333   3.010586569    3.430581665    0.9251084642   
170      I1         2.550647614    2.886667382    4.510456334    0.5950280336   0.5735897937   7.585434032    1.80008991     2.189302626    0.1251897894   0.8365677786   0.03084967108  2.334947383    2.437176014    0.8921586403   
171      I1         2.010439953    3.454900871    4.356626615    0.3334357705   0.3997498947   9.935364316    2.258941039    1.962334482    0.004448841088 0.2110198302   0.4376015374   3.350953567    1.757520508    0.5262683414   
172      I1         2.026528753    3.77796477     4.760692807    0.4583877322   0.714725534    5.484717207    3.037056762    0.4471354503   0.1097975606   0.3174969474   1.103334973    1.845952217    2.168860471    0.4272385184   
173      I1         2.39721588     3.356414946    3.94820331     0.01761344909  0.813832477    3.831712223    1.47547493     2.322124854    0.02462236201  0.8968598255   0.9015067553   3.435743775    3.550004176    1.138334506    
174      I1         2.592783879    3.129712463    3.657549695    0.2689075142   0.5109124987   7.868435783    2.194981328    2.718524897    0.05902603118  0.529096889    0.1075950538   1.788003619    1.774657424    0.5699740769   
175      I1         2.370202853    3.278168673    3.53698483     0.465210757    0.1201212604   7.427576021    1.17345003     0.6543002893   0.1146934167   0.6958836769   0.9463841953   2.524036971    3.759923394    1.588100632    
176      I1         2.541418893    3.942832914    4.13313467     0.6297198519   0.8629435835   5.190489881    1.392631896    2.663597072    0.05384362235  0.3459774496   0.8713305794   1.508859654    3.464842236    1.191239842    
177      I1         2.698319731    2.781749931    3.971744774    0.3991976672   0.5927817656   3.215896412    1.576151478    0.5141898021   0.1378141402   0.1666130942   0.8121052699   2.863427328    2.570947607    1.065363015    
178      I1         1.399648779    4.251213937    3.640499372    0.6022610977   0.6360603293   3.161734854    2.749416291    0.4107358551   0.01833011771  0.5967752232   0.9236847329   1.706973118    3.747234415    0.5611699075   
179      I1         2.122242053    3.182520664    4.22092029     0.8055794563   0.1013074441   3.105402687    3.065255811    1.667144104    0.01078137362  0.6751968204   0.5776084776   2.632546763    2.586700962    0.4330217666   
180      I1         2.568473146    4.084743197    4.143210819    0.5353698492   0.7991067335   8.569121207    2.005978744    2.141468457    0.0672768135   0.3102799506   0.9115237088   3.259626184    1.502706095    0.7227216305   
181      I1         1.648138288    3.984981332    3.723050679    0.9575132077   0.6720925495   9.218734886    2.992670836    0.05117857487  0.05340440596  0.6357755832   0.01019975277  2.954024515    2.395000773    0.6210962228   
182      I1         1.336394339    3.269857454    4.171686007    0.152770079    0.8350015658   6.61131203     3.050855004    2.079389505    0.06008058436  0.1775137138   0.7791611428   2.179024938    1.793489316    0.8236045018   
183      I1         1.752531105    4.329415751    3.528708839    0.07083899011  0.3045696348   5.162715657    1.693124574    0.3854786578   0.1493512329   0.05848634416  0.6624906174   3.155524442    1.782796306    0.863601035    
184      I1         2.383075573    3.728736281    3.911383996    0.8742615238   0.1117894441   7.310678901    1.712747488    0.9910281888   0.04216610151  0.07319566726  0.4018146889   3.002056962    3.603302449    0.9506727711   
185      I1         1.23030736     3.014512467    4.624231967    0.3832702037   0.5895334026   0.4714102173   2.134421948    1.392706153    0.04447345395  0.2830674465   0.3988925111   3.480787428    1.745872912    0.6785278615   
186      I1         1.38476364     4.217247809    4.998039006    0.4929807404   0.9170078746   8.050056009    2.2945428      0.5350828349   0.01402257978  0.2021089097   0.8269384504   3.543241815    2.545391167    0.5787288499   
187      I1         1.75919981     3.488369412    4.860737851    0.5837991308   0.6270359666   1.593846828    1.599352301    2.882864521    0.04321279096  0.8012958113   0.07362548562  2.14398979     1.532909067    1.095729002    
188      I1         2.633004722    3.20244509     4.683484523    0.01128075689  0.941542642    5.524604038    2.451002017    2.754979213    0.05133096803  0.8127820912   0.5729061098   3.905221189    3.904753341    0.3723638618   
189      I1         2.351440729    3.196216434    3.920320274    0.09506460568  0.04916239375  6.827758737    2.878425189    0.1863946817   0.1128746005   0.9715397129   0.773496403    3.058974442    2.653286952    0.4362012034   
190      I1         1.251983061    2.907100784    3.541364796    0.8583340564   0.5857182627   4.310346469    1.390362506    1.08164751     0.1278864225   0.9052953274   0.5354580286   3.756680764    3.536760726    1.404832055    
191      I1         2.227668383    3.214191618    4.739937736    0.7047729654   0.01337837752  5.618450393    2.944974689    2.232423802    0.1187958171   0.2366015229   0.3594804006   2.661328896    1.508573339    0.1840455385   
192      I1         2.34120002     2.758630195    3.584733611    0.5394486182   0.1311815475   5.877084206    1.737073229    2.242356466    0.11940366     0.1415895909   0.06608409959  1.586084374    2.187182199    0.9137321618   
193      I1         1.448248883    3.043160622    4.734102797    0.6520493137   0.7841465648   0.8342739093   2.768950355    1.152838573    0.09672542871  0.6671506542   0.865842897    1.69264875     1.669996775    0.5139492803   
194      I1         2.065941496    2.915427134    4.375696499    0.8661838949   0.4967438265   1.941395209    1.77103213     2.761166646    0.0521437272   0.2546334009   1.14302282     3.490995201    3.043317463    0.9012058156   
195      I1         1.969443469    2.975463035    4.965629526    0.4686115266   0.3355639597   2.271706462    1.212281635    1.242224447    0.08908543147  0.6530232415   0.1934182184   3.619142711    1.953204504    1.588411913    
196      I1         2.662053355    3.990657858    4.992183092    0.4727462276   0.9325752491   4.715888998    2.55694486     0.4341217125   0.01005026747  0.548034041    0.2821519881   2.689230965    2.566216463    0.3217709186   
197      I1         2.167821931    3.998650508    4.380787771    0.6742736568   0.871363053    2.418285222    2.673313704    2.428877288    0.08655444131  0.7269690274   0.1637809502   2.158671319    2.63121692     0.4233389992   
198      I1         1.5563423      3.748178647    3.885985635    0.8012678524   0.4874712745   2.456995337    3.470998266    1.609373634    0.01312596596  0.5821852519   0.734491765    2.710064138    3.083060127    0.6228588641   
199      I1         1.017740675    2.812355381    4.324802023    0.4844471541   0.06335144982  9.526076387    2.123644312    1.771597677    0.04259969905  0.5657941059   1.127475205    3.286641448    1.562797033    0.7505714497   
200      I1         2.471193562    3.921315166    4.960211141    0.6238800601   0.01958054421  6.766951214    2.273167593    0.8113180241   0.06981279138  0.1170050968   1.033665027    2.719229091    3.981914476    0.5500452742   
201      I1         1.278399449    3.696095569    3.736253997    0.2212320219   0.8928641198   0.803349096    1.921338824    0.637250079    0.07852779585  0.1646078057   0.6316510171   2.416102144    2.81010855     0.825718231    
202      I1         1.724984263    3.677499404    4.825199887    0.128473036    0.3985872561   4.675868525    3.411552897    1.721838804    0.03087510477  0.4886087333   0.8884164314   3.228070429    3.800973056    0.256139911    
203      I1         2.374256652    4.155648467    4.03340084     0.2863724592   0.603556501    4.630881637    2.574820401    1.228988248    0.0463524289   0.2483500002   0.5151522807   2.644900688    2.505662732    0.510186834    
204      I1         2.095449208    3.478475825    4.090689889    0.8351751549   0.7289337692   8.703049179    3.341203918    2.973675875    0.1476028276   0.5056128684   0.03002812044  2.211963632    2.921351946    0.4834397569   
205      I1         1.6989671      3.338107622    3.596579127    0.4782339761   0.9622850424   5.581352577    3.255199615    2.193065111    0.1123311672   0.8031006839   0.832217021    1.769480523    1.942575123    0.4418915345   
206      I1         1.631479492    2.731863508    3.629091159    0.4496035419   0.6674393617   6.953071345    1.794064947    1.853799801    0.1281063483   0.620555922    0.3932687813   1.919004187    3.22435828     0.7989709196   
207      I1         1.06004142     4.150026687    4.30351576     0.5035474146   0.2052308283   4.504271809    1.409865042    2.216826403    0.01925969373  0.01147116695  0.2934146789   2.027736814    3.180412883    1.10953796     
208      I1         1.705887567    2.963948278    4.210760386    0.1205591682   0.8014879318   1.696533584    1.001621239    1.454300066    0.06634459944  0.2866406271   0.1309234507   3.747379923    2.739613679    1.486907834    
209      I1         2.198235502    3.618028139    4.189859384    0.7156196559   0.7724180491   3.372111183    1.021002136    0.2946714694   0.05485779825  0.3557781736   0.5478705537   2.248357895    3.527535828    1.490356222    
210      I1         2.365250111    3.316462098    4.772412337    0.7390744977   0.8329797208   8.296674237    1.065052584    1.066911655    0.03120143511  0.3834982294   0.7818214572   1.814635518    3.242477281    1.595205552    
211      I1         1.010710877    3.55773209     4.923080038    0.03232881701  0.3148766168   7.064042437    2.498154856    1.201023504    0.02674239864  0.5885970242   0.905858689    1.552938593    3.399850641    0.5258335317   
212      I1         2.047496987    2.599698232    4.448286767    0.1033801179   0.465508111    8.370357904    1.04606843     2.030220468    0.08222531352  0.5551116243   0.6061905269   1.94443977     2.263799304    1.477505751    
213      I1         2.292116285    2.623863145    3.806135625    0.7522225039   0.5788924596   6.548255037    2.446361673    2.526875163    0.09013046365  0.5216380865   0.6092247885   2.837434683    2.947449824    0.4871413795   
214      I1         1.511466075    3.937053065    4.153210517    0.9063060078   0.4692989556   0.6063780837   1.658034061    0.8881793251   0.09462798458  0.7353114444   0.6918457336   1.880226485    2.676441914    1.006784831    
215      I1         1.996228928    4.212617102    4.278421151    0.3857637516   0.4161493205   8.415995466    3.07356733     1.1473518      0.1307015618   0.4601513675   0.759568495    3.635474588    2.113576187    0.4294040151   
216      I1         1.531302643    2.857393439    3.849085841    0.7300191398   0.6290082472   4.60317251     3.081848135    2.916857372    0.0005231772681 0.9312409471   0.7480342237   2.241598791    3.064894655    0.589279549    
217      I1         2.515934321    3.379469036    3.568370574    0.3136359659   0.5233939486   3.585673627    2.648130001    0.1957440408   0.08527533361  0.4451147523   0.7437293092   1.981457433    3.267241095    0.3363540957   
218      I1         1.005267824    2.954449181    4.56279257     0.2421199327   0.4200881004   3.661604156    3.190779325    2.890233498    0.1449201112   0.4505628855   1.003653166    3.497695592    3.304111239    0.3896965067   
219      I1         1.201486251    3.448328167    4.235789382    0.05814758281  0.03786302582  7.21046598     2.696259644    2.302330392    0.00761766407  0.6460718426   0.7266143594   1.657991451    3.500462453    0.616231712    
220      I1         2.059382799    4.390829881    4.305896388    0.8608480364   0.2751800928   9.893005244    3.357357405    1.26336092     0.06397869968  0.7904891266   0.2287533496   3.084149365    2.935620811    0.4613827733   
221      I1         1.388119901    3.084028095    4.691908797    0.9378834073   0.4105007558   9.583711601    2.33548061     2.379028174    0.1384352137   0.2206734623   0.3782027568   1.63708072     3.707620778    0.6322965219   
222      I1         1.419191177    3.212217461    4.254639916    0.1822568941   0.7934731076   9.035347113    3.153146854    0.155087912    0.005191392418 0.2789073356   0.4960229558   2.20731253     3.933122567    0.627195656    
223      I1         2.42488636     4.162871325    3.960204839    0.5540566055   0.7761797963   3.486612735    1.067733821    2.513835711    0.1415466058   0.9675065567   0.8594519592   2.29261795     2.687824145    1.461043438    
224      I1         2.499934239    2.554657491    4.408522879    0.04631572826  0.04071712417  4.934930773    2.740645832    1.836636075    0.1452196581   0.4331407243   0.4656116931   2.377582846    3.94887472     0.3238879075   
225      I1         1.930764125    4.229627726    3.766092763    0.9308505921   0.6746964876   2.171727156    2.96616941     0.7826805766   0.1263674929   0.9126684069   0.374374061    3.555688821    3.263557074    0.6442747362   
226      I1         2.120646476    4.409835728    4.520355411    0.3513967573   0.2375262317   6.59679333     2.314827831    1.435323951    0.1025394903   0.9342839358   0.9423965118   3.506182025    2.853607438    0.5086736199   
227      I1         1.769000019    2.835703771    4.595898833    0.876164382    0.7898699603   7.256774185    3.440100491    2.64381719     0.1140044625   0.6711390646   0.9163743422   2.919207519    1.877329841    0.4796846645   
228      I1         2.001021493    2.737313426    4.919765623    0.668142229    0.03575032858  5.044471134    2.057926537    0.9652715088   0.002765598946 0.7588483823   0.1543348573   2.959402186    2.329071254    0.7720000013   
229      I1         1.467501262    2.92345399     3.50148044     0.8802523054   0.8759965862   2.858188311    2.627786828    1.981851762    0.1100466187   0.1440622959   0.4313134127   3.893286118    3.084959265    0.7792527825   
230      I1         1.45797065     3.250364477    4.844439618    0.9534866534   0.8887746462   6.688892982    2.16818102     2.861107974    0.04168912005  0.6891908406   0.9665199237   3.874856075    3.719949701    0.9268250393   
231      I1         1.776181637    4.257561411    3.515108736    0.3476104215   0.5329572475   3.465457878    2.243003414    0.7579311184   0.09864788135  0.4875175287   1.112041192    2.345798182    3.150145314    0.4719303065   
232      I1         1.221286098    3.825331428    4.343583492    0.2366521052   0.5982216018   4.846555464    2.465765395    1.631392662    0.03722880863  0.1562386334   0.5733738264   3.681824226    3.913375708    0.6389186799   
233      I1         2.207471669    2.980463531    4.572368501    0.3374150785   0.9267890524   9.435916875    1.120290672    2.463665446    0.1001341298   0.2144588451   0.1785391775   2.975928497    2.290148506    1.479768211    
234      I1         1.023708873    3.916633348    4.287288904    0.4223373309   0.812421547    0.3257977483   2.787656451    2.770988668    0.105767524    0.1258330761   0.2586255259   3.215731421    3.961113692    0.6947134913   
235      I1         1.566175135    4.040173285    4.063307776    0.4631838113   0.739563675    9.273599008    3.423253803    2.983044912    0.02037841911  0.9575926728   0.1982890654   3.277301851    2.469259515    0.6647019243   
236      I1         2.637686949    2.99803649     4.712640556    0.9358103204   0.8469582789   6.763594913    1.995923004    0.220408035    0.1443312707   0.1066376075   1.079470453    1.570612404    3.610690035    0.7683624756   
237      I1         1.480591073    4.189910169    4.008842915    0.6010773471   0.1985287257   8.095700615    2.598481492    2.790775506    0.04753158195  0.6035763893   0.9983341602   2.389361208    1.72813666     0.5739794366   
238      I1         1.192144908    3.6313376      4.432171739    0.5279734897   0.3700228634   6.983470842    2.812952815    0.9313382408   0.08359771571  0.08268353796  0.8784148089   2.46010131     2.203503578    0.5362548395   
239      I1         2.382335925    2.937303238    4.970312518    0.1350522446   0.3128979224   5.682692331    2.956226925    0.4583150151   0.06814676873  0.6100359075   0.07793810879  2.072931387    3.871680248    0.2329864554   
240      I1         1.048550442    2.526087611    4.758476302    0.1717771929   0.279182846    4.058018758    1.890272128    1.826155283    0.1071975463   0.6778167806   0.2407156765   3.699111382    3.712476898    0.8400063922   
241      I1         1.593689946    2.718925771    4.656688424    0.7218329044   0.5846141512   0.1383557627   2.929888882    0.2101624065   0.03486251739  0.4267718299   0.4481958836   2.502618025    3.597900282    0.5397276193   
242      I1         1.892182611    4.434247581    3.781302474    0.3203010297   0.9883526835   4.166339747    2.859344672    0.369665564    0.1331238257   0.100915604    0.6648053296   3.04470228     2.532859121    0.6102629896   
243      I1         2.611398778    3.798781944    4.953433392    0.03765811168  0.3801969768   4.124835472    1.193195169    2.083112658    0.1461496317   0.8258005824   0.8957354474   1.868182945    3.056374453    1.584118418    
244      I1         2.511396034    3.633560877    3.893108868    0.6465402684   0.182428131    3.991173488    1.279143474    0.7020075113   0.1215249139   0.1300178946   0.1179138827   2.141381477    3.933914741    1.296939571    
245      I1         2.669316018    3.871192114    4.90382365     0.5440634302   0.6208331469   4.956372551    2.562418642    0.6449255038   0.03370743502  0.6474140842   0.356824897    1.74521549     3.922473716    0.3414767425   
246      I1         1.886805977    3.430215775    4.297313474    0.3205776368   0.7373991272   5.814931171    2.254161223    0.03246602149  0.1410672281   0.6658817425   1.071458235    2.571648249    1.553260256    0.5713071278   
247      I1         1.302137338    3.603153875    4.53924672     0.5112211774   0.2239289244   2.908796736    3.024165153    0.1132925225   0.03930820891  0.9739270474   0.1800488656   2.022253877    2.066046405    0.6755417548   
248      I1         2.274434238    3.960591709    4.803329782    0.2605007178   0.9310201391   2.389447736    3.17842612     0.4020289255   0.1227714602   0.8521698183   1.00835275     3.605466756    2.142251081    0.3153082705   
249      I1         2.458476031    3.783744893    3.869249226    0.7968582963   0.6953665752   6.001678038    1.847829181    0.7152595511   0.10853859     0.5999429303   0.4660685139   1.993253083    2.619438911    0.8330787952   
250      I1         1.395714096    3.878690569    3.94033855     0.4149177055   0.2877460165   2.025216672    1.626046344    0.8698789191   0.0778977386   0.3503557865   1.055742052    3.162914756    2.432789965    0.9866151378   
251      I1         2.359968719    4.416630332    4.93669399     0.7000810092   0.6438213597   0.1095228706   2.319904806    2.365912251    0.08561259704  0.1889001881   0.671473843    2.109085596    3.488862383    0.5386898128   
252      I1         2.188799289    3.233603688    4.207326122    0.5852573008   0.0890321183   2.999869278    1.642919153    2.395915723    0.07000582492  0.7687460646   1.048546815    3.418157463    3.837440889    0.9904584308   
253      I1         1.912023774    2.761778064    3.561492696    0.04404286758  0.7855111937   3.697353834    2.724764023    1.810518616    0.02434920231  0.1152763676   0.384828862    1.898765359    2.821799647    0.5370381658   
254      I1         1.844801891    3.222474213    4.858524663    0.8487916483   0.4543216541   2.596206367    1.160345849    1.531563827    0.1403944829   0.5352702948   1.025794083    2.218761251    3.776414506    1.528389774    
255      I1         1.270248705    4.315529596    4.868518716    0.1911231965   0.9751072237   6.165109595    1.591318896    0.9863965661   0.0386523747   0.8199947225   1.061733844    3.101148901    2.578841368    1.004219127    
256      I1         2.128226823    2.751589613    4.281611945    0.8439753187   0.3251547208   7.465637508    2.755057012    1.446196789    0.03502517654  0.2746046039   0.8921495179   2.772632359    1.966744446    0.4418020497   
257      I1         2.061125029    4.320539252    3.862530359    0.8644663599   0.05124040972  2.118319626    2.636583707    2.275028899    0.084953915    0.7105906415   0.5176401502   3.968178539    2.984639025    0.6270321163   
258      I1         1.957981942    3.866116323    4.22693424     0.6602045533   0.7707287291   4.286154237    2.65257171     1.176664089    0.06069289637  0.4643505026   0.7085753465   3.137796207    3.477708487    0.5331005641   
259      I1         1.731569625    2.592265989    4.146921329    0.4094759667   0.5953864639   7.822289279    2.410876968    1.072328431    0.001991874515 0.5937865673   0.6536868164   3.267046296    3.643204746    0.6067300062   
260      I1         1.553596247    3.091747092    3.901736743    0.6948103972   0.9224487796   3.013930012    2.360791691    2.416805911    0.1425835135   0.07704214264  0.5657074913   2.974315289    2.272589622    0.683370309    
261      I1         1.472482956    3.575342183    3.689700947    0.9698528934   0.4707808031   5.071982654    3.138695567    2.948163232    0.1150938947   0.8779188763   0.3474444788   3.253889695    3.456610722    0.7832104125   
262      I1         2.615915018    2.933302108    4.466576706    0.4191608878   0.15576903     4.217818408    3.448515501    2.809087969    0.08174538366  0.8866201197   0.5070989819   1.971696449    2.717456315    0.4368771996   
263      I1         2.687353195    3.25755696     3.980459772    0.5377850523   0.8833437898   4.727184153    1.959406696    1.869615244    0.03837920391  0.09798116453  1.1320388      3.794703666    2.154149323    0.7711925457   
264      I1         2.522802265    4.453329428    4.247393474    0.5496203686   0.08592714136  6.895136135    3.28075897     0.577996286    0.05998864837  0.7824136572   0.2098526713   2.800441282    1.809116398    0.3377018191   
265      I1         1.871461564    2.676093945    4.880159369    0.78766895     0.3850713039   8.751343945    1.90589796     2.598068224    0.07197787279  9.969564001e-05 0.5859289874   2.253169753    1.591523111    0.7509425404   
266      I1         1.24206557     4.485577177    4.395200035    0.6421091236   0.4360470655   5.308717337    3.232414968    2.340169959    0.1230817213   0.8337866369   1.009916056    2.130391329    1.704531186    0.597379743    
267      I1         2.430353726    4.423873866    4.676175399    0.5249688643   0.3027026087   3.783799195    1.882513269    0.1371337249   0.0552195593   0.6553203598   0.766637969    2.641557735    2.223147994    0.841369788    
268      I1         2.0490471      2.641480856    3.62460696     0.6890713407   0.5424318474   2.571069128    3.28839053     1.317227462    0.06472292232  0.292475451    0.6998106465   2.942350823    3.28893814     0.3806949585   
269      I1         2.205239601    3.109110906    4.808364715    0.4476728921   0.3380955784   0.2008739061   2.837037025    1.018043429    0.07900732148  0.2448943953   1.090112087    3.130860396    2.97067539     0.3186722952   
270      I1         2.283172998    3.240139305    4.68562436     0.7426416074   0.03002443055  0.4383188587   1.914951077    2.053712897    0.131242177    0.6187038359   0.6603657449   3.68783009     1.85611194     0.8847031046   
271      I1         1.693121143    3.06099713     4.934792499    0.8261550649   0.1952555708   7.772486148    2.218883641    0.3576381975   0.05674072439  0.4045490284   1.107421721    3.975030372    2.795519179    0.8094637196   
272      I1         2.040856682    2.74267134     3.988401344    0.2294786622   0.949165208    9.849586199    3.381077879    1.413254429    0.1497937356   0.1821182419   1.124669901    2.187095818    3.449625577    0.7257366639   
273      I1         1.58841181     2.87970511     4.402770533    0.7502022129   0.4827215116   3.876418288    2.988478439    0.245910656    0.06318942461  0.09429040972  0.4841814757   3.092193703    1.801042374    0.5381956163   
274      I1         2.438002296    3.099470384    3.69304384     0.989453186    0.9684807231   5.955674479    2.434446248    2.937794033    0.02855941547  0.3923262977   0.9041706955   3.526164244    1.628217744    0.5290404509   
275      I1         1.807474017    3.895301185    4.453330652    0.4313628953   0.2935083771   1.502057478    2.393861539    2.493968361    0.07577379885  0.8992974359   0.2365860516   2.940341345    3.000649441    0.5756942864   
276      I1         1.076284249    3.818600949    3.618422724    0.2810816412   0.4242836668   9.301918015    1.079653216    0.0299123315   0.02236193471  0.04462325441  0.9576295746   2.25843926     2.031199461    1.366660963    
277      I1         1.841522265    4.036478649    4.065139219    0.507708016    0.3871736439   3.411606954    1.326716649    0.9032487203   0.1160972242   0.1863365995   0.03906443254  3.57446685     3.280893341    1.243625518    
278      I1         2.483188645    3.073491358    4.059570044    0.1869733362   0.02603853883  7.978424054    3.273656866    2.019138801    0.1287138076   0.5515763212   0.9968003043   3.343590323    2.003311899    0.492364108    
279      I1         1.013126128    3.718143008    4.850708376    0.8888690782   0.1505513559   9.33223508     2.473955203    0.1480514182   0.07414907359  0.1612052434   0.3428859991   1.601362633    1.932621462    0.8518775689   
280      I1         1.419627759    3.403105877    4.052199615    0.2228202545   0.842247825    5.133200276    1.097642455    0.6696602998   0.04035865604  0.375297192    0.8441085307   1.518868162    2.831142352    1.390190006    
281      I1         1.411379407    3.059449679    3.579251762    0.03961106068  0.8994223175   9.65776003     3.102060641    1.196836077    0.02907265088  0.9897243725   1.069001129    2.479006934    2.368758348    0.5261149684   
282      I1         1.608026369    2.824876514    4.726614607    0.9315443773   0.2340491312   4.019669975    3.345000024    0.2342803905   0.06448859512  0.4392681353   0.8380554965   3.642694431    1.608406229    0.7624356954   
283      I1         1.792924469    3.34712382     3.613410887    0.8847277457   0.807958624    5.318249909    1.182338469    2.681929217    0.06883973113  0.2300585899   0.4880212592   3.112961794    1.549649577    1.48257403     
284      I1         2.608649771    4.17400561     4.565531202    0.3297835083   0.3434151444   2.35856479     3.311063793    2.408131917    0.1484845639   0.5273982123   0.0263992326   3.223257376    2.177491207    0.221101627    
285      I1         1.044349805    3.468506529    3.586580249    0.8130420474   0.3414620436   0.9747690129   1.101469934    2.090616315    0.1021871067   0.221476104    0.2831273468   2.765105241    2.079125665    1.518455522    
286      I1         2.532347989    2.722733063    4.63927886     0.2257529178   0.5760678983   1.779648702    3.397554594    2.812525046    0.03170786377  0.1694116185   0.2767726414   3.914955715    3.878687343    0.3180717158   
287      I1         2.621550885    3.137700111    4.823310104    0.6064637601   0.9087467498   4.884283603    1.546078346    1.049027438    0.07730740259  0.8726142452   0.413435726    2.401904241    3.826907467    1.237940463    
288      I1         1.851278613    4.185120593    4.373791143    0.9614109575   0.5132588444   5.275197541    2.54342476     0.04473927255  0.06669146625  0.3649325593   0.721614167    2.053097683    3.344239123    0.4960383288   
