%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  neg_kge        
154      I1         0.3830346702   1.299671974    2.710066259    0.4085227492   0.8928641198   4.529884387    2.498154856    2.841516475    0.7516359747   0.09652084515  0.3651083536   0.5833746732   2.047887378    
155      I1         1.092924469    2.327072205    2.992332302    0.1861942359   0.4473012554   3.042521913    1.04606843     2.262460035    2.26324263     0.05880713525  0.4565617958   0.9079929572   2.040323197    
156      I1         1.205255055    1.732391951    2.976308004    0.4257638904   0.3027026087   6.043796498    3.223977752    1.631609265    2.886625414    0.03955732123  0.2175653235   0.412084686    0.879271612    
157      I1         1.422242053    1.338449556    3.424068791    0.1397966434   0.4707808031   4.45813412     1.297965078    1.073844788    1.362935375    0.09956963832  0.5812672276   0.6602524725   1.954236581    
158      I1         1.212023774    2.013724513    4.153250314    0.4156345467   0.3221937678   7.822289279    1.101469934    1.821997138    2.167707434    0.03249376441  0.9342578822   0.4837407987   2.133477973    
159      I1         1.933004722    2.419043855    2.563463878    0.8888690782   0.9170078746   2.908796736    2.706674091    2.045882765    1.059339671    0.1031327975   0.668203699    0.3954959469   0.7931918813   
160      I1         0.9821751427   2.619524521    2.510864016    0.8487916483   0.02848347457  9.36699869     3.28839053     3.129949977    1.900026215    0.1137279516   0.2390967845   0.7212247057   1.623317344    
161      I1         0.7856290043   1.675837711    3.859167714    0.3203010297   0.5312512202   4.999514334    2.859344672    2.945032852    1.815467744    0.04983819246  0.7143709127   0.6457519393   1.361636024    
162      I1         0.6609580598   2.629135782    4.478762658    0.1717771929   0.979447786    1.941395209    2.903199835    1.767285865    1.097155965    0.09491497111  0.1278751251   0.6197034382   1.565781693    
163      I1         1.931563387    1.96163696     2.888551602    0.1448942896   0.8223547415   3.745943433    1.833273034    2.91860866     1.530561141    0.07386629223  0.3397348111   1.145423264    1.311677531    
164      I1         0.8971714963   2.564005466    4.042251232    0.9664733799   0.9379771955   2.418285222    1.576151478    1.236715447    1.634907673    0.1177357849   0.5592818801   0.9049074618   2.169646158    
165      I1         0.9989670997   1.831704451    3.721320857    0.2011009297   0.2239289244   3.614292698    1.80008991     2.701188449    0.8642558191   0.08636494781  0.447176046    0.2792048372   1.255273841    
166      I1         0.6158441461   1.105283673    2.941309496    0.8287151901   0.6674393617   3.585673627    2.65257171     2.28910495     1.439557456    0.1133079901   0.3726005921   0.5799242426   2.166445479    
167      I1         1.459552999    2.016681234    3.979006456    0.9805095429   0.7807575394   6.296109337    2.768950355    3.35714094     0.3666023541   0.08918136731  0.958086421    0.7666318537   1.269874724    
168      I1         1.365941496    1.265502074    3.563084631    0.7000810092   0.6515158266   2.073431759    1.642919153    1.545250241    0.6972503477   0.1165262047   0.4830883087   0.9578226726   1.727401567    
169      I1         1.645442561    2.607205399    3.530301182    0.1752551528   0.6631821369   4.166339747    1.47547493     1.856161031    1.016379546    0.1106680755   0.6653744651   1.134553923    1.720682911    
170      I1         1.326528753    1.720055247    3.91705676     0.7156196559   0.1952555708   4.846555464    3.462024267    2.131057701    2.430498278    0.131152837    0.833886297    0.4217274839   1.13841833     
171      I1         1.296228928    1.47684756     3.251077035    0.3476104215   0.4105007558   8.194513123    2.088695206    2.307406288    1.997537949    0.05390578388  0.8897819682   0.7864912834   1.247579923    
172      I1         0.7999073836   1.535255594    4.053596237    0.8314936832   0.8994223175   8.716605469    2.009567014    2.769704454    1.772981264    0.1200997495   0.5107380099   1.116967097    1.983631757    
173      I1         1.225710618    1.661443372    3.362561772    0.1241161824   0.367962828    0.3257977483   1.193195169    1.024926943    2.944660868    0.04370925764  0.7738028734   0.05594325398  2.104742933    
174      I1         1.784835303    2.126531714    3.809025626    0.08532162429  0.4023888976   2.34359497     2.0700329      3.119847745    1.911208769    0.1242416246   0.1812863391   0.2123935679   0.3760318563   
175      I1         1.730353726    2.444789642    3.18661111     0.3513967573   0.279182846    6.104156355    1.120290672    3.278161532    2.490738343    0.03280953308  0.2773856499   0.668989962    2.188446231    
176      I1         1.550696324    1.046458867    2.757391787    0.2137834302   0.6908226698   5.308717337    1.132762913    2.572149963    1.400116498    0.1045452884   0.7189309344   1.08980198     2.051293753    
177      I1         1.507471669    1.374843451    2.615440332    0.1094647061   0.9224487796   8.935380853    1.317125486    1.129239927    1.294458446    0.06562738246  0.539572615    0.2010691978   1.993273291    
178      I1         1.024984263    1.213851171    3.941439147    0.02456168552  0.03002443055  2.770534601    1.546078346    2.107063431    0.4238099832   0.02040475474  0.3234121469   0.9357045396   1.549158921    
179      I1         1.200518864    1.850722746    4.166435226    0.4961993767   0.6889461185   9.548449799    3.07356733     2.322506905    2.181265619    0.1119050489   0.6909381389   0.2490722397   1.081440719    
180      I1         0.9931211435   2.086270055    2.657896966    0.2528676024   0.2025505396   4.504271809    1.065052584    1.989544108    1.570555917    0.1231488017   0.5926809991   1.078614063    2.026114797    
181      I1         1.012847891    1.022174469    4.469608268    0.8439753187   0.172586491    1.57776624     1.014254631    1.183673362    0.1141514137   0.0824173819   0.3020887972   0.0830471984   2.369640787    
182      I1         1.822802265    1.328667274    4.037871506    0.3140481537   0.5694610568   7.465637508    2.131953858    2.971593543    2.115350481    0.1450897989   0.752229739    0.7772470355   1.058696331    
183      I1         0.3107108767   2.201317947    2.93227432     0.4895793974   0.6568343862   6.763594913    1.921338824    1.434243829    1.546148052    0.01653220019  0.02594052289  0.7114984246   2.278959093    
184      I1         1.542088596    1.146068176    3.516151248    0.3136359659   0.8255057529   4.365068302    2.917057999    1.133351342    1.104391186    0.1237067563   0.9659103954   0.1644694422   1.158868788    
185      I1         0.8480205554   2.499003633    3.113606452    0.4782339761   0.220584488    9.218734886    2.451002017    1.281118921    0.0002912862599 0.1087171668   0.3744266232   0.636817604    1.720439611    
186      I1         0.5702487049   1.162088808    3.756594181    0.3703465277   0.1890601572   6.48335404     1.457105575    3.234941015    1.564860849    0.05308421007  0.07725017286  1.131413042    1.916581515    
187      I1         0.9445149779   1.867335465    3.20471397     0.3297835083   0.7516442785   0.3695975357   1.814968118    1.926072213    1.886483438    0.1140883631   0.6462075755   0.1687750622   1.544835179    
188      I1         0.787877155    2.254104281    3.703694044    0.2053694139   0.1065470813   6.983470842    1.409865042    1.496207623    2.690667852    0.08294121817  0.6308978677   1.069116391    1.731960581    
189      I1         1.64120002     1.67081122     4.172137493    0.9698528934   0.1289259313   0.6281363281   1.615097097    3.143017965    0.7861641783   0.02145296832  0.6345085928   1.000148225    1.782390035    
190      I1         0.600299416    1.511267464    3.860473881    0.01761344909  0.3533398499   7.105306752    2.824598703    3.268006597    2.969691278    0.03534092114  0.7601287709   0.01546111653  0.8845162907   
191      I1         1.052531105    1.124789684    3.938366512    0.3374150785   0.7228376675   3.465457878    2.406973527    1.645028268    0.5711883095   0.07477713693  0.7810898679   1.016197314    1.465650588    
192      I1         1.101323509    2.024418459    3.910475407    0.3857637516   0.1597277525   7.952141837    2.782450497    1.218294135    0.5020564354   0.09267348606  0.2437438641   0.3827398802   1.383342744    
193      I1         0.7409346075   1.487467654    2.948627563    0.4563962076   0.4967438265   7.310678901    3.305645983    1.342279879    0.01046354536  0.003060217119 0.155539596    0.5961222838   1.833905346    
194      I1         1.51752088     1.995419009    3.217801873    0.5112211774   0.07391524674  3.506294406    3.489893899    2.533601941    1.145453166    0.07590941373  0.04246964193  1.072461806    0.4057859213   
195      I1         1.488799289    2.635292786    3.653744343    0.9308505921   0.7054546704   7.978424054    2.583368745    3.014004926    0.4869840462   0.019699681    0.3324437813   0.6505647267   1.230542192    
196      I1         0.5783994492   1.952210491    3.506186554    0.4033144509   0.9622850424   4.884283603    2.390442615    3.179087037    0.4602341427   0.06861770388  0.9488494461   0.4743734253   1.666298751    
197      I1         1.868473146    1.063528064    2.778552717    0.3617429562   0.8759965862   9.006293536    3.028973259    3.456802693    1.791609941    0.0562985517   0.2847020287   0.2572107485   0.8628131663   
198      I1         1.683075573    1.072841677    4.20024087     0.7262102806   0.2156810159   8.569121207    1.897459978    1.142390552    0.1379623481   0.1174376203   0.473291316    0.5279416934   1.415858892    
199      I1         0.8936899455   1.042055073    3.075562603    0.2729217598   0.10346091     6.165109595    1.819137968    1.321232215    1.220426095    0.08098445679  0.8991011224   0.3565176298   1.848358858    
200      I1         0.7603459946   2.470183567    3.373360849    0.989453186    0.1628758786   2.534502614    2.161512037    1.080440081    1.237985725    0.03355698545  0.09845278927  0.2735667034   2.170441042    
201      I1         0.8563423004   1.972364014    4.251926883    0.6177638289   0.5429176497   8.861973182    1.995923004    2.711427414    1.861238947    0.1128200986   0.752720134    0.5191594362   1.616361083    
202      I1         0.9154537974   1.116056146    4.297124512    0.668142229    0.7065786773   0.5155318816   1.134577945    1.669988901    0.5220467322   0.09709951744  0.08557519204  0.7339666564   2.307496657    
203      I1         1.062583374    1.437335597    3.771107536    0.9197970148   0.05394717492  1.149210547    1.570159858    1.825856824    2.85167027     0.1475647042   0.3471174014   0.4487767784   2.02915935     
204      I1         1.126024947    1.623563135    3.711363838    0.7426416074   0.4242836668   2.389447736    2.740645832    2.599396139    0.4385629533   0.1486411353   0.9874280903   0.6003779156   1.433563545    
205      I1         1.979905971    1.276145037    3.681351124    0.2398713653   0.2576233267   9.990094479    2.929888882    1.173553491    0.2780170959   0.08110155981  0.6561717365   1.088634025    0.6326948657   
206      I1         1.254082153    2.324481988    2.651214515    0.6520493137   0.7113755041   2.025216672    1.390362506    3.105729302    0.3916544408   0.02997339331  0.9838794869   0.6272877377   1.95341872     
207      I1         0.6218146609   2.153882841    4.278076749    0.8661838949   0.8537564426   6.01519677     1.368960192    2.271710607    0.7214708024   0.1430094005   0.5061690206   0.2162256522   2.384683701    
208      I1         1.13489634     2.353332986    3.693600047    0.5638427568   0.9751072237   8.818446818    2.233781363    2.024156873    2.408827111    0.03343537308  0.2771438538   0.1210841585   1.285331639    
209      I1         1.081726666    1.43332527     3.845312261    0.8496504772   0.2956648772   0.3582731703   1.354347043    3.396018735    2.643758823    0.08704796234  0.8929566989   0.4380364683   2.121209457    
210      I1         1.069000019    1.469167139    3.496524632    0.9358103204   0.5982216018   5.385674145    3.498405599    1.372612875    0.03983749031  0.04431446227  0.6849521549   0.8699277739   1.684392079    
211      I1         1.651440729    1.772829532    3.439605621    0.6558531331   0.6994658029   4.310346469    2.005978744    2.914440764    0.7163071701   0.1482336956   0.008811304752 0.1124067808   1.258140475    
212      I1         1.937686949    2.660330014    3.03564899     0.7502022129   0.3985872561   7.516776562    3.451758046    1.155328901    0.2804515957   0.1322142796   0.4401880427   0.2394011773   0.7634163167   
213      I1         0.6401521459   2.689725624    4.314317134    0.5475402506   0.5109124987   8.24717916     1.946876391    3.340906641    1.180520624    0.01214857946  0.9029952829   0.1274763176   1.865661903    
214      I1         1.244751552    2.432352504    4.300944502    0.876164382    0.03786302582  5.071982654    1.529097193    2.411801312    1.6990783      0.06171436336  0.7031338404   0.7298615936   1.915903832    
215      I1         1.973053607    2.056057473    4.145470396    0.5167904168   0.7898699603   6.688892982    1.026485822    2.667509214    0.9992347471   0.1062882391   0.6753954997   0.9438602334   2.316822432    
216      I1         0.8114660747   1.545416253    4.460416691    0.9575132077   0.2271843178   3.372111183    2.374188924    3.433414177    1.47710421     0.03485736211  0.9823118167   0.1920715192   2.06468753     
217      I1         0.6021373378   2.273852932    3.006263884    0.1423160262   0.9883526835   1.059934205    1.780841718    3.074190922    2.101459796    0.1267526937   0.1842874824   0.9213707589   0.766750273    
218      I1         0.869678216    1.51774427     2.687332496    0.8583340564   0.01958054421  9.767570232    2.418465654    3.478063229    2.063724258    0.1216819218   0.144240162    0.3668133987   1.834763823    
219      I1         0.6729906473   2.413440626    4.374703127    0.2578996488   0.1790726062   3.558779445    3.28075897     2.990559283    0.889469079    0.04949551505  0.953142778    0.8792833812   1.141946108    
220      I1         1.799934239    1.705854979    4.432868669    0.2366521052   0.1685791455   3.783799195    3.327272653    2.890309826    1.122644765    0.04777418505  0.1926479054   0.1083247658   0.6102123842   
221      I1         1.288003539    1.442057733    2.782108588    0.6112363957   0.1446908839   9.174741589    2.574820401    3.316869924    2.793254625    0.1098117906   0.4224313246   0.6053278961   0.9501671231   
222      I1         1.911398778    1.1350667      2.591160766    0.4844471541   0.3700228634   5.371052394    1.882513269    2.827554259    1.601903289    0.1353491659   0.01717752512  0.4536963683   1.305706261    
223      I1         0.3902345162   1.794869922    3.554404698    0.5852573008   0.827400762    0.2008739061   1.500558745    2.907393981    1.465783531    0.1228632358   0.8058890748   0.1153251592   2.158959773    
224      I1         0.7113794074   1.702042258    3.593232741    0.127562032    0.9190928976   7.662693208    1.847829181    3.113128373    2.050789807    0.09809304306  0.1670890368   0.697671436    1.30727401     
225      I1         0.5144262091   2.382780579    3.325752487    0.6238800601   0.459415704    8.415995466    2.581542838    1.45518191     1.240053757    0.08160294685  0.02665023942  0.7475864057   2.141074604    
226      I1         1.860860465    1.576814556    2.789409178    0.8700867974   0.1081480773   4.563016676    1.499940044    1.195233659    2.548837101    0.006428487063 0.1712968366   0.7146338841   1.833704464    
227      I1         1.107474017    2.208117891    3.112754433    0.4496035419   0.1479898162   2.596206367    2.123644312    2.426668627    0.2010053494   0.05423469921  0.3571565172   0.7393816866   1.217551241    
228      I1         1.956310536    2.35817213     2.50197392     0.7134540686   0.4200881004   1.502057478    1.988513382    1.390489932    2.708681981    0.04343039805  0.2701244713   0.5737659949   1.256176612    
229      I1         1.748286095    2.175444903    2.815005329    0.5316747404   0.04071712417  5.275197541    2.473955203    2.489953605    1.934508574    0.009130708936 0.7424584988   0.5516729922   0.779928925    
230      I1         1.340856682    1.051939886    2.641115736    0.6968460319   0.1739787854   8.435700196    1.737073229    2.929783932    1.731088826    0.1026995122   0.2815096692   0.1851418663   1.622224461    
231      I1         0.9481382881   2.232347639    3.042674409    0.1603838599   0.2536875913   3.013930012    3.010601391    2.160588461    1.255691351    0.04288900705  0.9566732146   0.6758261287   1.073164769    
232      I1         0.39845222     1.340093733    4.222988627    0.2294786622   0.3931840479   8.893932136    2.648130001    3.186761642    1.089597189    0.06286047971  0.5262936655   0.6330576843   1.75706181     
233      I1         1.518732135    1.618783662    2.863239585    0.9125552918   0.9830281785   2.715362389    3.423253803    1.163120034    2.728142416    0.0524208257   0.545667109    0.9912279175   1.180971207    
234      I1         0.3677524232   1.368306792    3.260898568    0.9795582233   0.4965381045   9.935364316    2.287974566    3.343770872    1.289771902    0.02710504355  0.1911897096   1.102553393    2.560898673    
235      I1         0.3443498047   1.157178291    2.885188013    0.4686115266   0.2851235629   7.717283805    1.222673888    1.596049626    2.461634426    0.1155396903   0.6380033089   0.7822098167   2.087920286    
236      I1         0.4301140715   1.206270639    2.621126085    0.5665403297   0.7934731076   5.814931171    3.006983899    1.274803476    2.683134435    0.05686321091  0.5952331478   1.013365467    2.011561886    
237      I1         1.301021493    2.133923259    4.23019236     0.5006140939   0.6208331469   4.630881637    1.77103213     3.382472829    1.201611687    0.01252780878  0.4949188907   0.834647728    1.51321332     
238      I1         0.8313026433   2.391765973    3.34417956     0.1156888522   0.2819903394   5.133200276    1.252182926    1.792332947    0.7675840782   0.04040964973  0.4327708627   0.8274860774   1.960163138    
239      I1         1.850647614    2.372407311    2.581990262    0.0903694521   0.07719894133  6.409110143    3.345000024    1.602324691    1.263788492    0.1397760005   0.518489786    0.046464631    0.6346485224   
240      I1         0.8414926297   1.285348205    3.617691695    0.8179985224   0.4931008605   0.241138325    2.96616941     1.010142733    0.6458957316   0.05482963097  0.06732873272  1.008072657    1.956478858    
241      I1         0.7196277594   1.90839714     3.868783827    0.9534866534   0.9713532722   4.286154237    2.992670836    1.298031831    2.898402223    0.01093511097  0.4295537466   1.0737144      2.116246021    
242      I1         0.4175703839   1.580142564    4.13262006     0.03765811168  0.2666295428   7.427576021    1.249022616    2.581485745    0.1460163767   0.08303546076  0.4594538047   0.06283780197  1.892951487    
243      I1         1.557081237    1.887784017    3.140613029    0.01128075689  0.739563675    1.20806615     2.944974689    2.87656138     0.6588449378   0.1038362538   0.4139036508   0.05301221558  0.7040327365   
244      I1         1.921550885    2.120810807    4.08921173     0.09380691351  0.5517586627   4.675868525    2.749416291    1.874189532    1.759763486    1.51054e-05    0.2649223097   0.5424133583   0.3667633631   
245      I1         0.9657950803   1.901955297    2.528631855    0.1569038732   0.2935083771   2.171727156    1.90589796     1.652233814    2.234202481    0.02946190949  0.925605282    0.03642676019  1.498422411    
246      I1         0.8352697815   1.875005895    2.906036344    0.2887668062   0.7171644045   4.331382158    3.065255811    2.469416308    2.1707718      0.09042048837  0.09156502464  0.8990574732   0.9354645927   
247      I1         0.4479365181   1.408394001    3.326822502    0.08187029442  0.2340491312   1.544169539    2.525981301    2.00085292     0.2908260987   0.06071407926  0.07284713712  0.7718116973   1.359631968    
248      I1         1.614376697    2.347031718    4.328839539    0.2626567102   0.3251547208   6.953071345    3.081848135    2.309204157    2.744575367    0.02862124062  0.05708835829  0.339948886    0.4708052649   
249      I1         1.589566797    1.865102614    3.164319841    0.6396962211   0.05124040972  7.21046598     1.182338469    1.776115201    0.1211353351   0.05294715854  0.9234826504   0.5637052009   2.114861478    
250      I1         0.3949104709   2.547458364    3.647405117    0.9264071911   0.1413102393   0.1383557627   2.18230542     1.308054637    0.773047494    0.03044819267  0.3082518743   1.119814831    2.470006041    
251      I1         0.4304851418   1.780657403    3.385764139    0.03961106068  0.6396143959   8.370357904    2.910332854    1.381929179    0.6240287021   0.1389040954   0.03374676109  0.2775181649   1.907849933    
252      I1         0.408544849    1.487285369    3.954929593    0.6578579263   0.06335144982  1.458145766    3.232414968    2.621275583    2.015472823    0.0174661163   0.495322939    0.5903732351   2.056198749    
253      I1         1.876269462    2.091183159    2.761519739    0.1205591682   0.2644768829   7.585434032    2.446361673    2.752908861    1.34553627     0.001473324176 0.927864727    0.02426705088  0.781019629    
254      I1         1.257981942    1.457724002    4.116854075    0.9378834073   0.5642428646   3.289680331    1.237292771    1.399156411    0.6741487004   0.03858081831  0.06079210122  0.4452232619   2.174031846    
255      I1         0.7074897604   1.591783969    3.357614425    0.2175845276   0.6360603293   7.187073331    3.169229962    2.504812524    0.5531455319   0.008861567298 0.1192192009   0.1044588344   1.509876238    
256      I1         1.987353195    1.643923416    4.191135207    0.0138220575   0.622309483    4.217818408    2.677983351    1.46611595     0.2501992066   0.03197270155  0.5236724447   0.4912435575   0.6962370052   
257      I1         0.519434217    2.030189091    4.454172702    0.6465402684   0.949165208    6.440097854    1.512162257    1.481663572    0.2488491971   0.02367252021  0.8464759959   0.04526144663  2.311210622    
258      I1         1.373481817    1.41831238     2.83496418     0.6702249147   0.04468927487  0.9747690129   1.658034061    2.651543135    0.5495606192   0.05588835453  0.9606638568   0.9774526841   1.645355189    
259      I1         1.628908169    1.816862121    2.518656767    0.3908718751   0.2098740821   4.124835472    3.255199615    1.889093046    0.976695209    0.07204856641  0.8748816616   0.1585844965   0.9088180226   
260      I1         0.5094663364   1.236657754    3.068165516    0.06244660579  0.2317561964   5.955674479    2.898298667    1.811590931    2.710810701    0.009597835542 0.3871849257   0.885941132    1.233867845    
261      I1         1.347496987    2.50296565     4.324691621    0.3534372038   0.1659209448   3.177402617    1.687508881    3.285560582    0.8433220301   0.02823281811  0.2534734137   0.4981746879   1.434084037    
262      I1         1.836356129    2.594591468    3.443101497    0.4313628953   0.7943040718   0.9222992184   3.102060641    3.309157224    2.3880732      0.1366588445   0.2259792969   0.8315909743   0.4672699051   
263      I1         0.4360475337   2.455724537    3.574528517    0.4727462276   0.6746964876   6.766951214    1.939175983    1.090845919    2.788879834    0.0135951224   0.8006483691   0.3757910895   2.163866829    
264      I1         0.4921449078   1.084743497    2.752934595    0.1033801179   0.8857831008   2.891081887    2.673313704    1.971433464    1.042874544    0.08656574509  0.4022299967   1.036821093    1.877864931    
265      I1         0.6263816946   2.462764673    4.393020831    0.2257529178   0.537096675    6.315550258    2.477539512    1.833699221    2.152566392    0.01109025262  0.411158342    1.065014232    1.598694233    
266      I1         1.690483718    1.109985789    4.25617578     0.9752273023   0.8500911906   4.801508251    2.509368311    1.262906097    2.293868333    0.08996766171  0.9715734749   0.9599295013   1.108675458    
267      I1         1.712625696    1.266991593    3.764382356    0.5540566055   0.812421547    6.850141074    2.636583707    2.508765513    0.7005035309   0.001738055599 0.9388413668   0.4076831776   1.044327243    
268      I1         1.751218561    2.637878489    3.692109568    0.9014394052   0.5544699285   2.777260348    2.956226925    1.105445557    0.6646595126   0.02689601725  0.7787885583   1.020408827    0.9609803058   
269      I1         0.6881199015   2.559012186    3.839459706    0.7599331456   0.2176088771   8.449250233    1.73296427     2.982523479    1.449594079    0.1499582383   0.7292037046   1.047264785    2.070741239    
270      I1         1.682335925    2.035421557    2.737443737    0.2810816412   0.5185026592   1.393663158    1.230063572    1.96069881     0.08897682175  0.01167305192  0.8141121699   0.4341630877   2.03937094     
271      I1         1.076181637    2.241502952    3.732907637    0.9485655461   0.633732568    3.347979457    1.279143474    3.219664226    2.42644469     0.08357216988  0.8349517666   0.4881783571   2.198942351    
272      I1         1.740831827    1.400965242    4.497385341    0.8055794563   0.4484366104   9.583711601    3.160608938    1.037282727    0.8227041851   0.06129530733  0.1366489505   0.7714309101   0.9309944316   
273      I1         1.908649771    2.578719527    4.489577456    0.7968582963   0.3380955784   4.019669975    1.563766349    3.174512681    1.963028152    0.06466239846  0.4786041716   0.9540968227   1.74765573     
274      I1         1.498235502    1.654378836    3.395581343    0.2605007178   0.4360470655   3.697353834    1.490517732    1.531041733    0.04195670478  0.02524440821  0.1333259239   0.3294801577   1.770230826    
275      I1         1.953548078    2.23575481     4.04804838     0.3205776368   0.5132588444   0.3973248431   2.696259644    3.325646255    1.58014643     0.08755759121  0.7320716377   0.6152628807   0.4364660772   
276      I1         1.151278613    1.686736869    3.060427032    0.7246198575   0.5475262182   1.779648702    2.857879381    1.351512375    2.129938298    0.005641661632 0.3165357638   0.2068749184   1.469178537    
277      I1         1.608771412    2.044425839    3.606658393    0.507708016    0.4302886432   5.682692331    1.379363737    2.591336595    0.3215827732   0.1023025485   0.1245901362   0.3999579996   1.895135548    
278      I1         1.3490471      1.637809805    4.08083248     0.2674938073   0.4617170534   3.105402687    3.297357431    3.492610805    1.712251941    0.09402362454  0.04361572623  1.002901313    0.3816632873   
279      I1         0.7461268417   2.51442489     3.571354347    0.3419970723   0.4326145925   8.095700615    3.111064988    1.027055018    1.595197944    0.05745063693  0.1865294005   0.7921474845   1.868143011    
280      I1         0.9314794921   2.529878567    3.45754666     0.9315443773   0.4526974088   6.216627951    1.441605389    2.392343823    2.097161762    0.1246364786   0.4777863327   0.2305507164   2.176831157    
281      I1         0.9621420747   2.165513297    3.190784844    0.07396129374  0.3331156004   0.1095228706   2.689356423    3.295816011    1.671954314    0.1280895555   0.3350055615   0.06526305084  0.3696015033   
282      I1         0.4859222711   2.141465459    2.57275019     0.3027917464   0.941542642    4.058018758    1.624863909    2.784557048    0.3851938745   0.09894291538  0.3927408071   1.058237016    1.756932985    
283      I1         1.881864559    2.58541142     4.357918419    0.4393065005   0.4852475744   4.063302564    2.273167593    3.448161694    0.1837551389   0.1402681041   0.552580381    0.2706544994   0.6616066036   
284      I1         0.8789505393   2.007974284    3.968111588    0.1493129      0.5031211313   1.593846828    3.047077183    1.522777782    2.043742134    0.02302040809  0.6424886702   0.6865957214   1.427456736    
285      I1         0.9241843732   2.381482366    3.609136604    0.1350522446   0.4874712745   1.683142635    3.093389063    3.372664795    1.705506672    0.03121684823  0.2234199569   0.2889713852   0.3631194141   
286      I1         1.527668383    2.226407977    4.415591986    0.5496203686   0.6290082472   9.33223508     1.204817825    1.004215911    2.222688617    0.06351993109  0.07074815394  0.7980652064   2.101933795    
287      I1         0.3131261282   1.81166574     2.672121545    0.2228202545   0.8833437898   9.526076387    2.279363941    3.265437414    0.9031442155   0.04225868721  0.7874419474   0.2419145556   1.768401194    
288      I1         1.171461564    1.496423881    3.624777989    0.9063060078   0.182428131    2.089410644    1.392631896    3.402387101    2.917611902    0.1093194512   0.6159562813   0.02840962553  2.075671864    
289      I1         0.4552595495   1.522818988    4.311366217    0.5035474146   0.2464161253   8.799554718    2.55694486     1.468210805    2.672265654    0.1016877371   0.9120284746   0.3452530149   1.900124567    
290      I1         1.915915018    2.112643846    3.992164059    0.8096779854   0.8820383405   3.876418288    3.273656866    2.341144695    0.3761069066   0.06655577807  0.1131014103   0.283776735    0.7807094004   
291      I1         1.80468192     2.095049203    3.014647514    0.3745234011   0.9546232434   5.774861325    2.759534361    2.868630388    2.814390404    0.04547109463  0.6121200637   0.3721794296   0.6687547505   
292      I1         1.72488636     2.000874494    4.406230546    0.4832078674   0.842247825    9.301918015    3.210067409    2.229120089    2.736030743    0.0952510559   0.5872493791   0.4809857391   0.7653245368   
293      I1         1.186805977    1.684763754    4.334839097    0.2863724592   0.3475140804   9.65776003     1.752894144    2.151304808    2.415689166    0.07660801036  0.734230837    1.041736039    1.267825785    
294      I1         0.9537959759   1.173806576    2.538278452    0.8644663599   0.805928482    9.121403494    2.812952815    2.60168121     0.892350809    0.1206147644   0.6045484643   1.128340904    1.773308188    
295      I1         1.901462023    2.06095185     3.742895652    0.3438077843   0.8469582789   6.710055755    3.359789056    1.41230151     2.874793484    0.03678181562  0.7651867261   1.010849081    0.7339609137   
296      I1         1.857817526    2.402522684    3.898699169    0.3091048798   0.3787398946   4.956372551    3.428614514    1.042648812    1.820316674    0.06971990417  0.3554390408   0.00406126534  0.7591897123   
297      I1         1.892783879    1.950323918    2.612978149    0.7994510876   0.3045696348   8.296674237    1.286243391    3.247583164    0.1038278484   0.1008911731   0.6622788737   0.5008630138   2.066259253    
298      I1         1.015064302    1.987294004    2.875069965    0.9033250825   0.4123488404   2.271706462    1.693124574    2.136034172    1.134814488    0.1300090171   0.2347541286   0.2242835248   1.995919676    
299      I1         0.3485504418   2.074017228    2.767248125    0.5574533339   0.7707287291   2.35856479     1.474446234    2.114067419    1.068088119    0.1456938673   0.6953595818   0.758892404    2.177749364    
300      I1         0.8535962471   1.425525521    4.440692207    0.7390744977   0.3509214385   8.334224322    1.403687279    1.9561265      0.4472386942   0.006761099153 0.1646090425   0.789941181    2.170117779    
301      I1         1.464814815    2.668518519    3.796296296    0.02814814815  0.02814814815  3.216666667    2.712962963    3.453703704    2.944444444    0.1472222222   0.01833333333  1.124777778    0.7271992566   
302      I1         1.716666667    2.353703704    4.462962963    0.1007407407   0.02814814815  0.2833333333   2.712962963    3.453703704    0.05555555556  0.09722222222  0.01833333333  1.124777778    0.6205478575   
303      I1         1.968518519    1.031481481    3.12962963     0.5725925926   0.1007407407   2.116666667    2.990740741    2.157407407    2.944444444    0.1027777778   0.01833333333  1.124777778    0.4022390961   
304      I1         1.77962963     1.787037037    4.462962963    0.3548148148   0.2822222222   2.116666667    2.712962963    2.990740741    2.944444444    0.1194444444   0.01833333333  0.02122222222  0.4339311854   
305      I1         1.653703704    1.912962963    2.537037037    0.4637037037   0.3185185185   2.116666667    3.175925926    3.268518519    0.05555555556  0.125          0.01833333333  1.124777778    0.6141370485   
306      I1         1.464814815    2.668518519    3.203703704    0.02814814815  0.5            3.583333333    3.453703704    3.175925926    1.944444444    0.05277777778  0.3483333333   1.124777778    0.6100068108   
307      I1         1.905555556    1.283333333    3.351851852    0.7903703704   0.06444444444  1.016666667    2.990740741    2.712962963    2.944444444    0.1361111111   0.01833333333  0.02122222222  0.4366177843   
308      I1         1.464814815    1.535185185    3.87037037     0.3911111111   0.1007407407   6.883333333    3.453703704    2.805555556    2.944444444    0.1361111111   0.01833333333  1.124777778    0.502055022    
