%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  et_alpha       neg_kge        
143      I1         0.9241843732   1.338449556    2.726943377    0.594645732    0.2098740821   8.799554718    1.671585959    2.572149963    0.06471579987  0.05482963097  0.6012892504   0.5082892904   0.8185980414   1.54571821     
144      I1         1.382954783    1.266991593    3.304219489    0.5146411477   0.3909964414   4.365068302    1.230063572    1.616562279    2.408827111    0.09306579411  0.6380033089   0.9912279175   0.4829305745   1.738453494    
145      I1         0.3285586371   1.442057733    3.282973026    0.6177638289   0.3509214385   8.08061807     1.666097965    1.225224278    0.7516359747   0.1087171668   0.4517761747   1.047264785    0.7441597522   1.745963657    
146      I1         0.937441218    1.880140909    4.109591472    0.1603838599   0.7594634673   3.91128993     2.503245116    1.060414952    2.415689166    0.1174376203   0.1911897096   1.020408827    0.9201609847   0.9710178572   
147      I1         1.88843912     1.299671974    3.075562603    0.6702249147   0.5280954635   6.399624598    1.252182926    1.252843642    2.139711291    0.08492557991  0.2624455641   1.0737144      0.9071518213   1.649549535    
148      I1         1.953548078    1.181177565    4.328839539    0.02682032949  0.5220185425   7.15887715     1.422243749    2.136034172    1.871008319    0.1155396903   0.5287221756   0.697671436    0.611881908    1.50294558     
149      I1         0.8971714963   2.372407311    4.23019236     0.06864317479  0.1479898162   1.905774743    1.056579247    2.614833702    0.9374078361   0.07173282166  0.5178765431   0.8218045743   0.7359455492   1.483484666    
150      I1         1.538629173    1.487285369    3.824234156    0.100521532    0.2317561964   5.436145523    1.368960192    1.46611595     0.3215827732   0.0227143909   0.2563513162   1.016197314    0.444442202    1.660593346    
151      I1         1.542088596    1.794869922    2.915172285    0.4895793974   0.7618330616   8.861973182    2.536759611    3.316869924    2.788879834    0.03807627054  0.289298354    1.139151374    0.493191989    0.7774303692   
152      I1         0.8066862593   2.327072205    2.808007965    0.3908718751   0.1289259313   5.08417707     2.890978104    1.142390552    1.449594079    0.02997339331  0.4873146741   0.2068749184   0.5432288744   1.425663652    
153      I1         1.216061424    2.129963821    2.702744019    0.2887668062   0.509737054    6.634035164    2.782450497    1.694393547    2.548837101    0.09709951744  0.548414806    0.3954959469   0.8680240852   0.5643692172   
154      I1         1.82491466     2.530528148    3.609136604    0.7827888579   0.7282635288   0.5511667692   1.702350809    1.105445557    0.2908260987   0.1093194512   0.8555961149   0.8315909743   0.3702395307   1.878191864    
155      I1         1.381827444    1.169199313    3.681351124    0.7740396554   0.7054546704   1.059934205    2.233781363    2.309204157    2.683134435    0.03955732123  0.9029952829   0.09719628331  0.07951458074  2.216194515    
156      I1         1.748286095    1.400965242    3.20471397     0.6478459703   0.7468992355   3.251303546    2.525981301    1.833699221    0.09090039181  0.1001235862   0.147957556    0.636817604    0.7611463127   0.547787591    
157      I1         0.7409346075   1.754827795    3.27858566     0.941346387    0.7065786773   7.717283805    2.161512037    1.45518191     1.729465576    0.07254502729  0.08676208221  1.108283211    0.8296411467   1.659121748    
158      I1         1.085592975    1.558553607    3.831236871    0.6923296241   0.2536875913   1.276621057    1.297965078    1.572091987    2.076542515    0.0006787303254 0.1865294005   0.5045858598   0.6636329825   1.553630683    
159      I1         0.39845222     2.324481988    3.195114581    0.4342557839   0.8581902132   7.990311883    1.834735672    3.174512681    1.145453166    0.005641661632 0.7117142491   0.178918675    0.9005351158   1.758271101    
160      I1         0.6158441461   1.780657403    3.168104999    0.3768789556   0.9372722994   1.28832285     1.868636931    3.268006597    0.5495606192   0.1482336956   0.212184488    0.8990574732   0.3208497516   1.444921091    
161      I1         1.162721522    1.374843451    2.778552717    0.02456168552  0.9546232434   2.681876318    3.193581599    1.262906097    0.1905704011   0.0392917386   0.5592818801   0.2775181649   0.5562251556   0.9832697466   
162      I1         0.869678216    1.802122459    2.804628639    0.8873828238   0.3741075441   9.391928479    1.037207481    1.502462384    1.820316674    0.1448116747   0.2771438538   0.4837407987   0.5550808653   2.252815112    
163      I1         1.225710618    2.232347639    2.681218689    0.6578579263   0.6425564559   4.801508251    3.489893899    1.926072213    2.279911191    0.04949551505  0.833886297    0.4809857391   0.4081524992   1.397032107    
164      I1         1.740831827    1.732391951    3.647405117    0.6968460319   0.5031211313   7.03016898     1.512162257    3.061432593    1.601903289    0.1349818526   0.318113909    0.08675774554  0.8581004597   1.146398792    
165      I1         1.628908169    1.236657754    3.910475407    0.4563962076   0.8537564426   7.331916469    2.431475731    1.434243829    1.900026215    0.04087647007  0.3020887972   0.7051120933   0.4397371206   1.244208904    
166      I1         0.6558687647   1.972364014    3.33756519     0.8399888113   0.4273640679   3.347979457    2.982602896    2.661461078    2.470229952    0.04605129576  0.19955821     0.2010691978   0.6518519677   1.569062226    
167      I1         0.5094663364   2.288418569    3.123302953    0.9264071911   0.04468927487  6.903781316    1.780841718    2.401883743    2.101459796    0.03534092114  0.958086421    0.6994534355   0.9770078977   2.086791348    
168      I1         0.8789505393   1.772829532    3.859167714    0.7558619954   0.4326145925   8.24717916     1.519098458    1.792332947    2.167707434    0.05880713525  0.1717230071   0.5279416934   0.7637092464   1.389790732    
169      I1         1.990996676    2.447268904    3.888104274    0.2482968935   0.1597277525   2.631645173    1.787865248    1.236715447    2.944660868    0.009130708936 0.2500260837   0.692452883    0.7667880125   1.015798978    
170      I1         1.850647614    1.328667274    3.847275111    0.5950280336   0.5735897937   7.585434032    1.80008991     2.824418855    2.503795788    0.1267526937   0.02665023942  0.3827398802   0.3773729976   1.692891664    
171      I1         1.310439953    1.81166574     3.64216882     0.3334357705   0.3997498947   9.935364316    2.258941039    2.635278735    0.08897682175  0.03197270155  0.3780327417   0.8484771149   0.1109480392   1.572012399    
172      I1         1.326528753    2.086270055    4.180923743    0.4583877322   0.714725534    5.484717207    3.037056762    1.372612875    2.195951212    0.04810559809  0.953142778    0.1585844965   0.2721933047   1.843125444    
173      I1         1.69721588     1.727952704    3.097604414    0.01761344909  0.813832477    3.831712223    1.47547493     2.935104045    0.4924472402   0.1358878523   0.7787885583   0.8873449466   0.813601637    1.294758247    
174      I1         1.892783879    1.535255594    2.710066259    0.2689075142   0.5109124987   7.868435783    2.194981328    3.265437414    1.180520624    0.0801661953   0.09294860668  0.1320208587   0.1176657103   1.611452042    
175      I1         1.670202853    1.661443372    2.549313107    0.465210757    0.1201212604   7.427576021    1.17345003     1.545250241    2.293868333    0.1054369207   0.8175570273   0.4694185475   0.8958899706   1.727934856    
176      I1         1.841418893    2.226407977    3.34417956     0.6297198519   0.8629435835   5.190489881    1.392631896    3.219664226    1.076872447    0.0524208257   0.752720134    0.00406126534  0.7802181566   1.469932689    
177      I1         1.998319731    1.239487442    3.128993032    0.3991976672   0.5927817656   3.215896412    1.576151478    1.428491502    2.756282804    0.02524440821  0.7015569085   0.624995087    0.4298114621   1.692578763    
178      I1         0.6996487793   2.488531847    2.687332496    0.6022610977   0.6360603293   3.161734854    2.749416291    1.342279879    0.3666023541   0.09042048837  0.7979475441   0.09487647746  0.8909158906   1.768581676    
179      I1         1.422242053    1.580142564    3.461227053    0.8055794563   0.1013074441   3.105402687    3.065255811    2.389286753    0.2156274724   0.1023025485   0.4989811455   0.5191594362   0.4359867771   1.281093248    
180      I1         1.868473146    2.347031718    3.357614425    0.5353698492   0.7991067335   8.569121207    2.005978744    2.784557048    1.34553627     0.04701211373  0.7874419474   0.8066126429   0.01106078938  2.403145479    
181      I1         0.9481382881   2.262234132    2.797400905    0.9575132077   0.6720925495   9.218734886    2.992670836    1.042648812    1.068088119    0.09632963381  0.008811304752 0.6665248379   0.360840303    1.772837004    
182      I1         0.6363943388   1.654378836    3.395581343    0.152770079    0.8350015658   6.61131203     3.050855004    2.732824588    1.201611687    0.02689601725  0.6730973224   0.3112650316   0.125047812    1.69903288     
183      I1         1.052531105    2.555003389    2.538278452    0.07083899011  0.3045696348   5.162715657    1.693124574    1.321232215    2.987024659    0.008861567298 0.5723086485   0.758892404    0.1208561519   1.575026404    
184      I1         1.683075573    2.044425839    3.048511995    0.8742615238   0.1117894441   7.310678901    1.712747488    1.825856824    0.8433220301   0.01109025262  0.3471174014   0.6885429112   0.8344945599   1.178982728    
185      I1         0.5303073602   1.437335597    3.998975956    0.3832702037   0.5895334026   0.4714102173   2.134421948    2.160588461    0.889469079    0.04288900705  0.344593007    0.9079929572   0.1063821814   1.70238997     
186      I1         0.6847636401   2.459660638    4.497385341    0.4929807404   0.9170078746   8.050056009    2.2945428      1.445902362    0.2804515957   0.03062256208  0.7143709127   0.9366220481   0.4197933373   1.582045377    
187      I1         1.05919981     1.840114       4.314317134    0.5837991308   0.6270359666   1.593846828    1.599352301    3.402387101    0.8642558191   0.1214084563   0.06360316821  0.2952049197   0.02290035419  2.040559673    
188      I1         1.933004722    1.597078326    4.077979364    0.01128075689  0.941542642    5.524604038    2.451002017    3.295816011    1.026619361    0.1231488017   0.4949188907   1.102553393    0.9526633095   0.6120311113   
189      I1         1.651440729    1.591783969    3.060427032    0.09506460568  0.04916239375  6.827758737    2.878425189    1.155328901    2.257492009    0.1472029868   0.668203699    0.7146338841   0.462088485    0.9414914357   
190      I1         0.551983061    1.346035666    2.555153062    0.8583340564   0.5857182627   4.310346469    1.390362506    1.901372925    2.557728449    0.1371659587   0.462568454    1.034462462    0.8084102045   1.966183957    
191      I1         1.527668383    1.607062876    4.153250314    0.7047729654   0.01337837752  5.618450393    2.944974689    2.860353168    2.375916342    0.03584871559  0.3105458958   0.5323531659   0.0133607489   1.987567224    
192      I1         1.64120002     1.219835666    2.612978149    0.5394486182   0.1311815475   5.877084206    1.737073229    2.868630388    2.3880732      0.02145296832  0.05708835829  0.03946107718  0.2793754222   1.641407225    
193      I1         0.7482488826   1.461686529    4.145470396    0.6520493137   0.7841465648   0.8342739093   2.768950355    1.96069881     1.934508574    0.1010834324   0.747979466    0.08831018681  0.07663873572  2.162933962    
194      I1         1.365941496    1.353113064    3.667595332    0.8661838949   0.4967438265   1.941395209    1.77103213     3.300972205    1.042874544    0.03858081831  0.9874280903   0.9126722001   0.6149804455   1.39741462     
195      I1         1.269443469    1.40414358     4.454172702    0.4686115266   0.3355639597   2.271706462    1.212281635    2.035187039    1.781708629    0.09894291538  0.1670890368   0.9714150189   0.1876561657   2.078714438    
196      I1         1.962053355    2.267059179    4.489577456    0.4727462276   0.9325752491   4.715888998    2.55694486     1.361768094    0.2010053494   0.08303546076  0.2437438641   0.5451434742   0.4279568537   1.292447559    
197      I1         1.467821931    2.273852932    3.674383694    0.6742736568   0.871363053    2.418285222    2.673313704    3.024064407    1.731088826    0.1101468223   0.1414861611   0.3019349326   0.4534370326   1.077821445    
198      I1         0.8563423004   2.06095185     3.014647514    0.8012678524   0.4874712745   2.456995337    3.470998266    2.341144695    0.2625193192   0.08820988665  0.6345085928   0.5546934006   0.63055957     1.651191983    
199      I1         0.3177406747   1.265502074    3.59973603     0.4844471541   0.06335144982  9.526076387    2.123644312    2.476331397    0.851993981    0.08572637968  0.9739969046   0.8189964398   0.03461643696  2.413550738    
200      I1         1.771193562    2.208117891    4.446948188    0.6238800601   0.01958054421  6.766951214    2.273167593    1.676098353    1.396255828    0.01772804497  0.8929566989   0.5588946152   0.9829104746   0.5919023035   
201      I1         0.5783994492   2.016681234    2.815005329    0.2212320219   0.8928641198   0.803349096    1.921338824    1.531041733    1.570555917    0.02494057662  0.545667109    0.4199412228   0.5235625515   1.703217223    
202      I1         1.024984263    2.000874494    4.266933182    0.128473036    0.3985872561   4.675868525    3.411552897    2.43486567     0.6175020954   0.07403162626  0.7674801633   0.7921474845   0.911981438    0.8804871962   
203      I1         1.674256652    2.407301197    3.21120112     0.2863724592   0.603556501    4.630881637    2.574820401    2.024156873    0.927048578    0.03762878791  0.4450268394   0.5248224755   0.4042197908   1.023280171    
204      I1         1.395449208    1.831704451    3.287586518    0.8351751549   0.7289337692   8.703049179    3.341203918    3.478063229    2.952056553    0.07660801036  0.02594052289  0.3263641291   0.5671699628   0.8895471685   
205      I1         0.9989670997   1.712391478    2.628772169    0.4782339761   0.9622850424   5.581352577    3.255199615    2.827554259    2.246623344    0.1216819218   0.7189309344   0.1235298718   0.1834894484   1.672130591    
206      I1         0.9314794921   1.197083982    2.672121545    0.4496035419   0.6674393617   6.953071345    1.794064947    2.544833167    2.562126967    0.09402362454  0.3397348111   0.1920715192   0.6859484458   1.168124504    
207      I1         0.36004142     2.402522684    3.571354347    0.5035474146   0.2052308283   4.504271809    1.409865042    2.847355335    0.3851938745   0.001738055599 0.2534734137   0.2419145556   0.6687218502   1.608875134    
208      I1         1.005887567    1.394356037    3.447680515    0.1205591682   0.8014879318   1.696533584    1.001621239    2.211916722    1.326891989    0.04343039805  0.1131014103   1.030198957    0.4959285621   1.68613968     
209      I1         1.498235502    1.950323918    3.419812513    0.7156196559   0.7724180491   3.372111183    1.021002136    1.245559558    1.097155965    0.05390578388  0.473291316    0.3430472589   0.8047940445   1.743836528    
210      I1         1.665250111    1.693992783    4.196549783    0.7390744977   0.8329797208   8.296674237    1.065052584    1.889093046    0.6240287021   0.05810579234  0.6753954997   0.1442289215   0.6930510943   1.69160158     
211      I1         0.3107108767   1.899072277    4.397440051    0.03232881701  0.3148766168   7.064042437    2.498154856    2.00085292     0.5348479728   0.08918136731  0.7825480821   0.02426705088  0.7547414511   1.630442271    
212      I1         1.347496987    1.084743497    3.764382356    0.1033801179   0.465508111    8.370357904    1.04606843     2.69185039     1.64450627     0.08410782187  0.5236724447   0.2037311907   0.309409327    2.057852519    
213      I1         1.592116285    1.105283673    2.908180833    0.7522225039   0.5788924596   6.548255037    2.446361673    3.105729302    1.802609273    0.07903607371  0.5262936655   0.6130800588   0.577400331    0.9900062822   
214      I1         0.8114660747   2.221495105    3.370947356    0.9063060078   0.4692989556   0.6063780837   1.658034061    1.740149438    1.892559692    0.1114108249   0.5976677804   0.1742958208   0.4711652302   1.947598607    
215      I1         1.296228928    2.455724537    3.537894867    0.3857637516   0.4161493205   8.415995466    3.07356733     1.9561265      2.614031237    0.06971990417  0.6561717365   0.9789015511   0.2505218653   1.378075992    
216      I1         0.8313026433   1.303784423    2.965447787    0.7300191398   0.6290082472   4.60317251     3.081848135    3.430714476    0.01046354536  0.1410971132   0.6462075755   0.339948886    0.6234387048   1.64449182     
217      I1         1.815934321    1.74754868     2.591160766    0.3136359659   0.5233939486   3.585673627    2.648130001    1.163120034    1.705506672    0.06744162914  0.6424886702   0.2207000871   0.7027585091   0.631558877    
218      I1         0.3052678245   1.386281804    3.91705676     0.2421199327   0.4200881004   3.661604156    3.190779325    3.408527915    2.898402223    0.06826710387  0.8670302222   0.9157436594   0.7172116056   1.580284293    
219      I1         0.5014862514   1.806078942    3.481052509    0.05814758281  0.03786302582  7.21046598     2.696259644    2.91860866     0.1523532814   0.09788967312  0.6277035042   0.07242328134  0.7941812817   1.211161019    
220      I1         1.359382799    2.607205399    3.574528517    0.8608480364   0.2751800928   9.893005244    3.357357405    2.052800766    1.279573994    0.1197710798   0.1976141502   0.7261740688   0.572763358    1.060679554    
221      I1         0.6881199015   1.496423881    4.08921173     0.9378834073   0.4105007558   9.583711601    2.33548061     2.982523479    2.768704273    0.03343537308  0.3267196591   0.06283780197  0.8753873452   1.463648973    
222      I1         0.719191177    1.605384842    3.506186554    0.1822568941   0.7934731076   9.035347113    3.153146854    1.129239927    0.1038278484   0.04225868721  0.4285015063   0.3242320639   0.9637840462   1.166124584    
223      I1         1.72488636     2.413440626    3.113606452    0.5540566055   0.7761797963   3.486612735    1.067733821    3.094863092    2.830932117    0.1465919025   0.7424584988   0.3633360685   0.4756270647   2.020640911    
224      I1         1.799934239    1.046458867    3.711363838    0.04631572826  0.04071712417  4.934930773    2.740645832    2.530530063    2.904393162    0.06562738246  0.4022299967   0.4022839764   0.9699588903   0.6083254834   
225      I1         1.230764125    2.470183567    2.85479035     0.9308505921   0.6746964876   2.171727156    2.96616941     1.652233814    2.527349857    0.138283092    0.3234121469   0.9423277557   0.701314373    1.1756569      
226      I1         1.420646476    2.623360368    3.860473881    0.3513967573   0.2375262317   6.59679333     2.314827831    2.196103292    2.050789807    0.1415581721   0.8141121699   0.9196338404   0.5406141159   1.261764822    
227      I1         1.069000019    1.285348205    3.961198443    0.876164382    0.7898699603   7.256774185    3.440100491    3.203180992    2.280089251    0.1016877371   0.7916322851   0.6505647267   0.1579132977   2.065121914    
228      I1         1.301021493    1.201716412    4.393020831    0.668142229    0.03575032858  5.044471134    2.057926537    1.804392924    0.05531197892  0.1149770276   0.1333259239   0.668989962    0.3349959315   1.482897528    
229      I1         0.7675012623   1.359935892    2.50197392     0.8802523054   0.8759965862   2.858188311    2.627786828    2.651543135    2.200932374    0.0218276206   0.3726005921   1.097082356    0.6313040319   1.706154533    
230      I1         0.7579706501   1.637809805    4.292586158    0.9534866534   0.8887746462   6.688892982    2.16818102     3.384256645    0.833782401    0.1044228546   0.8349517666   1.088634025    0.8802202827   1.426151412    
231      I1         1.076181637    2.493927199    2.520144982    0.3476104215   0.5329572475   3.465457878    2.243003414    1.631609265    1.972957627    0.07386629223  0.9606638568   0.3877138866   0.6568569629   1.434498559    
232      I1         0.5212860984   2.126531714    3.624777989    0.2366521052   0.5982216018   4.846555464    2.465765395    2.359493885    0.7445761725   0.02367252021  0.495322939    1.000148225    0.9560432777   1.347870803    
233      I1         1.507471669    1.408394001    3.929824668    0.3374150785   0.9267890524   9.435916875    1.120290672    3.053054538    2.002682596    0.03249376441  0.1542354151   0.676565623    0.3197382143   2.039525538    
234      I1         0.3237088733   2.204138346    3.549718539    0.4223373309   0.812421547    0.3257977483   2.787656451    3.309157224    2.115350481    0.01906561759  0.2234199569   0.7864912834   0.9747565672   1.495223617    
235      I1         0.866175135    2.309147292    3.251077035    0.4631838113   0.739563675    9.273599008    3.423253803    3.48587076     0.4075683823   0.1450897989   0.1712968366   0.8147151683   0.3899497299   0.9474437542   
236      I1         1.937686949    1.423331016    4.116854075    0.9358103204   0.8469582789   6.763594913    1.995923004    1.183673362    2.886625414    0.01615721326  0.9325268311   0.03236872587  0.8373904939   0.9799145046   
237      I1         0.7805910733   2.436423644    3.178457219    0.6010773471   0.1985287257   8.095700615    2.598481492    3.325646255    0.9506316389   0.09145096807  0.8624352693   0.4076831776   0.09942957066  2.139032126    
238      I1         0.4921449078   1.96163696     3.742895652    0.5279734897   0.3700228634   6.983470842    2.812952815    1.776115201    1.671954314    0.01252780878  0.7588400182   0.4401104405   0.2857734024   1.923551061    
239      I1         1.682335925    1.371707752    4.460416691    0.1350522446   0.3128979224   5.682692331    2.956226925    1.381929179    1.362935375    0.09242968295  0.06732873272  0.262631748    0.9396986572   0.4811861349   
240      I1         0.3485504418   1.022174469    4.177968403    0.1717771929   0.279182846    4.058018758    1.890272128    2.52179607     2.143950926    0.1026995122   0.2079480975   1.008072657    0.8772909439   1.22358995     
241      I1         0.8936899455   1.186086906    4.042251232    0.7218329044   0.5846141512   0.1383557627   2.929888882    1.175135339    0.6972503477   0.06466239846  0.3871849257   0.4596001028   0.8323769106   1.116347095    
242      I1         1.192182611    2.644110444    2.875069965    0.3203010297   0.9883526835   4.166339747    2.859344672    1.308054637    2.662476514    0.01529024303  0.574308269    0.7080915252   0.4148807756   1.002662514    
243      I1         1.911398778    2.103964652    4.43791119     0.03765811168  0.3801969768   4.124835472    1.193195169    2.735927215    2.922992633    0.1251213004   0.7738028734   0.1687750622   0.6200987856   1.652935073    
244      I1         1.811396034    1.963526746    3.024145158    0.6465402684   0.182428131    3.991173488    1.279143474    1.585006259    2.430498278    0.019699681    0.1018627783   0.2940092692   0.9640945785   1.601498231    
245      I1         1.969316018    2.165513297    4.371764867    0.5440634302   0.6208331469   4.956372551    2.562418642    1.53743792     0.6741487004   0.09809304306  0.3082518743   0.1124067808   0.9596096965   0.5024036356   
246      I1         1.186805977    1.790683409    3.563084631    0.3205776368   0.7373991272   5.814931171    2.254161223    1.027055018    2.821344562    0.1008911731   0.925605282    0.4912435575   0.03087802036  2.164137849    
247      I1         0.6021373378   1.937680794    3.885662293    0.5112211774   0.2239289244   2.908796736    3.024165153    1.094410435    0.7861641783   0.1475647042   0.155539596    0.2394011773   0.2318901906   1.468061015    
248      I1         1.574434238    2.241502952    4.237773043    0.2605007178   0.9310201391   2.389447736    3.17842612     1.335024105    2.455429204    0.1291166391   0.8710900722   0.9651459609   0.2617624237   1.765911824    
249      I1         1.758476031    2.091183159    2.992332302    0.7968582963   0.6953665752   6.001678038    1.847829181    1.596049626    2.1707718      0.09090044399  0.4026246325   0.2261072134   0.448820053    1.467091205    
250      I1         0.6957140961   2.171886984    3.087118066    0.4149177055   0.2877460165   2.025216672    1.626046344    1.724899099    1.557954772    0.05308421007  0.9120284746   0.7622801242   0.3756536661   2.032583231    
251      I1         1.659968719    2.629135782    4.415591986    0.7000810092   0.6438213597   0.1095228706   2.319904806    2.971593543    1.712251941    0.02862124062  0.5800690266   0.2792048372   0.7896340541   0.8779334072   
252      I1         1.488799289    1.623563135    3.443101497    0.5852573008   0.0890321183   2.999869278    1.642919153    2.996596436    1.400116498    0.1164766765   0.9058126936   0.8792833812   0.9262768285   1.061742983    
253      I1         1.212023774    1.222511354    2.581990262    0.04404286758  0.7855111937   3.697353834    2.724764023    2.508765513    0.4869840462   0.0174661163   0.3324437813   0.1827940405   0.5281454615   0.7285223098   
254      I1         1.144801891    1.614103081    4.311366217    0.8487916483   0.4543216541   2.596206367    1.160345849    2.276303189    2.807889658    0.08110155981  0.8861571921   0.3294801577   0.9023544862   1.526397301    
255      I1         0.5702487049   2.543200157    4.324691621    0.1911231965   0.9751072237   6.165109595    1.591318896    1.821997138    0.773047494    0.1242416246   0.9172046298   0.7339666564   0.4329058163   1.838354817    
256      I1         1.428226823    1.213851171    3.54214926     0.8439753187   0.3251547208   7.465637508    2.755057012    2.205163991    0.7005035309   0.04160675816  0.7707050809   0.5833746732   0.192963823    1.883386805    
257      I1         1.361125029    2.547458364    2.983373812    0.8644663599   0.05124040972  2.118319626    2.636583707    2.895857416    1.6990783      0.1076652487   0.447176046    1.131413042    0.5919784978   1.086014277    
258      I1         1.257981942    2.161198875    3.469245654    0.6602045533   0.7707287291   4.286154237    2.65257171     1.980553407    1.213857927    0.07035613676  0.6121200637   0.7507657814   0.7852617269   0.8182763384   
259      I1         1.031569625    1.07842609     3.362561772    0.4094759667   0.5953864639   7.822289279    2.410876968    1.893607026    0.03983749031  0.08996766171  0.5647032707   0.8100140223   0.8501362605   0.8993319248   
260      I1         0.8535962471   1.502985028    3.03564899     0.6948103972   0.9224487796   3.013930012    2.360791691    3.014004926    2.85167027     0.01167305192  0.4887001888   0.6758261287   0.3128551317   1.679340755    
261      I1         0.7724829562   1.914040856    2.752934595    0.9698528934   0.4707808031   5.071982654    3.138695567    3.456802693    2.301877893    0.1330180116   0.3001483717   0.803983036    0.7769914031   1.783621983    
262      I1         1.915915018    1.368306792    3.788768941    0.4191608878   0.15576903     4.217818408    3.448515501    3.340906641    1.634907673    0.1343363818   0.4380698011   0.2162256522   0.4872428755   1.24343199     
263      I1         1.987353195    1.643923416    3.140613029    0.5377850523   0.8833437898   4.727184153    1.959406696    2.558012703    0.7675840782   0.01484563099  0.9779392776   1.05189216     0.2664265345   1.961336396    
264      I1         1.822802265    2.660330014    3.496524632    0.5496203686   0.08592714136  6.895136135    3.28075897     1.481663572    1.199772967    0.1185475238   0.1812863391   0.5961222838   0.1311736282   1.555699418    
265      I1         1.171461564    1.149679854    4.340212492    0.78766895     0.3850713039   8.751343945    1.90589796     3.165056853    1.439557456    1.51054e-05    0.5061690206   0.3452530149   0.04587705933  2.266361519    
266      I1         0.5420655705   2.6877406      3.693600047    0.6421091236   0.4360470655   5.308717337    3.232414968    2.950141632    2.461634426    0.1263313086   0.8724405719   0.2889713852   0.09017622506  2.23635242     
267      I1         1.730353726    2.635292786    4.068233866    0.5249688643   0.3027026087   3.783799195    1.882513269    1.114278104    1.104391186    0.09929096361  0.6622788737   0.5232900657   0.2934740137   1.955394476    
268      I1         1.3490471      1.120258727    2.666142613    0.6890713407   0.5424318474   2.571069128    3.28839053     2.097689552    1.294458446    0.04431446227  0.6045484643   0.6611736173   0.7112637507   0.895418681    
269      I1         1.505239601    1.51774427     4.244486286    0.4476728921   0.3380955784   0.2008739061   2.837037025    1.848369524    1.58014643     0.03710521141  0.9417198656   0.7475864057   0.5865047529   1.267156788    
270      I1         1.583172998    1.629118409    4.08083248     0.7426416074   0.03002443055  0.4383188587   1.914951077    2.711427414    2.624843539    0.09374300543  0.5704730257   1.002901313    0.1495958804   2.196291751    
271      I1         0.9931211435   1.47684756     4.413056666    0.8261550649   0.1952555708   7.772486148    2.218883641    1.298031831    1.134814488    0.06129530733  0.9566732146   1.134553923    0.5178435181   1.53200307     
272      I1         1.340856682    1.206270639    3.151201792    0.2294786622   0.949165208    9.849586199    3.381077879    2.177712024    2.995874713    0.02759367302  0.9715734749   0.314964723    0.7742532263   0.9071467643   
273      I1         0.8884118105   1.322749343    3.703694044    0.7502022129   0.4827215116   3.876418288    2.988478439    1.204925547    1.263788492    0.01428642571  0.4182719554   0.7298615936   0.1280086108   1.899425787    
274      I1         1.738002296    1.509549826    2.757391787    0.989453186    0.9684807231   5.955674479    2.434446248    3.448161694    0.5711883095   0.05944337844  0.7810898679   0.9287936895   0.06026135568  2.189043376    
275      I1         1.107474017    2.186006007    3.771107536    0.4313628953   0.2935083771   1.502057478    2.393861539    3.078306968    1.515475977    0.1362571873   0.2043806205   0.6602524725   0.5982545807   0.784795104    
276      I1         0.3762842491   2.120810807    2.657896966    0.2810816412   0.4242836668   9.301918015    1.079653216    1.024926943    0.4472386942   0.006761099153 0.827271622    0.3476685569   0.2182301887   2.610134942    
277      I1         1.141522265    2.306006852    3.253518959    0.507708016    0.3871736439   3.411606954    1.326716649    1.752707267    2.321944484    0.02823281811  0.03374676109  0.9509356039   0.7081101895   1.505099431    
278      I1         1.783188645    1.487467654    3.246093392    0.1869733362   0.02603853883  7.978424054    3.273656866    2.682615667    2.574276153    0.08357216988  0.8611102106   0.8451018042   0.2072982642   1.723986183    
279      I1         0.3131261282   2.035421557    4.300944502    0.8888690782   0.1505513559   9.33223508     2.473955203    1.123376182    1.482981472    0.02442503688  0.2962104181   0.046464631    0.1795876129   2.297043178    
280      I1         0.7196277594   1.767639995    3.236266154    0.2228202545   0.842247825    5.133200276    1.097642455    1.55805025     0.8071731209   0.05686321091  0.7292037046   0.008649165397 0.5318078018   2.114686133    
281      I1         0.7113794074   1.475532227    2.605669016    0.03961106068  0.8994223175   9.65776003     3.102060641    1.997363397    0.5814530177   0.1499582383   0.9234826504   0.4487767784   0.3505532725   1.904145319    
282      I1         0.9080263691   1.276145037    4.135486143    0.9315443773   0.2340491312   4.019669975    3.345000024    1.195233659    1.289771902    0.06655577807  0.7239746436   0.9822111274   0.05249524187  2.302299265    
283      I1         1.092924469    1.720055247    2.651214515    0.8847277457   0.807958624    5.318249909    1.182338469    3.234941015    1.376794623    0.03485736211  0.4215890459   0.7393816866   0.02946263402  2.520860918    
284      I1         1.908649771    2.422904768    3.920708269    0.3297835083   0.3434151444   2.35856479     3.311063793    3.006776598    2.969691278    0.07990882004  0.02280561979  0.789941181    0.2755765532   0.9666837781   
285      I1         0.3443498047   1.823230549    2.615440332    0.8130420474   0.3414620436   0.9747690129   1.101469934    2.742180263    2.043742134    0.03355698545  0.2445864514   0.5799242426   0.2370172605   2.639896279    
286      I1         1.832347989    1.189323103    4.01903848     0.2257529178   0.5760678983   1.779648702    3.397554594    3.343770872    0.6341572755   0.02566842705  0.2390967845   1.1070157      0.9424454385   0.6888038623   
