%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  recession_b_soil recession_b_karst neg_kge        
168      I1         1.090234516    2.713150076    0.1339379517   2.838477804    1.201612547    0.5472044675   0.1471054828   0.6941519091   0.9514620469   3.561779272    2.384169502    1.670142503    
169      I1         1.108544849    4.371217077    0.9751080515   8.284955499    1.591183241    1.032210426    0.07102518839  0.4644153406   0.7425374525   2.457510616    1.578873349    1.211580316    
170      I1         2.412625696    3.305604417    0.8022584965   6.17371461     3.36549056     1.372994435    0.06648024578  0.821379605    1.072613849    2.999461028    2.648110508    0.4466131634   
171      I1         1.326381695    3.3880327      0.5948640231   6.222284026    3.143089772    1.50666141     0.05147925416  0.8573625138   0.9564499909   2.11842019     2.690714939    0.585891102    
172      I1         1.578950539    2.915427134    0.05864020858  4.678081359    2.3594838      0.3565518354   0.1482598959   0.7399776338   0.9654476454   3.570693744    1.889483371    0.4461909427   
173      I1         2.300285292    3.535459893    0.4721197333   3.858926126    3.163750544    2.045497295    0.04554967447  0.2628825439   0.6245347312   2.173494162    2.822405163    0.3284897238   
174      I1         1.624184373    3.80899276     0.3886177276   6.586008373    1.418313228    0.5579985483   0.01423756624  0.9813130388   0.4796740962   3.913527912    2.708596393    1.817233099    
175      I1         2.345442561    4.349751855    0.4040675495   4.52138942     1.024440164    2.085900255    0.0716988797   0.825294403    0.01602746123  2.010376035    2.760053398    2.143147955    
176      I1         1.179220201    4.453329428    0.8757972593   7.634728321    1.723235656    2.061751914    0.07402688179  0.5184448463   0.7751283965   3.880971168    3.419517098    1.400239889    
177      I1         2.359968719    4.468769744    0.4957952261   6.836530614    1.676479829    0.3179425899   0.03596113809  0.4903436674   0.04627369803  2.461315004    3.549726644    1.402268031    
178      I1         2.401964074    3.278168673    0.9061313741   5.127866693    2.283823583    0.6312536895   0.05008414034  0.3846876517   0.6351481781   2.34534564     2.376559095    0.7592408463   
179      I1         1.136047534    3.430215775    0.6141247422   5.820875969    2.89194969     2.43624943     0.03948204367  0.7224698667   0.4662027682   1.747427183    1.982802297    0.634978055    
180      I1         2.550647614    4.155648467    0.4874378318   4.135522521    2.306169751    1.946378618    0.064201974    0.4277250675   0.8645586848   2.373680428    2.147351808    0.5188909933   
181      I1         2.608649771    3.147787021    0.8615087911   2.249918897    1.991294021    0.0900984373   0.06806531687  0.1719605564   1.14104342     2.238574371    1.543377589    1.135456284    
182      I1         1.792924469    4.291688321    0.8113882099   1.35251921     1.221372547    1.201000777    0.147721456    0.677725256    1.109478188    3.496184663    1.567298584    1.551140596    
183      I1         2.146335508    3.888847421    0.2298275059   9.894516746    2.205922223    0.3920191389   0.05192451004  0.9636320141   0.416226126    2.860049114    3.045757737    0.8657285674   
184      I1         1.572472806    4.299857137    0.3645190706   6.12550125     2.616891224    2.863166606    0.1044387499   0.1355428322   0.3221490155   3.028489387    3.654388852    0.3976793661   
185      I1         1.221286098    4.084743197    0.8265532606   7.860451058    1.04091464     1.320646703    0.05211821586  0.048856968    0.8136364297   2.695547028    1.857288286    1.839612526    
186      I1         1.705887567    4.263533686    0.758768983    8.618729449    3.429298578    2.797646994    0.1082844461   0.2792558501   0.9613199997   3.634825925    1.836681626    0.4303506571   
187      I1         2.557817526    3.825331428    0.03416342229  2.422169915    2.917941484    2.191489839    0.1433397945   0.5933515539   0.8534653479   3.883490008    2.515732315    0.2506547996   
188      I1         2.365250111    4.485577177    0.3780277471   9.558525774    1.884912074    2.592199739    0.1340296483   0.7008029636   0.6606558498   1.637512559    1.557589949    0.7855858521   
189      I1         1.336394339    3.692617075    0.8905910108   9.452573645    1.446415472    1.090107223    0.008682032382 0.8789870336   1.09279643     3.134884051    1.660614061    1.625304634    
190      I1         2.144278275    2.99803649     0.8467527811   8.963357097    2.844325473    0.7488088268   0.1134586863   0.0972415849   0.7575295312   3.709699501    2.564618803    0.530509736    
191      I1         2.010439953    3.607466472    0.6759921798   1.840146175    2.274839424    1.980010656    0.06391649303  0.3255108668   0.4636937283   3.86871641     2.778204597    0.6798295733   
192      I1         1.248941289    3.454900871    0.6441586688   0.2471027414   1.439867681    1.342389208    0.04276484928  0.378626094    0.8709940937   2.15486231     2.749795179    1.377905162    
193      I1         1.954082153    2.867785047    0.4791978633   4.43687179     3.389490057    2.685000627    0.07553646231  0.154634013    0.4046677542   3.259728759    3.315482157    0.2581714351   
194      I1         2.292116285    4.463382181    0.1361219754   5.197905472    1.3349751      1.386626826    0.1266638993   0.05117901095  0.3397771882   1.999556555    2.199858217    1.573439402    
195      I1         1.340152146    3.677499404    0.3028261628   5.673879639    1.025927462    2.506169062    0.08988929137  0.5959057594   0.5751608962   1.565991389    2.34597364     1.551097817    
196      I1         1.781726666    4.036478649    0.2846092456   7.85114876     1.325545665    0.1367172028   0.09019470698  0.1765773355   0.6612759316   2.70080944     2.606236871    1.557933637    
197      I1         1.593689946    3.64820331     0.1926842945   1.697965596    1.280921583    2.967577347    0.09500212468  0.3614751446   0.5537449382   1.894542004    1.538993046    1.340897899    
198      I1         2.278140663    3.014512467    0.2826624194   8.582183393    3.152439904    0.8830090945   0.1239153487   0.4799190219   0.3921685958   1.812531461    1.623078608    0.3953561176   
199      I1         2.679905971    2.805831257    0.4264992985   9.904127015    1.649175722    2.11031589     0.1446931738   0.8971132159   0.2663496328   1.682251849    2.284206808    1.567177471    
200      I1         2.633004722    2.636536642    0.200390285    8.669905264    2.818463437    2.495219492    0.1457168708   0.2501172691   0.5095228022   3.777647408    3.689470258    0.2315996076   
201      I1         2.128226823    4.229627726    0.09433955728  7.675855246    2.574071343    2.220477582    0.1217383955   0.5104855603   0.2932171179   2.637785064    2.582074511    0.288183753    
202      I1         1.428718011    2.517951387    0.5488706548   0.7145979613   1.246293575    0.6116120079   0.01717460347  0.9209559171   0.7003943082   2.588500691    2.719919972    1.94428715     
203      I1         1.495748023    3.20244509     0.3040124925   4.404323695    2.07809845     2.929566737    0.1353119769   0.969472031    0.5333697261   3.242421473    2.533332194    1.070256473    
204      I1         1.023708873    3.772903279    0.2976878525   1.769414299    2.162010487    0.04276918938  0.1108306007   0.1475546986   0.7630594967   3.5999673      3.555838813    0.6355232093   
205      I1         2.601462023    2.617877276    0.6084472201   6.960006401    1.830520305    0.8787482662   0.0973758899   0.5237127343   0.273629339    3.271470652    3.348665752    1.34975126     
206      I1         1.094910471    2.88572284     0.9517507719   4.190495188    2.388953899    1.398754242    0.02342175035  0.09373931706  0.8869827928   3.335780372    2.62380515     1.27391621     
207      I1         1.388119901    3.937053065    0.8413093938   4.698557647    2.146468633    0.4526808568   0.1244140398   0.7507595366   0.3680187485   3.087517598    3.45404766     1.143361195    
208      I1         1.812249205    2.835703771    0.3355167219   9.508499215    1.099904066    2.483840678    0.01960299896  0.2509952774   1.136682478    1.524555403    1.719096167    1.617857815    
209      I1         1.013126128    4.281676341    0.9795937024   4.944730647    2.413884859    2.363411941    0.1173736155   0.7145620714   0.6683250662   1.915676277    2.566745769    1.25346629     
210      I1         1.448248883    4.189910169    0.8520991582   7.118624855    3.30677377     0.3357776212   0.02649632335  0.6060899049   0.1179790071   1.878573182    3.92591883     0.6123159915   
211      I1         2.422002096    4.162871325    0.1987421265   7.206321713    2.444050761    0.2650815191   0.009620750918 0.3882991492   0.2538999338   3.356847082    3.578285755    0.3643266952   
212      I1         2.192923017    2.992132212    0.2724680051   2.553458432    2.888279436    0.5628485174   0.007217440345 0.505416063    0.003997074328 3.585355006    3.036865763    0.3576233612   
213      I1         2.662053355    4.375989962    0.5941336885   3.806226184    1.352014837    0.2491815813   0.09056209869  0.874574618    0.9770522677   2.403911654    2.923156985    1.91266844     
214      I1         1.302137338    2.778420887    0.2580693034   2.852261451    2.677141229    0.7142410113   0.1386638276   0.4595930305   0.4417702031   1.500251757    2.706531143    0.4836732301   
215      I1         1.531302643    2.865786394    0.9440529674   6.009977074    3.035608735    1.568241679    0.004064029231 0.6899033841   0.4926928667   1.927807118    3.506545778    0.7261772585   
216      I1         2.073481817    4.17400561     0.8647982802   8.178379648    3.353508289    1.542572691    0.1378414459   0.8538084713   0.8332434666   2.382452642    2.538278641    0.4731443994   
217      I1         1.315844146    4.185120593    0.2787708775   5.163356792    2.536189101    0.4971133729   0.04158747441  0.2102925261   0.8762577033   3.33019651     1.785609622    0.5032434806   
218      I1         2.511396034    4.409835728    0.1129324671   6.461216928    2.175461232    2.779878487    0.08055438924  0.748562691    0.5789118232   2.521588456    3.82001758     0.6717645356   
219      I1         1.597171496    4.434247581    0.9090711576   2.630568476    3.205502032    2.97861691     0.1094759222   0.6073063686   0.05819895349  2.316191909    1.701100368    0.5596568876   
220      I1         2.570099175    3.281416285    0.3707704154   3.653321701    1.303382478    2.020288247    0.04125053284  0.839459707    0.9269018715   3.764797539    2.677925611    2.113181943    
221      I1         1.048550442    3.356414946    0.7163051823   8.573507468    2.105967358    2.847394459    0.1003988223   0.7117745505   0.03398914591  3.727603137    3.217005558    1.109116818    
222      I1         1.251983061    2.658902       0.06935178189  4.300063791    2.129330124    1.597288604    0.09819502241  0.9269990298   0.4887972655   1.576105191    2.200468813    0.7679842964   
223      I1         1.355868765    3.895301185    0.05466877521  7.017982584    2.83230492     2.059132162    0.005446207663 0.5974711431   0.2575248035   1.848388853    2.025121458    0.4256556169   
224      I1         2.227668383    2.812355381    0.5888620509   8.244461875    1.414761457    2.122820228    0.05756440177  0.455916704    0.6222467991   2.193445969    3.416262672    1.687999543    
225      I1         1.826024947    3.307925728    0.1381446722   4.774681279    1.836978516    0.3071230386   0.04450342873  0.4478988496   0.1960279203   2.032878359    2.299332737    0.7976897402   
226      I1         1.367787761    3.857509225    0.9675446237   3.407560487    2.940634513    1.908977151    0.1396363592   0.4099340675   0.3817076734   3.062383424    3.521839316    1.132239445    
227      I1         1.117570384    2.900110274    0.03187726387  7.737792291    3.262617504    1.163760157    0.02846677406  0.7366998546   0.2319053585   2.661998403    2.303317952    0.5645661569   
228      I1         2.382335925    3.960591709    0.3915069734   2.7769461      2.562013987    0.3263976803   0.01674860846  0.3038452025   0.0628883042   1.607141451    2.370184361    0.272046453    
229      I1         2.475966423    3.878690569    0.08409511252  1.287616446    1.565704583    0.4837980556   0.05584114343  0.6176957088   0.8280642397   3.703571326    3.597471782    1.712103403    
230      I1         2.106987481    3.295103189    0.2380694158   4.892884515    2.974863686    1.79248387     0.1222234057   0.4821320496   0.5999523603   3.321990854    3.564537948    0.2330216921   
231      I1         2.314376697    4.457955617    0.2035802409   1.043329762    1.163049099    0.6844135726   0.05384759867  0.2453856119   0.2181939342   2.593789708    3.947561184    2.044884452    
232      I1         1.988003539    3.109110906    0.437946816    3.740235331    1.11211014     1.080531507    0.1359590119   0.2582845903   0.9025042457   3.286118844    3.919410154    2.103785125    
233      I1         2.34120002     3.520394664    0.5050246263   2.96306762     1.944380043    2.354071449    9.727432544e-05 0.8295657846   0.7967303243   2.04156274     2.584731683    1.062171754    
234      I1         1.487877155    2.833115262    0.8812576073   5.551266989    2.545055544    2.980413429    0.1077480783   0.9281332653   0.3083401322   1.970546969    1.814621556    0.8549517359   
235      I1         2.631563387    4.24155949     0.1048459823   8.89132431     3.376384291    0.1600413116   0.01556936816  0.890042933    1.024957354    1.977020677    3.446224952    0.3748001382   
236      I1         2.687353195    2.751589613    0.4907157296   6.151271188    1.598984007    2.621619377    0.04800539459  0.05638665844  0.2675923488   3.804718199    2.640848926    1.64846859     
237      I1         1.440934608    2.980463531    0.5148475791   9.290806578    1.498037827    0.8916733069   0.01494135697  0.2209878989   0.3450010903   3.749697544    3.400808419    1.410749991    
238      I1         2.440831827    3.172312953    0.1775178019   1.887791865    1.12836244     2.16871945     0.1095678026   0.08539596779  0.05270161696  2.883924346    3.709297125    2.14681694     
239      I1         2.104016156    3.137700111    0.07914671067  5.495130571    1.971929697    1.282237018    0.1272246371   0.03738653241  0.4334991344   3.651943986    2.117642554    0.6339344297   
240      I1         1.480591073    3.435141085    0.04564759294  2.119467852    2.152339422    0.7290587259   0.001589149301 0.3461790545   0.638686548    2.672602279    3.432289712    0.5117948645   
241      I1         1.257062834    2.676093945    0.9323433641   6.530355773    1.27487813     0.8296961844   0.01636706472  0.1180206052   0.08236969445  2.558665518    3.324946073    1.816242683    
242      I1         1.975950592    2.554657491    0.4627937077   0.7461396      3.046993742    0.1771806423   0.01513097557  0.03185427192  0.6953609696   2.100007953    2.035819414    0.3222886144   
243      I1         2.065941496    3.748178647    0.1464908311   8.262434052    1.309136601    0.7377280649   0.1307055672   0.979502498    0.4375631096   3.953383113    3.064505056    2.027903576    
244      I1         2.383075573    4.202669299    0.7011329494   3.026589051    3.452431817    1.750631578    0.1230513002   0.7315527128   0.8388533629   1.702476324    3.122446137    0.3367310903   
245      I1         1.83489634     3.671081187    0.545684043    0.2099850582   3.209174965    1.064937181    0.01883403802  0.1802520363   0.7498767539   1.791101938    3.915841451    0.3629162403   
246      I1         1.219434217    3.575342183    0.1643526112   3.171506859    2.855610018    0.6028517103   0.14691093     0.957564639    0.07019446308  2.836103255    2.989192465    1.058583617    
247      I1         1.467501262    4.027521548    0.7444982186   6.810519594    2.514174748    0.3428430264   0.01336043329  0.8486351142   0.4583132736   2.541401949    3.832026895    0.8800131321   
248      I1         1.892182611    2.629395046    0.680704075    9.796473107    1.796412673    0.3706228277   0.1122863934   0.6540110814   0.7834017063   2.547674662    2.049407383    1.141064886    
249      I1         1.209466336    3.222474213    0.3318330314   5.279880397    2.797769219    2.37943692     0.06174915419  0.3359543315   0.2281261947   2.831813667    2.153232827    0.4658287511   
250      I1         1.399648779    3.871192114    0.1820892142   2.197027371    2.072164906    2.525969756    0.1164302559   0.8230095592   0.5831597623   3.00700814     2.877947245    0.7381045788   
251      I1         1.957981942    4.309644018    0.2884011027   2.233874507    1.845566438    1.996634237    0.07009086117  0.4300619986   0.0290488263   3.612544896    1.63364522     0.8604941143   
252      I1         1.66579508     4.487912498    0.05017522815  1.81257532     2.834014717    0.5289672612   0.1407000014   0.05280713151  0.5642538081   2.296236418    2.075640478    0.6383726937   
253      I1         2.218732135    2.623863145    0.6190188693   6.886137169    3.169636811    0.9842361992   0.1393489929   0.6874271771   1.075097134    1.95989455     2.99666919     0.2820432425   
254      I1         2.205239601    4.000328189    0.2332132392   1.929713924    2.358244509    1.581287851    0.09260548561  0.3520808461   0.2619837604   3.301266829    3.009262072    0.3591945833   
255      I1         1.905255055    3.801300663    0.8684441726   5.011605948    1.047151721    1.019835721    0.008074676689 0.6699727544   0.5599293088   3.977352255    1.932567769    2.204635854    
256      I1         1.262511647    3.975416801    0.9286045323   1.070356368    2.264316737    0.5726606654   0.1157933329   0.5035974003   0.5394998615   3.365084149    3.746924162    1.312433521    
257      I1         2.698319731    2.971723814    0.9117041212   8.695301592    1.456786115    1.42469947     0.006661763675 0.3638671892   0.02112917595  2.181274501    1.864242833    1.889046985    
258      I1         1.841522265    3.091747092    0.5696627217   1.879921363    1.654667201    2.880275581    0.0104070018   0.7066845909   0.5259355458   1.840079246    1.734718704    1.199289854    
259      I1         1.75919981     3.196216434    0.6236486632   3.366227821    2.928542875    0.3859473957   0.1254326409   0.3963377564   0.1618954136   2.746285616    3.24479328     0.363544941    
260      I1         1.472482956    2.718925771    0.4643679895   3.330466053    1.150951853    1.452736487    0.1334386651   0.06459553348  0.1279729862   1.817760293    3.884794836    1.502320977    
261      I1         1.798367723    3.269857454    0.4302310682   7.597962029    3.319114535    2.318685694    0.1146199713   0.1606138832   0.7699106182   2.265532636    1.510141741    0.4745705551   
262      I1         1.871461564    4.009210003    0.988718817    9.711192326    2.803990828    0.275915598    0.01787790468  0.7041448014   0.8080638836   3.829600009    1.653515407    0.9518395814   
263      I1         2.122242053    2.599698232    0.7574143314   9.217650397    3.234140563    2.611092566    0.08465261809  0.499934174    0.5499109481   1.617774644    1.921942012    0.2982110421   
264      I1         2.653548078    4.068421291    0.1690601992   4.073278636    3.462008224    1.708099144    0.03456908868  0.6169730306   0.6490479106   1.738107095    3.297258205    0.4872243306   
265      I1         1.566175135    3.478475825    0.892462806    6.992921713    2.193889339    1.911851559    0.09989284946  0.3569436783   0.2221150528   1.511312172    3.328218797    0.6648612589   
266      I1         1.844801891    2.737313426    0.8200926539   5.085836127    1.343599194    0.8626902762   0.1025962466   0.4346850625   0.2383789642   1.754837384    2.278413824    1.671334108    
267      I1         1.5563423      4.493602656    0.7784345942   4.573291518    1.994259935    1.510356688    0.06925048718  0.07731252885  0.1228446193   2.301759968    2.51672887     0.7743241718   
268      I1         1.511466075    3.55773209     0.4092313068   3.367361355    1.608363807    2.204837447    0.09683683881  0.9441656315   0.6935086781   2.981268504    1.999025632    1.418257481    
269      I1         2.061125029    3.783744893    0.4518221431   1.144788363    1.861005307    1.719654947    0.03690582583  0.8921790215   1.00991587     3.501662492    2.964820774    1.257696881    
270      I1         1.293718556    4.217247809    0.6766322016   9.154519875    1.193691687    0.3600978332   0.1206360834   0.5818888578   0.1471440601   2.267521596    2.103779759    1.672924412    
271      I1         1.653795976    3.901700714    0.3239003841   7.373662739    2.861131824    2.931356019    0.001260128134 0.8039015798   0.7300817498   3.847715586    3.499071427    0.5314090304   
272      I1         1.553596247    4.405322966    0.9848929533   3.167342921    2.297200661    0.05316545939  0.07995046568  0.7553280167   0.3592171622   2.11303026     2.445521776    0.9231313555   
273      I1         1.535269781    4.169463359    0.5576689306   1.584028923    2.371240352    2.387401229    0.04889808707  0.9728938665   0.7346563518   2.986356122    3.378362556    0.9885390103   
274      I1         1.321814661    3.506979987    0.791639623    7.577552967    1.758632794    2.42293958     0.06661468354  0.4663739615   0.2871249423   3.552480028    2.051776523    1.208850026    
275      I1         1.693121143    2.699058015    0.8066091071   2.652348399    3.175876488    0.07826459706  0.02276182423  0.9537770543   0.5442120328   2.504759799    2.556242312    0.8428151616   
276      I1         2.308771412    3.834027363    0.1177187429   9.581427455    2.25796207     0.8358146397   0.0991543026   0.6809743128   0.6119270564   2.851692664    2.829024408    0.5322951628   
277      I1         1.185922271    2.731863508    0.7211783123   0.3255666208   2.998655887    0.2336984371   0.08255454558  0.2809746782   0.5139948552   3.620465649    1.505367831    0.8356033642   
278      I1         2.120646476    3.25755696     0.641496781    7.989055411    2.642199533    2.34008766     0.06873411431  0.08918881422  0.4485554708   2.278563973    2.454628136    0.2536049216   
279      I1         2.167821931    3.316462098    0.1263474312   7.228198565    1.065689614    0.207265161    0.08606677491  0.6026312435   0.02472143555  1.570667229    2.668102157    1.973962824    
280      I1         1.996228928    2.58569609     0.9375802072   3.057794173    3.224587603    2.543233006    0.1166984814   0.184581916    0.1675310482   3.818980411    2.92601836     0.8154851673   
281      I1         1.752531105    3.643957664    0.02875644145  1.014452211    2.500565311    1.484701313    0.02213761153  0.02130646738  0.9076000425   2.78657566     2.272722135    0.4834325999   
282      I1         2.532347989    3.916633348    0.6623060668   9.943839777    2.628419032    2.019271186    0.04626192783  0.03597498394  0.8222803618   3.194795618    2.950273407    0.2692498793   
283      I1         1.130485142    4.35731709     0.7768227551   5.943912963    3.338747583    1.621749119    0.07313301848  0.5177328899   0.9736557726   2.959293187    3.939167665    0.7596637024   
284      I1         1.724984263    3.344407996    0.6365670813   4.629631173    2.789223225    2.530075828    0.0696907222   0.1088221765   0.2358858005   2.650384068    2.940588449    0.3040636261   
285      I1         1.51928575     3.754640545    0.6295473542   0.7804949908   2.30967844     2.873852       0.06741865871  0.5649607762   0.9913975585   2.468429872    3.66059625     0.586353412    
286      I1         2.047496987    3.998650508    0.2134344194   6.769619037    2.989464185    2.452882764    0.0399658779   0.811409295    0.3301457229   2.447720182    2.895405003    0.2511741179   
287      I1         2.42488636     4.076230638    0.8975694465   0.9466208609   1.803966125    1.104831343    0.07244753378  0.1326695454   1.081416069    2.365140093    1.845073107    1.249360484    
288      I1         1.270248705    3.028138083    0.03702500014  2.891925863    3.104595831    1.55159541     0.0122890695   0.01071378709  0.1826434824   3.837801735    1.830222037    0.6332062203   
289      I1         2.390483718    3.120052013    0.4607081312   8.936535391    2.329722501    1.154936342    0.02160996852  0.7906521886   0.7206366733   3.626636388    1.670022052    0.7204314945   
290      I1         1.54149263     3.141666179    0.01532336792  9.850765605    1.63169216     0.1946785742   0.08510793925  0.9488234192   0.1581557047   1.708796813    1.97103384     1.260173144    
291      I1         1.882398971    3.620247636    0.2512428279   4.265448546    2.334074611    0.002885718371 0.08843731219  0.4956587046   0.9345297818   1.907083948    1.933643957    0.3461222334   
292      I1         1.785592975    3.338107622    0.1203424319   4.609512709    2.732005404    1.144369178    0.1339448981   0.3918594668   0.9865431024   3.23060423     2.545211239    0.3499555677   
293      I1         1.726046435    2.772620829    0.833652634    8.13697614     2.558247824    0.1025208663   0.0008552778441 0.3137638468   0.4463084077   1.883673468    2.428038261    0.4814590903   
294      I1         1.58841181     4.300621351    0.8099838296   1.104796521    1.381958552    1.498324586    0.1420849411   0.7722560863   0.1758094425   3.367858105    3.737770687    1.862041922    
295      I1         1.160359321    2.857393439    0.7967770558   6.382399742    1.185849929    0.5833989916   0.07377807014  0.6394741458   0.0955760969   3.462263081    3.172421398    1.987740475    
296      I1         1.08303467     3.330417623    0.04744972561  3.234673667    3.482214741    2.252916831    0.05710600213  0.151243955    0.6282013953   2.330636541    3.25595854     0.6766486875   
297      I1         2.231535246    4.105508484    0.3373714494   5.302236487    2.689011606    0.6798772637   0.056350559    0.3006778121   0.155691122    3.425661504    3.77045738     0.2580822638   
298      I1         1.446126842    3.403105877    0.2183917883   9.03470731     2.486688177    2.288660339    0.004779192958 0.2316624787   0.9201719565   2.020280804    3.761178305    0.4275934997   
299      I1         1.105703563    3.818600949    0.5854480101   2.073629794    2.187171299    1.578399193    0.02763311256  0.1113230928   0.2099321565   1.795467416    3.374895199    0.6748838026   
300      I1         2.673053607    3.6313376      0.3102496721   5.530253552    2.465852426    1.334627821    0.02044852274  0.6736706257   0.07279789321  3.523474271    3.631148944    0.5269151298   
301      I1         2.542592593    2.537037037    0.5            6.15           2.990740741    2.944444444    0.075          0.006111111111 1.138925926    3.861111111    2.317901235    0.214966872    
302      I1         2.353703704    4.487654321    0.5362962963   4.683333333    3.083333333    2.944444444    0.08611111111  0.6538888889   0.02122222222  2.37962963     1.515432099    0.3138842546   
303      I1         2.122839506    2.512345679    0.5362962963   6.883333333    2.805555556    2.166666667    0.075          0.3361111111   0.7852222222   2.287037037    3.953703704    0.2397518324   
304      I1         2.038888889    2.537037037    0.5483950617   3.95           2.805555556    1.055555556    0.05277777778  0.3483333333   0.007074074074 1.515432099    2.75           0.280502404    
305      I1         2.668518519    3.796296296    0.3548148148   7.983333333    2.867283951    2.981481481    0.1027777778   0.385          1.124777778    3.984567901    2.37962963     0.2366325093   
306      I1         2.47962963     2.907407407    0.5725925926   6.883333333    2.959876543    2.722222222    0.1027777778   0.006111111111 1.124777778    3.182098765    3.953703704    0.1977637768   
307      I1         2.038888889    4.462962963    0.3427160494   9.816666667    3.083333333    2.388888889    0.08611111111  0.6538888889   1.124777778    2.657407407    3.984567901    0.2739091021   
308      I1         2.353703704    2.512345679    0.5            5.783333333    2.990740741    2.981481481    0.1138888889   0.495          1.138925926    3.305555556    1.546296296    0.1860038767   
309      I1         2.47962963     3.12962963     0.01604938272  7.983333333    2.990740741    2.944444444    0.1027777778   0.5683333333   0.02122222222  3.984567901    1.515432099    0.2451054879   
310      I1         2.605555556    2.512345679    0.6088888889   5.05           3.083333333    1.944444444    0.075          0.3361111111   1.124777778    3.12037037     1.515432099    0.177580892    
311      I1         2.689506173    2.537037037    0.3548148148   5.05           2.836419753    0.9814814815   0.08611111111  0.275          0.02122222222  3.583333333    1.546296296    0.1814114287   
312      I1         2.668518519    2.537037037    0.3911111111   5.416666667    2.836419753    1.944444444    0.08611111111  0.3483333333   0.02122222222  3.151234568    2.317901235    0.1860139806   
313      I1         2.353703704    2.537037037    0.5            6.15           3.484567901    1.611111111    0.09722222222  0.165          1.124777778    3.984567901    1.515432099    0.2134485017   
314      I1         2.47962963     2.537037037    0.5725925926   4.316666667    2.990740741    0.9444444444   0.05277777778  0.055          1.138925926    3.182098765    1.762345679    0.1782746385   
315      I1         2.164814815    2.907407407    0.6572839506   4.683333333    3.083333333    0.9444444444   0.05833333333  0.495          1.138925926    2.37962963     1.515432099    0.2250177287   
316      I1         2.605555556    2.981481481    0.3911111111   6.761111111    2.805555556    1.388888889    0.1009259259   0.165          0.007074074074 3.212962963    3.953703704    0.2121032429   
317      I1         2.542592593    2.537037037    0.5483950617   6.761111111    2.867283951    1.944444444    0.06944444444  0.1283333333   1.124777778    3.212962963    2.935185185    0.1962233789   
318      I1         2.689506173    2.537037037    0.3548148148   3.95           2.805555556    2.944444444    0.1027777778   0.3238888889   0.3183333333   3.675925926    1.515432099    0.1835832908   
319      I1         2.542592593    2.512345679    0.5            4.683333333    2.990740741    1.944444444    0.1009259259   0.275          0.3607777778   3.490740741    1.515432099    0.1714652892   
320      I1         2.605555556    2.512345679    0.4637037037   5.783333333    2.990740741    2.722222222    0.06944444444  0.4583333333   0.3607777778   3.151234568    1.515432099    0.1661691489   
321      I1         2.689506173    2.512345679    0.3911111111   6.883333333    3.083333333    2.055555556    0.1027777778   0.4583333333   0.3607777778   3.583333333    1.515432099    0.1666057471   
322      I1         2.47962963     2.512345679    0.3911111111   7.983333333    3.268518519    2.944444444    0.1027777778   0.4461111111   0.02122222222  3.675925926    1.515432099    0.1790360599   
323      I1         2.47962963     3.154320988    0.01604938272  6.883333333    2.805555556    2.944444444    0.1027777778   0.5316666667   0.1061111111   3.212962963    3.984567901    0.2108956494   
324      I1         2.353703704    2.537037037    0.3911111111   6.761111111    2.805555556    2.981481481    0.1138888889   0.3238888889   0.02122222222  3.490740741    3.12037037     0.2049937687   
325      I1         2.521604938    3.12962963     0.02814814815  8.716666667    3.453703704    0.9444444444   0.04722222222  0.165          0.02122222222  3.984567901    3.984567901    0.3238870861   
326      I1         2.227777778    3.12962963     0.01604938272  7.616666667    2.898148148    0.9444444444   0.06944444444  0.6538888889   0.3607777778   2.348765432    3.953703704    0.2450850942   
327      I1         2.47962963     2.512345679    0.4637037037   7.983333333    3.052469136    1.944444444    0.09722222222  0.495          0.3607777778   3.12037037     2.348765432    0.1868154296   
328      I1         2.038888889    2.611111111    0.3427160494   6.883333333    2.805555556    2.981481481    0.09722222222  0.6538888889   1.124777778    2.657407407    2.935185185    0.2451315889   
329      I1         2.122839506    4.462962963    0.7177777778   6.883333333    2.712962963    2.166666667    0.002777777778 0.006111111111 1.124777778    1.515432099    2.287037037    0.2670965209   
330      I1         2.47962963     3.203703704    0.6451851852   6.761111111    3.083333333    2.944444444    0.03055555556  0.006111111111 1.124777778    3.305555556    1.515432099    0.2152274674   
331      I1         2.101851852    3.203703704    0.3427160494   9.816666667    3.484567901    2.944444444    0.09722222222  0.6416666667   1.124777778    3.151234568    2.37962963     0.2553303496   
332      I1         2.14382716     4.487654321    0.02814814815  7.983333333    3.083333333    0.8333333333   0.06944444444  0.7883333333   0.3607777778   1.515432099    3.212962963    0.3357127848   
333      I1         2.521604938    3.154320988    0.1007407407   9.816666667    3.083333333    2.055555556    0.09722222222  0.495          0.02122222222  3.675925926    3.984567901    0.2119326308   
334      I1         2.500617284    3.12962963     0.3427160494   7.616666667    2.898148148    2.055555556    0.1416666667   0.5316666667   0.02122222222  2.842592593    3.984567901    0.1947759169   
335      I1         2.668518519    4.462962963    0.3427160494   6.883333333    2.959876543    0.6111111111   0.1027777778   0.01833333333  1.124777778    3.953703704    3.984567901    0.2844707537   
