%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  wp_soil        wp_soil_sigma  neg_kge        
136      I1         0.7357388406   1.442057733    2.710066259    0.2626567102   0.3414620436   6.266903658    1.988513382    2.630120508    0.6741487004   0.1491861014   0.518489786    0.1351302693   59.31102893    90.23705787    1.504455187    
137      I1         0.3052678245   2.035421557    3.653744343    0.5763089343   0.3045696348   4.45813412     2.375909093    2.148916167    1.564860849    0.04605129576  0.1173897047   0.668989962    75.16530363    141.216653     1.724219902    
138      I1         0.4175703839   2.306006852    4.264413472    0.6702249147   0.172586491    2.777260348    2.982602896    2.035187039    2.029131928    0.01214857946  0.539572615    0.02426705088  11.09471989    71.49108139    1.948219611    
139      I1         1.459552999    1.061946202    3.178457219    0.6646589952   0.9023741      1.941395209    3.341203918    2.476331397    0.2804515957   0.01906561759  0.8624352693   0.6665248379   136.6444711    18.48932079    1.636080415    
140      I1         0.6677877611   2.407301197    3.287586518    0.8261550649   0.7373991272   7.375963574    1.80008991     2.763348196    0.7516359747   0.07477713693  0.7438315724   1.034462462    254.9539185    122.7815386    1.968172331    
141      I1         0.8789505393   1.206270639    4.454172702    0.02456168552  0.6568343862   3.411606954    1.317125486    2.812112862    2.257492009    0.09402362454  0.5061690206   0.3476685569   158.6159576    42.97950356    1.990818314    
142      I1         0.408544849    2.470183567    3.21120112     0.07396129374  0.836560833    3.013930012    1.814968118    2.242980294    0.7214708024   0.1200997495   0.8670302222   0.3180429239   284.6016298    50.57585071    2.021241905    
143      I1         0.4240566145   1.034365161    2.93227432     0.9105767505   0.8887746462   1.502057478    2.214667896    2.824418855    0.6858213624   0.07305322574  0.6277035042   0.8990574732   173.6939789    111.812141     2.479521284    
144      I1         0.5783994492   2.208117891    4.166435226    0.04631572826  0.1849948652   2.571069128    2.473955203    2.635278735    2.455429204    0.06655577807  0.1278751251   0.697671436    26.77261333    35.25254544    0.7440802857   
145      I1         0.5702487049   2.538197415    3.506186554    0.4782339761   0.4827215116   8.62880349     1.409865042    1.585006259    0.833782401    0.03121684823  0.6909381389   0.9049074618   214.6725768    141.7284489    1.98265319     
146      I1         1.815934321    2.422904768    2.778552717    0.3334357705   0.6270359666   2.999869278    3.479283269    1.332235892    1.294458446    0.1181960738   0.3234121469   0.06526305084  167.2117823    53.76992969    1.741958767    
147      I1         1.288003539    1.867335465    2.824612651    0.4033144509   0.2602711335   3.177402617    2.598481492    3.024064407    1.47710421     0.03343537308  0.9058126936   0.2419145556   260.960104     5.263382273    1.638761485    
148      I1         0.5144262091   2.165513297    3.060427032    0.2137834302   0.7289337692   9.719304767    1.340808712    1.225224278    2.708681981    0.1228632358   0.6195440022   0.2305507164   265.4972277    38.41727018    2.085497472    
149      I1         0.8114660747   1.794869922    3.34417956     0.3374150785   0.5429176497   2.596206367    1.546078346    2.508765513    2.935511844    0.08160294685  0.2773856499   0.1442289215   250.9105551    60.47134362    1.90505596     
150      I1         1.296228928    1.527044211    3.168104999    0.8487916483   0.2751800928   5.682692331    2.005978744    1.676098353    1.515475977    0.1045452884   0.3105458958   0.9157436594   190.1951118    63.71300284    1.724006607    
151      I1         0.8066862593   2.103964652    2.581990262    0.06021600091  0.8928641198   8.158161341    3.411552897    2.661461078    1.685981404    0.1185475238   0.4295537466   1.072461806    124.9916444    27.39985995    1.589954071    
152      I1         1.860860465    2.186006007    4.145470396    0.1033801179   0.6515158266   7.310678901    1.14470054     1.811590931    2.744575367    0.06129530733  0.4380698011   0.9213707589   23.83157799    36.46366363    2.157207844    
153      I1         0.4689079693   1.914040856    3.100025495    0.179527658    0.9848527638   4.365068302    1.741723812    2.841516475    0.1141514137   0.04343039805  0.5107380099   1.047264785    51.91457539    113.3024396    1.520198386    
154      I1         1.751218561    2.689725624    4.360787384    0.2011009297   0.4931008605   5.318249909    1.599352301    1.419699664    0.07604404791  0.1044228546   0.289298354    0.3565176298   248.8983912    123.6793416    2.046405628    
155      I1         1.216061424    2.673454282    3.929824668    0.4844471541   0.653742217    1.149210547    2.787656451    2.359493885    1.671954314    0.04810559809  0.1414861611   1.078614063    266.3939641    44.57491356    1.835879826    
156      I1         0.3177406747   2.23575481     4.460416691    0.9698528934   0.827400762    9.035347113    1.780841718    2.971593543    2.503795788    0.05129799191  0.752229739    0.1920715192   21.27997369    46.59377482    2.350449897    
157      I1         1.933004722    1.201716412    3.349998568    0.6465402684   0.2239289244   9.767570232    2.636583707    3.382472829    0.09090039181  0.09894291538  0.341021806    0.6568268225   37.09396781    33.08702514    1.612513912    
158      I1         1.771193562    1.328667274    3.868783827    0.768180211    0.1081480773   6.903781316    1.591318896    3.143017965    2.683134435    0.0174661163   0.4139036508   0.09487647746  35.21871796    144.9390921    2.061812642    
159      I1         1.775966423    1.423331016    2.948627563    0.03961106068  0.2819903394   3.090635965    1.132762913    2.558012703    1.9830616      0.1114108249   0.5723086485   0.1124067808   231.6697997    114.548117     2.093656995    
160      I1         1.052531105    1.368306792    3.27268924     0.3140481537   0.6290082472   5.08417707     3.128904574    2.581485745    1.58014643     0.07254502729  0.1926479054   0.676565623    54.38454052    148.7993811    1.176059256    
161      I1         1.783188645    2.013724513    3.164319841    0.4961993767   0.08592714136  5.787673809    2.076376343    2.735927215    0.3215827732   0.03249376441  0.3501311226   0.8274860774   33.9355567     134.1646016    1.573134342    
162      I1         0.3949104709   2.397986451    2.576428011    0.8496504772   0.05394717492  4.846555464    2.795801305    1.262906097    0.0002912862599 0.01875188768  0.668203699    0.6611736173   181.861686     17.87857142    2.197080407    
163      I1         1.908649771    1.496423881    3.732907637    0.08532162429  0.7761797963   4.563016676    2.859344672    2.097689552    0.851993981    0.0227143909   0.3871849257   0.046464631    133.1956229    100.4043163    1.752650594    
164      I1         1.23714383     1.063528064    2.651214515    0.4223373309   0.7516442785   7.772486148    2.108004096    3.186761642    2.821344562    0.04087647007  0.8175570273   0.7772470355   132.9925108    37.51297397    1.693358537    
165      I1         1.340856682    1.437335597    3.217801873    0.1861942359   0.622309483    5.133200276    1.921338824    3.48587076     0.8071731209   0.1137279516   0.4989811455   0.03236872587  244.4112871    110.0779       1.725311468    
166      I1         0.8563423004   2.06095185     2.702744019    0.3476104215   0.1685791455   8.296674237    1.607700684    1.315299118    2.085681477    0.08410782187  0.2445864514   0.6457519393   46.66769464    4.857287427    1.863878918    
167      I1         1.764753117    2.024418459    3.64216882     0.2345873294   0.1117894441   5.877084206    2.898298667    2.996596436    2.293868333    0.1246364786   0.5178765431   0.5799242426   20.39961298    34.1626029     1.37654342     
168      I1         0.9537959759   1.823230549    3.778708329    0.2175845276   0.6889461185   3.042521913    1.882513269    1.060414952    0.7393197364   0.08294121817  0.4224313246   0.05852071735  270.3556453    74.34480727    1.950189247    
169      I1         0.7856290043   1.116056146    3.571354347    0.1586357021   0.367962828    7.822289279    2.768950355    1.645028268    0.1837551389   0.08887611026  0.7810898679   0.4022839764   93.27129117    70.0259498     1.733319326    
170      I1         1.434442838    1.654378836    3.27858566     0.7599331456   0.9713532722   6.763594913    1.819137968    1.361768094    2.922992633    0.03858081831  0.5647032707   0.2010691978   224.7427813    126.878058     1.758547567    
171      I1         1.244751552    2.204138346    3.024145158    0.78766895     0.2877460165   1.323055332    2.017939144    3.030054494    0.1523532814   0.1106680755   0.3397348111   0.6197034382   204.9333699    28.40955437    1.726678193    
172      I1         1.973053607    1.995419009    2.863239585    0.5353698492   0.4617170534   3.991173488    3.489893899    2.372001712    1.00504669     0.09090044399  0.08676208221  0.3908779826   166.8614894    129.9863922    1.661846194    
173      I1         1.117992494    1.371707752    2.906036344    0.4686115266   0.3931840479   4.727184153    1.212281635    2.196103292    0.3916544408   0.04288900705  0.8398663657   0.1540269885   148.7536415    80.79052007    2.146692847    
174      I1         0.8971714963   1.090187553    3.721320857    0.6948103972   0.4273640679   2.946877912    2.301125446    1.090845919    1.943815321    0.01004592647  0.1670890368   0.5961222838   182.6677368    83.63260321    1.863481632    
175      I1         1.636678545    1.887784017    4.116854075    0.4393065005   0.8014879318   4.310346469    2.525981301    1.862549122    0.8227041851   0.1371659587   0.5872493791   0.9196338404   211.6268489    41.07452438    1.899538001    
176      I1         0.551983061    1.248939516    3.742895652    0.128473036    0.6961344583   6.710055755    2.581542838    1.485167692    1.601903289    0.1023025485   0.5415207722   0.885941132    63.74393533    22.67753347    1.9351029      
177      I1         1.151278613    2.381482366    3.537894867    0.4832078674   0.3632845532   3.251303546    3.037056762    1.004215911    2.470229952    0.1322142796   0.6012892504   1.119814831    7.535643966    105.5159888    1.343380692    
178      I1         1.107474017    2.413440626    3.236266154    0.7102397642   0.8969460614   8.264963864    2.677983351    2.890309826    1.089597189    0.05308421007  0.03841002418  1.094542369    89.25360826    74.99233146    1.359699904    
179      I1         0.9080263691   1.084743497    3.824234156    0.1241161824   0.9267890524   5.190489881    1.500558745    2.211916722    1.400116498    0.03426764579  0.5897202163   1.041736039    217.7158358    102.5936758    1.994922382    
180      I1         1.254082153    1.046458867    3.703694044    0.8847277457   0.3617422335   2.837997409    1.101469934    2.614833702    2.768704273    0.0218276206   0.8439349819   0.692452883    8.859941129    87.82544053    2.181532811    
181      I1         0.9314794921   2.488531847    3.819235255    0.1156888522   0.2666295428   7.516776562    3.368082352    1.582097928    2.097161762    0.1010834324   0.5262936655   1.016197314    112.4611217    24.4993419     1.839597418    
182      I1         0.6996487793   1.276145037    4.154857191    0.7262102806   0.5611679837   5.484717207    3.440100491    3.384256645    1.570555917    0.138283092    0.8033464292   0.2037311907   242.8550822    40.49709771    2.006677077    
183      I1         1.131380639    1.487285369    4.012869763    0.1911231965   0.04071712417  7.952141837    2.342573154    2.87656138     1.6990783      0.1026995122   0.02665023942  0.3668133987   17.98760071    64.56759686    1.107133348    
184      I1         0.3677524232   2.607205399    3.469245654    0.3240121076   0.2317561964   7.990311883    3.345000024    2.651543135    2.321944484    0.1362571873   0.155539596    0.7298615936   94.8178207     25.22182849    1.186309492    
185      I1         1.622287052    2.318754595    3.752344211    0.2398713653   0.5982216018   1.231381987    1.712747488    2.00085292     1.64450627     0.03197270155  0.2185035031   0.6602524725   128.5137129    76.45790318    1.917188624    
186      I1         0.6401521459   1.661443372    2.797400905    0.3637232882   0.9527122088   1.447753494    1.576151478    1.848369524    2.002682596    0.1428582701   0.5236724447   0.7921474845   194.5091834    138.96477      1.780703486    
187      I1         0.6501714999   2.35817213     3.314757769    0.941346387    0.4965381045   1.857627286    3.205029226    3.094863092    2.461634426    0.06028558794  0.04361572623  0.8218045743   86.7777593     142.6629485    2.022965248    
188      I1         0.9870801418   2.432352504    3.979006456    0.5788593947   0.01337837752  9.006293536    3.138695567    2.080113807    1.530561141    0.1001235862   0.909397407    0.5949534802   91.65591644    106.4893537    1.81059782     
189      I1         1.081726666    1.67081122     2.605669016    0.6817590328   0.2052308283   7.331916469    1.930685724    1.792332947    0.2625193192   0.1336561882   0.1307679266   0.8792833812   83.24764192    123.3669793    1.49048102     
190      I1         1.962053355    1.400965242    2.563463878    0.1646286199   0.02848347457  1.905774743    1.865408501    2.341144695    0.5020564354   0.07590941373  0.01717752512  0.6272877377   276.1167667    143.8107672    1.887665387    
191      I1         0.5570628343   1.029610094    3.075562603    0.2528676024   0.3128979224   4.715888998    1.184937914    3.139612559    1.662691566    0.04370925764  0.3806754829   1.0737144      48.07821531    9.721964896    2.004406129    
192      I1         1.076181637    1.010688332    2.804628639    0.6558531331   0.3148766168   1.373626406    3.210067409    1.531041733    2.898402223    0.07903607371  0.1865294005   0.09719628331  222.2282293    112.6733758    1.623971238    
193      I1         0.5303073602   2.564005466    3.910475407    0.7522225039   0.3741075441   5.618450393    2.332507761    1.281118921    2.1707718      0.1358878523   0.6246113314   0.4341630877   41.90645623    55.18052404    1.960478794    
194      I1         1.608771412    1.919140271    3.885662293    0.2810816412   0.5132588444   6.953071345    3.388996575    3.300972205    1.076872447    0.1165262047   0.6953595818   0.4217274839   4.928485938    67.24477878    1.564763552    
195      I1         1.72488636     2.27527896     3.014647514    0.9844407052   0.1201212604   7.03016898     3.093389063    2.063953377    2.662476514    0.06351993109  0.8710900722   0.0743784755   203.9530179    70.60839691    1.692359395    
196      I1         1.628908169    1.386281804    4.421940351    0.4085227492   0.04916239375  7.585434032    3.147121145    2.907393981    2.582573567    0.0854542716   0.8748816616   0.8147151683   39.70797307    137.6015397    1.721181885    
197      I1         1.420646476    1.941346502    2.85479035     0.7860742005   0.4105007558   8.13962312     2.910332854    2.52179607     1.859912751    0.1220759204   0.1712968366   0.5248224755   149.9520282    143.3670324    1.431543904    
198      I1         0.719191177    2.095049203    3.805383155    0.2578996488   0.6425564559   3.745943433    1.499940044    1.274803476    2.050789807    0.03710521141  0.2062493005   0.6758261287   225.5437316    130.3861195    2.02841422     
199      I1         1.822802265    1.109985789    2.925289364    0.4094759667   0.3221937678   5.220264853    3.322483215    2.701188449    0.4238099832   0.09788967312  0.9659103954   0.9438602334   45.27958092    39.23997776    1.719518171    
200      I1         1.811396034    2.629135782    3.860473881    0.4360845678   0.5953864639   6.827758737    2.390442615    1.856161031    1.729465576    0.02997339331  0.7588400182   0.5637052009   187.7873586    115.2609669    1.849807696    
201      I1         1.382954783    2.619524521    2.972977533    0.6251937004   0.7193760053   6.01519677     1.120290672    3.359483351    0.5971889914   0.06744162914  0.09156502464  0.3721794296   256.0118124    91.10063799    2.038669604    
202      I1         1.266159008    1.425525521    3.20471397     0.03765811168  0.2271843178   0.275446016    1.111029395    1.321232215    2.301877893    0.08357216988  0.8897819682   0.3593809626   24.54374236    9.284882985    2.177197091    
203      I1         1.012847891    2.493927199    4.042251232    0.4342557839   0.3985872561   8.584118857    2.804740768    3.061432593    0.9506316389   0.1442139979   0.07725017286  0.2490722397   38.96991588    80.22626005    1.14203859     
204      I1         0.3540151082   1.605384842    2.50197392     0.8392264346   0.8759965862   3.289680331    3.232414968    2.621275583    1.255691351    0.1349818526   0.1054254451   0.05301221558  162.4328926    120.6765866    2.072576549    
205      I1         1.740831827    1.231727704    3.764382356    0.4895793974   0.3355639597   1.276621057    2.749416291    2.684188337    2.26324263     0.004566311434 0.5564634849   0.1044588344   52.93427029    62.35151721    1.657298495    
206      I1         1.836356129    1.120258727    3.968111588    0.8608480364   0.1790726062   7.789316642    2.034118778    2.389286753    1.168346617    0.1016877371   0.5121776273   0.5323531659   95.15808724    42.28809681    2.011124255    
207      I1         0.3830346702   1.022174469    4.207658737    0.9485655461   0.9190928976   8.716605469    1.04606843     1.740149438    1.791609941    0.1465919025   0.5704730257   1.002901313    174.0803297    56.43986181    2.437019223    
208      I1         1.618362611    2.447268904    2.782108588    0.3534372038   0.5233939486   8.24717916     1.134577945    1.45518191     2.830932117    0.06971990417  0.7292037046   0.3090225231   66.04979892    131.3025528    2.080036779    
209      I1         1.359382799    1.457724002    3.859167714    0.1569038732   0.2484786123   9.65776003     1.403687279    3.35714094     2.446413041    0.05767890021  0.7601287709   0.412084686    229.9427488    72.77048879    2.095893046    
210      I1         1.406987481    1.105283673    4.357918419    0.1681824529   0.6438213597   0.1095228706   1.519098458    1.399156411    1.289771902    0.03534092114  0.8861571921   0.8066126429   40.13934961    25.05988877    2.044420489    
211      I1         1.479476688    1.469167139    4.237773043    0.7246198575   0.3475140804   3.783799195    3.498405599    2.860353168    1.628918322    0.04547109463  0.7707050809   0.4380364683   172.2744973    117.0915577    1.765054967    
212      I1         1.80468192     1.81166574     3.681351124    0.6421091236   0.9379771955   7.868435783    1.794064947    1.289431211    0.05531197892  0.02494057662  0.06079210122  1.065014232    43.14790924    71.79878267    1.871526879    
213      I1         1.005887567    1.51774427     3.516151248    0.2212320219   0.4753711493   6.175578454    1.834735672    3.074190922    0.2290742574   0.0006787303254 0.09294860668  0.1953837391   221.3086948    13.77952867    1.82798868     
214      I1         0.7113794074   1.283147972    3.123302953    0.07083899011  0.757544596    6.895136135    1.474446234    1.468210805    0.3588761318   0.05588835453  0.07963574561  0.5833746732   105.696453     135.0817298    1.65595267     
215      I1         0.7999073836   2.081967787    3.692109568    0.3297835083   0.5544699285   9.990094479    2.709937443    2.024156873    1.097155965    0.06248411691  0.9692342289   1.026746321    252.3962938    105.76639      1.837963747    
216      I1         0.519434217    1.346035666    4.284302384    0.1350522446   0.8350015658   1.57776624     2.824598703    2.719632103    1.016379546    0.007066478667 0.7945921281   0.7822098167   134.3326693    66.3607451     1.977734348    
217      I1         1.701964074    1.186086906    3.251077035    0.6890713407   0.3997498947   9.273599008    1.259489469    2.423435512    2.490738343    0.125998038    0.8006483691   0.7666318537   177.0120207    59.22358385    2.063784891    
218      I1         0.6263816946   2.066444463    3.574528517    0.507708016    0.6483402606   8.095700615    2.627786828    2.205163991    2.213864202    0.09306579411  0.2915476235   0.9774526841   220.1315704    110.7147932    1.814204067    
219      I1         0.4737196634   2.262234132    4.432868669    0.9462985109   0.9466801024   2.770534601    1.392631896    2.309204157    0.6175020954   0.1325819701   0.6380033089   0.2123935679   65.02999929    119.388256     2.280843254    
220      I1         1.200518864    1.749257324    2.528631855    0.2863724592   0.0890321183   9.36699869     1.693124574    2.950141632    0.6341572755   0.006428487063 0.2175653235   0.8419477541   126.1388361    17.16924834    1.807234125    
221      I1         1.911398778    1.972364014    4.300944502    0.02682032949  0.2448017307   1.989780196    2.243003414    1.173553491    2.076542515    0.09170936322  0.2311654336   0.162632216    85.09012145    118.9499208    1.599606864    
222      I1         1.046500615    1.157178291    4.077979364    0.6177638289   0.8994223175   7.899259404    2.047124486    1.821997138    1.1564665      0.1069808297   0.9779392776   1.108283211    281.9754721    86.32294694    1.915693604    
223      I1         1.850647614    2.372407311    3.674383694    0.6742736568   0.8604976298   1.20806615     3.255199615    3.402387101    1.911208769    0.1263313086   0.1749124521   1.1070157      233.9550693    104.7281981    1.822727917    
224      I1         0.7482488826   2.499003633    2.841873065    0.3617429562   0.4852475744   7.187073331    1.297965078    1.027055018    0.5814530177   0.1330180116   0.6085988422   0.5045858598   6.391230723    77.56831772    2.07466439     
225      I1         0.6881199015   2.126531714    3.229890596    0.03232881701  0.6360603293   8.538878684    3.462024267    1.776115201    2.987024659    0.02367252021  0.9566732146   0.8546714024   127.9459756    117.6368675    1.708262228    
226      I1         0.8414926297   2.044425839    4.406230546    0.1397966434   0.1890601572   6.548255037    3.28075897     3.316869924    1.115973053    0.09632963381  0.6045484643   0.7393816866   241.2406305    81.94169116    1.736706651    
227      I1         1.915915018    2.056057473    3.794201365    0.6396962211   0.06784710513  0.5511667692   2.18375314     2.645675003    2.756282804    0.04139225524  0.1018627783   0.8451018042   277.315416     34.03488483    1.954715285    
228      I1         1.092924469    1.96163696     2.83496418     0.3947952275   0.7594634673   3.831712223    3.327272653    2.469416308    1.526596236    0.1275981833   0.008811304752 1.000148225    200.0917294    139.3256205    1.469679056    
229      I1         1.542088596    2.382780579    2.955537223    0.01761344909  0.459415704    2.089410644    1.890272128    1.759287404    1.705506672    0.05880713525  0.3324437813   0.2457535566   160.7776496    65.76029516    1.754462441    
230      I1         0.39845222     2.254104281    4.371764867    0.2053694139   0.3850713039   2.681876318    2.110244726    1.218294135    0.8433220301   0.03355698545  0.1095229231   0.4981746879   103.5789259    19.74704767    2.155993868    
231      I1         1.467821931    2.133923259    4.278076749    0.8700867974   0.1177522271   5.162715657    3.169229962    3.156081998    1.655546048    0.1242416246   0.6622788737   0.6330576843   150.1411038    126.1335615    1.759516504    
232      I1         0.5744913194   2.327072205    2.687332496    0.06244660579  0.4242836668   8.799554718    1.687508881    1.142390552    2.314907372    0.04463007965  0.3675031514   0.8100140223   2.423620233    61.25797859    1.424126119    
233      I1         1.452181115    2.512240563    2.719834169    0.9033250825   0.9077946181   7.623043751    1.193195169    1.46611595     2.485412466    0.006761099153 0.6308978677   0.1897653558   71.55205598    17.06104743    2.076260725    
234      I1         1.892783879    2.049813049    4.48415467     0.989453186    0.964709477    1.393663158    2.724764023    2.504812524    0.4472386942   0.1267526937   0.9342578822   0.283776735    262.6604342    113.6484015    1.863013223    
235      I1         1.026046435    2.347031718    3.03564899     0.8202279181   0.3509214385   4.126543821    1.702350809    2.28910495     1.213857927    0.02862124062  0.552580381    0.7507657814   169.5914583    138.2716646    1.897383312    
236      I1         0.5874682381   1.408394001    3.735029668    0.5112211774   0.6396143959   6.850141074    1.067733821    3.408527915    0.3761069066   0.1177357849   0.9187269618   0.4199412228   272.6127906    132.8941366    2.252715019    
237      I1         1.192182611    2.120810807    3.510254339    0.100521532    0.4473012554   3.940408519    1.17345003     2.850472546    1.240053757    1.51054e-05    0.9715734749   0.2261072134   240.0554944    133.9116494    2.098790976    
238      I1         1.365941496    2.660330014    3.639907075    0.5837991308   0.6156617733   5.870925088    1.868636931    3.194220867    1.199772967    0.05390578388  0.8611102106   0.4881783571   47.31062519    101.6105318    1.827558779    
239      I1         0.8192857502   1.43332527     4.353231216    0.3205776368   0.5031211313   1.28832285     3.470998266    1.918856538    1.781708629    0.05944337844  0.4517761747   0.6438503953   251.7480339    111.0782181    1.778147334    
240      I1         1.557081237    2.668874854    2.808007965    0.9315443773   0.1376139005   4.801508251    1.53496941     1.616562279    2.527349857    0.1486411353   0.7143709127   1.045072957    121.8834181    78.93426771    1.923011427    
241      I1         1.428226823    1.90839714     3.439605621    0.5440634302   0.812421547    0.4714102173   2.562418642    3.343770872    2.330326683    0.05968760058  0.953142778    0.9279332288   180.0779329    51.59121754    1.708671288    
242      I1         0.36004142     1.987294004    4.43791119     0.668142229    0.7807575394   5.656863288    2.648130001    1.652233814    1.871008319    0.09809304306  0.8555961149   0.3827398802   92.71075462    93.70264731    2.11965627     
243      I1         0.3131261282   1.340093733    3.711363838    0.7782062663   0.09428000369  9.929435802    3.102060641    1.804392924    1.301686357    0.04671383839  0.5976677804   0.4837407987   210.9320958    49.68889958    2.223116475    
244      I1         1.583172998    1.236657754    2.510864016    0.09380691351  0.8857831008   9.548449799    2.613947314    2.935104045    2.143950926    0.1038362538   0.545667109    0.5352663687   74.664063      37.94130814    1.621857141    
245      I1         1.015064302    1.090962769    4.397440051    0.2749906241   0.15576903     0.7424392947   1.914951077    2.69185039     1.134814488    0.08656574509  0.548414806    0.1585844965   101.5268856    133.2899422    1.636904627    
246      I1         1.488799289    1.266991593    3.18661111     0.1060554789   0.8255057529   9.526076387    1.460551876    1.889093046    1.279573994    0.1472029868   0.8840465798   0.6152628807   13.00874751    144.1869478    1.89137336     
247      I1         0.3485504418   2.664262274    4.053596237    0.2729217598   0.4484366104   1.458145766    2.65257171     1.96069881     0.08897682175  0.1031327975   0.9838794869   1.112661333    109.6921128    140.0303571    2.072342343    
248      I1         0.3762842491   2.529878567    4.497385341    0.1134234945   0.685109752    3.697353834    2.740645832    2.489953605    1.104391186    0.1076652487   0.6121200637   0.9287936895   18.11402816    5.841416362    1.446596387    
249      I1         1.998319731    2.215010462    4.13262006     0.9197970148   0.7065786773   4.884283603    1.026485822    3.309157224    1.449594079    0.008861567298 0.4022299967   0.2775181649   5.957949191    12.11685466    2.309981993    
250      I1         0.5212860984   1.189323103    3.048511995    0.9378834073   0.7502055389   2.389447736    1.097642455    3.113128373    2.181265619    0.0824173819   0.2079480975   1.058237016    246.0005011    97.24532682    2.426690201    
251      I1         0.973829551    2.339796042    4.244486286    0.7968582963   0.09677803858  6.352420219    1.305595537    2.572149963    1.352460325    0.1450897989   0.7874419474   1.102553393    176.4810468    1.2525304      2.128311975    
252      I1         0.9241843732   2.61158016     4.340212492    0.04404286758  0.9622850424   6.296109337    3.07356733     3.078306968    0.9142431876   0.01772804497  0.927864727    0.4452232619   113.6069838    112.4033977    1.753285909    
253      I1         1.112249205    2.000874494    3.112754433    0.2674938073   0.04468927487  8.751343945    1.897459978    1.351512375    1.122644765    0.04777418505  0.4091995487   1.008072657    289.605085     11.85998985    1.741785032    
254      I1         1.614376697    1.535255594    3.042674409    0.7660642874   0.465508111    3.812652926    3.024165153    1.989544108    1.180520624    0.0780507628   0.2649223097   0.7622801242   269.6681298    104.3111927    1.67395437     
255      I1         0.5937185563   2.37031698     2.725188637    0.5377850523   0.9224487796   5.451772094    1.490517732    3.340906641    0.3666023541   0.05072073839  0.3840404485   0.2706544994   22.66760573    67.85660546    1.979803412    
256      I1         1.921550885    2.241502952    3.056453917    0.3703465277   0.7468992355   9.604909417    1.090770128    1.631609265    1.861238947    0.06826710387  0.8116917511   1.069116391    131.5521798    88.73399374    2.156259027    
257      I1         0.9621420747   2.51442489     3.920708269    0.01128075689  0.4543216541   3.486612735    3.160608938    3.396018735    0.5495606192   0.06531004145  0.6849521549   0.7714309101   122.7163702    97.55266451    1.550540771    
258      I1         1.301021493    2.480325566    3.474362922    0.594645732    0.8435021733   0.8712048423   2.890978104    1.874189532    1.059339671    0.1055837256   0.8531379856   0.4134329039   227.9820769    116.1049455    1.657085497    
259      I1         0.3285586371   1.173806576    3.992164059    0.9614109575   0.2682707875   9.121403494    1.658034061    3.234941015    0.3350078173   0.04949551505  0.7117142491   0.381971943    290.6968459    96.87667242    2.392522144    
260      I1         1.868473146    1.816862121    3.617691695    0.4439054183   0.7449829453   9.174741589    1.428436597    1.705191541    0.450421561    0.1291166391   0.4873146741   0.9423277557   294.1788032    89.91269066    2.122167164    
261      I1         0.3107108767   1.550618968    3.941439147    0.9063060078   0.5329572475   2.908796736    1.204817825    3.105729302    2.34262518     0.09929096361  0.08557519204  0.1644694422   123.9430946    31.75652988    2.408445024    
262      I1         1.738002296    1.783104062    2.872825091    0.9125552918   0.9546232434   3.506294406    1.422243749    3.252977327    2.392545753    0.1499582383   0.3921622616   0.2572107485   1.028800683    10.59775382    1.990182848    
263      I1         1.722002096    1.702042258    3.606658393    0.4149177055   0.949165208    8.703049179    1.570159858    2.238241584    0.927048578    0.1366588445   0.3983317935   0.4809857391   140.7514234    103.3019466    1.941561912    
264      I1         0.4859222711   2.267059179    3.624777989    0.307045893    0.2464161253   4.60317251     3.047077183    3.492610805    1.802609273    0.07610004361  0.2234199569   0.9366220481   155.4623015    46.01003616    1.653511304    
265      I1         0.6957140961   1.197083982    2.612978149    0.4496035419   0.3700228634   2.183137175    2.518181823    1.602324691    0.9403590634   0.005641661632 0.4594538047   0.4596001028   156.8182855    19.3203152     1.813662369    
266      I1         0.4976089969   1.042055073    2.741246095    0.9358103204   0.2375262317   2.456995337    2.696259644    3.448161694    0.1728613688   0.07882172853  0.6424886702   1.097082356    108.7378336    92.19828729    2.354419512    
267      I1         1.79550917     2.298393316    4.251926883    0.8873828238   0.3801969768   6.48335404     3.050855004    2.069432619    0.4385629533   0.007749145367 0.7015569085   0.9789015511   226.5232578    139.8544739    1.863287465    
268      I1         1.88843912     2.594591468    2.941309496    0.8162194583   0.5857182627   9.583711601    1.97242533     2.929783932    2.672265654    0.07990882004  0.2500260837   0.4487767784   212.0689314    29.79644976    1.866355067    
269      I1         0.4301140715   2.29651723     2.681218689    0.2997027545   0.4067010932   9.849586199    2.207458896    2.177712024    2.995874713    0.02689601725  0.3554390408   0.5424133583   267.0021055    81.07422807    1.899331519    
270      I1         0.3237088733   1.542045094    3.097604414    0.6578579263   0.6674393617   4.410688445    3.273656866    2.343669545    2.975608582    0.08755759121  0.9443787549   0.1001105378   218.5074712    73.87840866    2.405348769    
271      I1         1.326528753    1.359935892    3.156802105    0.7909367982   0.9170078746   5.524604038    2.273167593    1.024926943    1.465783531    0.03762878791  0.5926809991   0.3341978313   44.49516623    83.43212452    1.585832046    
272      I1         1.645442561    1.952210491    3.260898568    0.9264071911   0.2851235629   4.894030408    2.009567014    3.119847745    0.976695209    0.01167305192  0.696974291    0.0830471984   70.79854402    26.53567905    1.788933892    
