%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k neg_kge        
244      I1         1.257062834    3.214191618    0.4468695913   6.810519594    1.758632794    1.84108438     0.02459190255  0.7711679933   
245      I1         2.292116285    4.212617102    0.9675446237   9.124406446    1.343599194    1.24782376     0.07639005556  1.77289718     
246      I1         1.862721522    3.754640545    0.1339379517   0.3991321436   2.334074611    2.220477582    0.02852849577  0.440969795    
247      I1         1.712847891    3.250364477    0.9517507719   6.960006401    2.205922223    0.6608468757   0.1024004455   0.8114693893   
248      I1         1.15525955     4.068421291    0.3676463919   4.001165434    2.774119057    0.9062533227   0.07102518839  0.5743712866   
249      I1         1.593689946    3.409211214    0.01096722084  3.057794173    3.209174965    2.291725214    0.05681258345  0.8769348667   
250      I1         1.511466075    4.257561411    0.02875644145  8.830805189    1.099904066    0.4837980556   0.03072973543  1.53289872     
251      I1         1.674412891    2.761778064    0.3355167219   8.284955499    2.74838412     2.061751914    0.1254326409   0.4686906548   
252      I1         1.957981942    2.607015022    0.8905910108   9.631140682    2.689011606    0.3428430264   0.1415873434   0.3991074344   
253      I1         2.289566797    2.865786394    0.3028261628   5.805738367    2.677141229    1.801150454    0.02763311256  0.3040743047   
254      I1         2.238629173    4.426915869    0.7685437061   5.694942135    1.12205674     2.996998327    0.003394754834 1.901603872    
255      I1         2.205239601    4.229627726    0.0410973      1.144788363    2.940634513    0.3859473957   0.0593108029   0.5978594703   
256      I1         2.035763744    3.084028095    0.01914181588  8.524852709    3.060915399    2.621619377    0.077672568    0.7462738985   
257      I1         1.597171496    3.568702518    0.9117041212   6.301441424    1.728736932    1.452736487    0.1433397945   1.179701374    
258      I1         1.262511647    4.416630332    0.01532336792  9.665746649    2.036095205    0.2225072453   0.1006790011   0.6700366452   
259      I1         1.108544849    3.147787021    0.4743634524   2.422169915    1.250377748    2.570945108    0.0104070018   1.299275439    
260      I1         1.300299416    2.812355381    0.1987421265   1.287616446    2.306169751    0.4084101498   0.1217383955   0.5524519858   
261      I1         2.283172998    4.251213937    0.8812576073   3.237467964    2.888279436    1.125046341    0.02044852274  0.2967235922   
262      I1         1.812249205    2.792870019    0.6766322016   6.713391891    2.3594838      1.691724949    0.1266638993   0.3680248589   
263      I1         2.242088596    2.898175949    0.4326552684   7.465140334    1.693852907    2.204837447    0.09155887809  1.128339469    
264      I1         2.448286095    3.192119739    0.3617229176   2.197027371    2.526603353    0.2597685281   0.08988929137  0.2742301471   
265      I1         2.146335508    4.169463359    0.2512428279   0.4668629691   1.667654315    2.967577347    0.01674860846  1.098443186    
266      I1         2.104016156    4.423873866    0.200390285    8.850027941    1.322212992    2.418369112    0.1396363592   1.514697424    
267      I1         2.115755904    4.349751855    0.1690601992   9.558525774    2.129330124    0.207265161    0.07919428837  0.4911463934   
268      I1         2.637686949    3.661522358    0.09433955728  7.85114876     1.185849929    0.02264181597  0.05834551981  2.026587048    
269      I1         1.83489634     3.671081187    0.6392585031   3.987217094    2.388953899    0.08169622294  0.09500212468  0.3585391336   
270      I1         1.523985933    4.114596837    0.9609391812   3.725422793    3.000775693    1.87760889     0.02422123677  0.713853813    
271      I1         1.715064302    3.361637589    0.1775178019   7.93993325     2.283823583    1.372994435    0.04685050309  0.4452599555   
272      I1         1.624184373    2.684915637    0.9040988944   8.093420141    3.445103885    2.318685694    0.1115606803   0.417613323    
273      I1         1.044349805    3.659819566    0.7229155004   1.462707619    1.397757512    0.9107280868   0.09590888954  1.313626377    
274      I1         1.302137338    2.758630195    0.420406943    9.03470731     3.43548336     1.386626826    0.1428646727   0.5012863961   
275      I1         2.370202853    2.805831257    0.8745626012   1.840146175    1.918425672    1.320646703    0.1134586863   1.126897489    
276      I1         1.925710618    3.735074175    0.2583550677   3.653321701    2.187171299    2.905630386    0.01336043329  0.429987678    
277      I1         1.673829551    3.6313376      0.02402960909  3.806226184    1.309136601    2.268313343    0.02570619579  1.324289439    
278      I1         1.067752423    3.3880327      0.53496363     9.473516053    3.376384291    0.9665697972   0.0342095915   0.5655376914   
279      I1         1.023708873    3.014512467    0.7347131634   2.531383436    1.025927462    0.9549404686   0.1326040445   1.723307594    
280      I1         2.314376697    2.900110274    0.3553098455   3.947583228    2.695654305    1.154936342    0.1487569962   0.3224101256   
281      I1         1.916061424    4.19975252     0.4146187188   6.151271188    1.60310236     2.797646994    0.1393489929   1.05236369     
282      I1         2.024356168    3.196216434    0.5030314117   8.398762718    1.003893925    2.685000627    0.06174915419  2.032225535    
283      I1         1.136047534    3.478475825    0.4721197333   8.978371301    1.75145315     1.683897966    0.09683683881  0.7764052273   
284      I1         1.005267824    3.851414134    0.1879873966   9.994476062    1.3349751      1.894672794    0.001589149301 1.08626125     
285      I1         1.826024947    2.88572284     0.9822357883   3.740235331    2.468669037    0.7025106732   0.1464060295   0.7452786757   
286      I1         2.308771412    2.92345399     0.6257311488   0.9466208609   1.850548838    1.601719438    0.02213761153  1.10748192     
287      I1         2.159552999    3.269857454    0.3211122996   8.582183393    1.554041627    1.498324586    0.01902752918  1.341810899    
288      I1         2.065941496    2.963948278    0.1838472716   5.630395924    1.088493048    1.317346713    0.1440162006   1.898209177    
289      I1         1.54149263     4.040173285    0.4704067544   4.404323695    2.776986422    1.921241774    0.1340296483   0.446554588    
290      I1         2.483188645    3.430215775    0.1464908311   0.3794033731   2.046143113    0.5289672612   0.1189561737   0.7705205321   
291      I1         2.073481817    3.454900871    0.5647162795   2.249918897    2.486688177    1.484701313    0.0752496734   0.28851573     
292      I1         2.42488636     3.344407996    0.1093445691   3.870790833    1.389989486    2.880275581    0.1193087063   1.644661959    
293      I1         2.679905971    2.737313426    0.4367642042   6.836530614    2.616891224    2.980413429    0.09627992821  0.2721445654   
294      I1         1.762583374    3.059449679    0.9486400733   2.317182403    2.844325473    2.059132162    0.08843731219  0.5541367952   
295      I1         1.197608997    3.871192114    0.04744972561  3.510554258    3.205502032    1.232224166    0.06661468354  0.7531229333   
296      I1         1.798367723    4.185120593    0.8386562516   6.668392936    1.928845776    1.996634237    0.09489257025  0.8376399009   
297      I1         1.419191177    4.395976659    0.9323433641   1.887791865    3.367288764    0.2491815813   0.02943106394  0.7273218772   
298      I1         2.673053607    2.852555263    0.2965311055   4.979091153    2.064704255    0.7290587259   0.07244753378  0.8256303162   
299      I1         1.367787761    3.099470384    0.3886177276   9.671817098    3.030429801    2.82906572     0.1230513002   0.5632733696   
300      I1         1.860758497    3.073276905    0.03702500014  2.368790368    2.536189101    2.441867073    0.09888780004  0.5364088156   
301      I1         2.451646091    4.495884774    0.8508641975   6.67962963     3.175925926    2.00617284     0.04989711934  0.2372940431   
302      I1         2.682510288    4.495884774    0.5524279835   3.37962963     2.610082305    2.997942387    0.149691358    0.2492345722   
303      I1         2.255761317    3.170781893    0.7903703704   3.393209877    3.04218107     2.99382716     0.04969135802  0.2067819482   
304      I1         2.192798354    3.187242798    0.7944032922   5.62037037     3.093621399    2.364197531    0.04989711934  0.2159872451   
305      I1         2.129835391    2.520576132    0.6626611797   3.37962963     2.651234568    2.99382716     0.149691358    0.2358027363   
306      I1         2.132167353    4.495884774    0.5524279835   3.37962963     2.661522634    2.99382716     0.0003086419753 0.280565058    
307      I1         2.129835391    4.495884774    0.6626611797   1.17962963     2.661522634    2.99382716     0.149691358    0.2639456041   
308      I1         2.220781893    3.16255144     0.818600823    3.393209877    3.04218107     2.99382716     0.09969135802  0.2045310425   
309      I1         2.241769547    2.504115226    0.7903703704   3.37962963     3.237654321    2.997942387    0.0003086419753 0.2092251938   
310      I1         2.325720165    2.504115226    0.7742386831   3.37962963     3.04218107     2.997942387    0.0003086419753 0.2035351523   
311      I1         2.132167353    2.504115226    0.3225514403   0.1203703704   2.414609053    2.99382716     0.149691358    0.3902129109   
312      I1         2.192798354    2.504115226    0.8347325103   6.67962963     3.299382716    2.997942387    0.04969135802  0.219751944    
313      I1         2.220781893    3.829218107    0.8226337449   6.312962963    3.402263374    2.002057613    0.0003086419753 0.2324038094   
314      I1         2.213786008    3.829218107    0.8387654321   5.498148148    3.16563786     2.99382716     0.04989711934  0.2098065737   
315      I1         2.129835391    2.504115226    0.7500411523   6.72037037     3.433127572    2.002057613    0.0003086419753 0.2318562405   
316      I1         2.101851852    2.504115226    0.7177777778   6.72037037     2.959876543    2.997942387    0.0003086419753 0.2252460767   
317      I1         2.073868313    2.504115226    0.8145679012   9.653703704    3.330246914    2.00617284     0.0001028806584 0.2606770674   
318      I1         1.374279835    4.495884774    0.4919341564   9.97962963     2.332304527    2.997942387    0.0003086419753 0.5031311215   
319      I1         2.514609053    4.281893004    0.7177777778   3.37962963     2.898148148    2.99382716     0.0001028806584 0.2073971793   
320      I1         2.255761317    2.718106996    0.713744856    2.27962963     2.980452675    2.99382716     0.0001028806584 0.2110831038   
321      I1         2.514609053    3.16255144     0.7661728395   3.37962963     3.083333333    2.99382716     0.0001028806584 0.2197092275   
322      I1         2.325720165    3.16255144     0.7460082305   3.37962963     2.826131687    2.997942387    0.04969135802  0.2023310821   
323      I1         2.132167353    4.495884774    0.7823045267   3.37962963     3.04218107     2.99382716     0.0003086419753 0.2113753997   
324      I1         2.276748971    2.504115226    0.733909465    3.37962963     3.124485597    2.00617284     0.0001028806584 0.2197950811   
325      I1         2.514609053    2.504115226    0.6653497942   3.37962963     2.79526749     2.997942387    0.04969135802  0.2094190085   
326      I1         2.61255144     3.096707819    0.664005487    3.37962963     2.846707819    2.99382716     0.0003086419753 0.210703455    
327      I1         2.514609053    3.16255144     0.6653497942   3.37962963     2.774691358    2.997942387    0.04969135802  0.211215693    
328      I1         2.696502058    2.504115226    0.7016460905   3.37962963     2.826131687    2.997942387    0.04969135802  0.2185830282   
329      I1         2.514609053    2.504115226    0.6855144033   2.27962963     2.815843621    2.997942387    0.0003086419753 0.2050072591   
330      I1         2.220781893    2.718106996    0.8226337449   3.393209877    3.28909465     2.00617284     0.149691358    0.2159042171   
331      I1         2.549588477    2.504115226    0.664005487    3.37962963     2.867283951    2.00617284     0.0003086419753 0.2187306666   
332      I1         2.696502058    2.501371742    0.7218106996   3.37962963     3.443415638    2.00617284     0.0003086419753 0.2986341079   
333      I1         2.514609053    2.504115226    0.8306995885   3.37962963     3.206790123    2.997942387    0.04969135802  0.2324529662   
334      I1         2.388683128    3.16255144     0.7540740741   3.37962963     2.774691358    2.997942387    0.1447530864   0.2013536932   
335      I1         2.353703704    2.504115226    0.7460082305   3.37962963     2.805555556    2.997942387    0.04969135802  0.2037645884   
336      I1         2.696502058    2.504115226    0.664005487    0.1203703704   2.949588477    2.327160494    0.0003086419753 0.3475789269   
337      I1         2.206790123    3.16255144     0.8266666667   3.393209877    3.103909465    2.99382716     0.149691358    0.2062378751   
338      I1         2.325720165    3.16255144     0.8145679012   3.393209877    2.949588477    2.99382716     0.149691358    0.2019775087   
339      I1         2.255761317    3.16255144     0.7903703704   3.393209877    2.846707819    2.99382716     0.149691358    0.2035824593   
340      I1         2.696502058    2.504115226    0.6653497942   3.37962963     2.702674897    2.997942387    0.149691358    0.2365271078   
341      I1         2.381687243    3.16255144     0.7742386831   2.27962963     2.805555556    2.997942387    0.1336419753   0.2054854819   
342      I1         1.759053498    4.495884774    0.5524279835   0.1203703704   2.291152263    2.997942387    0.149691358    0.4380536684   
343      I1         2.696502058    2.504115226    0.664005487    6.883333333    2.826131687    2.99382716     0.0003086419753 0.2290580672   
344      I1         2.388683128    2.504115226    0.8226337449   6.842592593    3.443415638    2.002057613    0.04969135802  0.2484279943   
345      I1         2.134499314    2.504115226    0.8468312757   9.97962963     3.052469136    2.99382716     0.04969135802  0.236749439    
346      I1         2.132167353    2.504115226    0.6290534979   3.37962963     2.774691358    2.00617284     0.0003086419753 0.2314655982   
347      I1         1.940946502    2.504115226    0.6626611797   1.17962963     3.494855967    2.00617284     0.0003086419753 0.2757106204   
348      I1         1.815020576    2.504115226    0.6532510288   0.1203703704   3.16563786     2.99382716     0.0001028806584 0.3414064932   
349      I1         2.696502058    2.504115226    0.8347325103   9.993209877    3.103909465    2.00617284     0.04969135802  0.2754251378   
350      I1         1.940946502    3.16255144     0.8065020576   9.97962963     3.175925926    2.99382716     0.04989711934  0.2453747748   
351      I1         1.940946502    2.504115226    0.6613168724   0.1203703704   2.630658436    2.997942387    0.04969135802  0.3619102662   
352      I1         2.696502058    2.501371742    0.01201646091  9.97962963     2.466049383    2.99382716     0.100308642    0.3827130605   
353      I1         2.570576132    2.504115226    0.3346502058   9.993209877    2.568930041    2.99382716     0.149691358    0.3032115194   
354      I1         2.325720165    2.504115226    0.664005487    9.97962963     2.856995885    2.00617284     0.0003086419753 0.2381791579   
355      I1         2.696502058    2.504115226    0.01201646091  6.706790123    2.538065844    2.99382716     0.149691358    0.3454906728   
356      I1         2.290740741    2.504115226    0.01067215364  9.97962963     2.363168724    2.99382716     0.149691358    0.3943649983   
357      I1         2.066872428    3.16255144     0.7742386831   9.993209877    2.774691358    2.99382716     0.0003086419753 0.2446306855   
358      I1         1.940946502    2.504115226    0.7944032922   6.72037037     3.175925926    2.99382716     0.04989711934  0.2351406725   
359      I1         2.535596708    3.16255144     0.8266666667   9.97962963     2.815843621    2.997942387    0.04969135802  0.2425386831   
360      I1         2.353703704    3.16255144     0.8347325103   9.993209877    3.04218107     2.99382716     0.0003086419753 0.2264444321   
361      I1         2.514609053    2.504115226    0.7742386831   6.72037037     2.867283951    2.997942387    0.0003086419753 0.2162864665   
362      I1         2.325720165    3.16255144     0.9032921811   9.97962963     3.186213992    2.99382716     0.04989711934  0.2594225717   
363      I1         2.507613169    2.504115226    0.8105349794   6.72037037     2.959876543    2.997942387    0.04969135802  0.221337336    
364      I1         2.325720165    2.504115226    0.4462277092   9.97962963     2.682098765    2.99382716     0.0003086419753 0.2815824326   
365      I1         2.132167353    3.16255144     0.8266666667   9.97962963     3.093621399    2.00617284     0.04969135802  0.2405464597   
366      I1         2.696502058    2.501371742    0.1894650206   9.97962963     2.630658436    2.99382716     0.100308642    0.3295267808   
367      I1         2.220781893    2.504115226    0.201563786    9.993209877    2.352880658    2.99382716     0.149691358    0.3698342949   
368      I1         2.132167353    2.504115226    0.5524279835   6.67962963     2.568930041    2.99382716     0.149691358    0.2725533569   
369      I1         2.696502058    2.501371742    0.4556378601   6.72037037     2.79526749     2.00617284     0.0003086419753 0.2483168498   
370      I1         2.31872428     2.504115226    0.564526749    6.72037037     2.784979424    2.00617284     0.0001028806584 0.2278707636   
371      I1         2.129835391    2.501371742    0.5040329218   5.62037037     2.630658436    2.99382716     0.0003086419753 0.2649623589   
372      I1         2.045884774    4.498628258    0.8387654321   8.92037037     3.319958848    2.99382716     0.04969135802  0.2327405148   
373      I1         2.388683128    4.495884774    0.7702057613   7.77962963     2.846707819    2.997942387    0.0003086419753 0.2125028341   
374      I1         2.132167353    4.495884774    0.8024691358   8.87962963     3.04218107     2.99382716     0.0003086419753 0.2247359845   
375      I1         2.136831276    4.495884774    0.8145679012   3.787037037    3.309670782    2.002057613    0.04969135802  0.2166745942   
376      I1         2.640534979    4.495884774    0.7903703704   6.72037037     2.826131687    2.997942387    0.04969135802  0.2220668144   
377      I1         2.514609053    4.495884774    0.733909465    9.993209877    2.826131687    2.99382716     0.0003086419753 0.2269152337   
378      I1         2.402674897    4.495884774    0.8266666667   9.97962963     2.856995885    2.997942387    0.0003086419753 0.2285700789   
379      I1         2.430658436    4.495884774    0.7944032922   9.97962963     2.970164609    2.997942387    0.04969135802  0.2325754006   
380      I1         2.577572016    4.495884774    0.5161316872   6.706790123    2.74382716     2.00617284     0.0003086419753 0.2307724431   
381      I1         2.698834019    4.495884774    0.4596707819   9.97962963     2.856995885    2.99382716     0.0003086419753 0.3410919612   
382      I1         1.933950617    4.495884774    0.7056790123   9.97962963     3.498285322    2.99382716     0.0003086419753 0.2992728363   
383      I1         1.926954733    4.495884774    0.7903703704   6.72037037     3.330246914    2.99382716     0.0001028806584 0.2396179054   
384      I1         2.698834019    4.495884774    0.7742386831   9.97962963     3.494855967    2.99382716     0.0003086419753 0.3460645763   
385      I1         2.696502058    4.495884774    0.818600823    8.92037037     2.970164609    2.99382716     0.0001028806584 0.2387962287   
386      I1         1.898971193    4.495884774    0.6653497942   9.97962963     3.04218107     2.00617284     0.0001028806584 0.2645992997   
387      I1         2.367695473    4.495884774    0.798436214    3.42037037     2.946159122    2.99382716     0.04969135802  0.2030719668   
388      I1         2.346707819    4.281893004    0.7728943759   3.42037037     2.949588477    2.672839506    0.0003086419753 0.1994521885   
389      I1         2.164814815    4.495884774    0.7742386831   3.42037037     3.498285322    2.99382716     0.0003086419753 0.233154493    
390      I1         2.374691358    4.281893004    0.7782716049   3.461111111    2.946159122    2.99382716     0.0003086419753 0.1976124501   
391      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1974617087   
392      I1         1.877983539    4.495884774    0.7903703704   6.72037037     2.990740741    2.99382716     0.04989711934  0.2558221031   
393      I1         2.129835391    4.495884774    0.6129218107   9.97962963     2.692386831    2.99382716     0.0001028806584 0.2839582737   
394      I1         1.940946502    4.495884774    0.4274074074   6.72037037     3.498285322    2.99382716     0.0003086419753 0.5108410028   
395      I1         2.698834019    4.495884774    0.04427983539  1.17962963     2.527777778    2.99382716     0.0003086419753 0.349448475    
396      I1         1.001165981    4.495884774    0.3386831276   0.1203703704   2.219135802    2.99382716     0.0003086419753 0.6429074491   
397      I1         2.132167353    4.495884774    0.3386831276   0.1203703704   2.538065844    2.00617284     0.0003086419753 0.3698085394   
398      I1         2.577572016    2.718106996    0.8091906722   3.298148148    2.867283951    2.99382716     0.04969135802  0.216817043    
399      I1         1.570164609    4.495884774    0.5161316872   3.012962963    2.291152263    2.997942387    0.0003086419753 0.4438155773   
400      I1         2.325720165    2.504115226    0.8266666667   3.393209877    3.062757202    2.00617284     0.149691358    0.2155773159   
%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k neg_kge        
401      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1974617087   
402      I1         2.682277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2097518241   
403      I1         2.512277092    4.481893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1981574471   
404      I1         2.512277092    4.281893004    0.8722386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2435354081   
405      I1         2.512277092    4.281893004    0.7742386831   4.736296296    2.856995885    2.99382716     0.0003086419753 0.1988789842   
406      I1         2.512277092    4.281893004    0.7742386831   3.746296296    3.106995885    2.99382716     0.0003086419753 0.2278114966   
407      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.01530864198  0.201096556    
408      I1         2.342277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1966626051   
409      I1         2.512277092    4.081893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1973692035   
410      I1         2.512277092    4.281893004    0.6762386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2173149781   
411      I1         2.512277092    4.281893004    0.7742386831   2.756296296    2.856995885    2.99382716     0.0003086419753 0.1978256697   
412      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.606995885    2.99382716     0.0003086419753 0.2768972556   
413      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.69382716     0.0003086419753 0.2069100827   
414      I1         2.597277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.202275209    
415      I1         2.512277092    4.381893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1977015474   
416      I1         2.512277092    4.281893004    0.8232386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2111910092   
417      I1         2.512277092    4.281893004    0.7742386831   4.241296296    2.856995885    2.99382716     0.0003086419753 0.1980798838   
418      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.981995885    2.99382716     0.0003086419753 0.2067582421   
419      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.007808641975 0.201096556    
420      I1         2.427277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1955483642   
421      I1         2.512277092    4.181893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1973661342   
422      I1         2.512277092    4.281893004    0.7252386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2012182849   
423      I1         2.512277092    4.281893004    0.7742386831   3.251296296    2.856995885    2.99382716     0.0003086419753 0.1970590792   
424      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.731995885    2.99382716     0.0003086419753 0.2167538624   
425      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.84382716     0.0003086419753 0.1991322495   
426      I1         2.554777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1994701202   
427      I1         2.512277092    4.331893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1975598535   
428      I1         2.512277092    4.281893004    0.7987386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2019910102   
429      I1         2.512277092    4.281893004    0.7742386831   3.993796296    2.856995885    2.99382716     0.0003086419753 0.1977969599   
430      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.919495885    2.99382716     0.0003086419753 0.1995882459   
431      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.004058641975 0.2010983412   
432      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1961236612   
433      I1         2.512277092    4.231893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1973992293   
434      I1         2.512277092    4.281893004    0.7497386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1973896318   
435      I1         2.512277092    4.281893004    0.7742386831   3.498796296    2.856995885    2.99382716     0.0003086419753 0.1972241375   
436      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.794495885    2.99382716     0.0003086419753 0.2024991785   
437      I1         2.512277092    4.281893004    0.7742386831   3.746296296    2.856995885    2.91882716     0.0003086419753 0.1972827469   
438      I1         2.469777092    4.331893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1962591016   
439      I1         2.469777092    4.281893004    0.7987386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.2002983419   
440      I1         2.469777092    4.281893004    0.7742386831   3.993796296    2.856995885    2.99382716     0.0003086419753 0.1964486396   
441      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.919495885    2.99382716     0.0003086419753 0.198155848    
442      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.004058641975 0.2001739397   
443      I1         2.469777092    4.231893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1960282414   
444      I1         2.469777092    4.281893004    0.7497386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1965823024   
445      I1         2.469777092    4.281893004    0.7742386831   3.498796296    2.856995885    2.99382716     0.0003086419753 0.1958998329   
446      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.794495885    2.99382716     0.0003086419753 0.2006895309   
447      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.91882716     0.0003086419753 0.1957637327   
448      I1         2.491027092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.196747514    
449      I1         2.469777092    4.306893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1961858764   
450      I1         2.469777092    4.281893004    0.7864886831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1976055524   
451      I1         2.469777092    4.281893004    0.7742386831   3.870046296    2.856995885    2.99382716     0.0003086419753 0.1962915184   
452      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.888245885    2.99382716     0.0003086419753 0.1964774818   
453      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.002183641975 0.1986316169   
454      I1         2.448527092    4.281893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.195739751    
455      I1         2.469777092    4.256893004    0.7742386831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1960714256   
456      I1         2.469777092    4.281893004    0.7619886831   3.746296296    2.856995885    2.99382716     0.0003086419753 0.1958063855   
457      I1         2.469777092    4.281893004    0.7742386831   3.622546296    2.856995885    2.99382716     0.0003086419753 0.1959960045   
458      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.825745885    2.99382716     0.0003086419753 0.1974242587   
459      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1953924622   
460      I1         2.491027092    4.281893004    0.7742386831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.196074848    
461      I1         2.469777092    4.306893004    0.7742386831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1954327233   
462      I1         2.469777092    4.281893004    0.7864886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1975322972   
463      I1         2.469777092    4.281893004    0.7742386831   3.870046296    2.856995885    2.95632716     0.0003086419753 0.1955610405   
464      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.888245885    2.95632716     0.0003086419753 0.1951493405   
465      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.856995885    2.95632716     0.002183641975 0.1961980502   
466      I1         2.448527092    4.281893004    0.7742386831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1949505844   
467      I1         2.469777092    4.256893004    0.7742386831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1953610934   
468      I1         2.469777092    4.281893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1943771356   
469      I1         2.469777092    4.281893004    0.7742386831   3.622546296    2.856995885    2.95632716     0.0003086419753 0.1952800007   
470      I1         2.469777092    4.281893004    0.7742386831   3.746296296    2.825745885    2.95632716     0.0003086419753 0.1973182126   
471      I1         2.491027092    4.281893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1949520248   
472      I1         2.469777092    4.306893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1944495165   
473      I1         2.469777092    4.281893004    0.7619886831   3.870046296    2.856995885    2.95632716     0.0003086419753 0.1945951239   
474      I1         2.469777092    4.281893004    0.7619886831   3.746296296    2.888245885    2.95632716     0.0003086419753 0.1950862666   
475      I1         2.469777092    4.281893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.002183641975 0.1961241885   
476      I1         2.448527092    4.281893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1940427985   
477      I1         2.469777092    4.256893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1943154457   
478      I1         2.469777092    4.281893004    0.7497386831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1944338951   
479      I1         2.469777092    4.281893004    0.7619886831   3.622546296    2.856995885    2.95632716     0.0003086419753 0.194219653    
480      I1         2.469777092    4.281893004    0.7619886831   3.746296296    2.825745885    2.95632716     0.0003086419753 0.1953401967   
481      I1         2.469777092    4.281893004    0.7619886831   3.746296296    2.856995885    2.91882716     0.0003086419753 0.1944025623   
482      I1         2.448527092    4.306893004    0.7619886831   3.746296296    2.856995885    2.95632716     0.0003086419753 0.1941233207   
483      I1         2.448527092    4.281893004    0.7619886831   3.870046296    2.856995885    2.95632716     0.0003086419753 0.1942634361   
484      I1         2.448527092    4.281893004    0.7619886831   3.746296296    2.888245885    2.95632716     0.0003086419753 0.1946709618   
