%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__H0_pdm_shallow log__H0_pdm_soil log__fdd_threshold snow_insulation_k f_tile_soil    log__tau_tile  et_alpha       wp_soil        wp_soil_sigma  neg_kge        
127      I1         0.3107108767   1.31261729     4.116854075    0.1752551528   0.5517586627   4.217818408    1.73296427     2.996596436    1.526596236    0.06531004145  0.3651083536   0.6611736173   0.611881908    174.5374074    26.59978721    1.820674875    
128      I1         0.4360475337   1.74754868     2.888551602    0.989453186    0.6396143959   2.073431759    2.740645832    3.316869924    2.690667852    0.1149770276   0.5322708648   0.8100140223   0.690622874    2.306598532    48.09041996    2.368693685    
129      I1         1.031569625    2.694562258    3.151201792    0.7262102806   0.1685791455   9.893005244    3.17842612     2.929783932    2.643758823    0.03044819267  0.2279536292   0.1585844965   0.06344198021  36.80317704    66.57103353    1.623780494    
130      I1         0.6957140961   1.542045094    2.797400905    0.5617577824   0.2087928288   0.3973248431   1.021002136    1.585006259    2.85167027     0.05190840555  0.8710900722   0.8932604974   0.1553508763   98.6289508     102.2203712    2.481378407    
131      I1         1.82491466     1.67081122     2.752934595    0.3947952275   0.2935083771   7.310678901    2.696259644    1.833699221    2.167707434    0.05686321091  0.1131014103   1.055033212    0.8230680781   290.9305997    97.88942108    0.6993851324   
132      I1         0.866175135    1.051939886    3.860473881    0.3579996258   0.2098740821   1.63161365     2.446361673    2.635278735    2.213864202    0.01594580139  0.953142778    0.07242328134  0.6453966659   120.8232361    72.60417156    1.491837039    
133      I1         1.690483718    1.987294004    4.08083248     0.5475402506   0.941542642    3.614292698    1.90589796     2.148916167    2.26324263     0.06129530733  0.8897819682   0.339948886    0.4872428755   44.77880137    82.93076728    1.605164995    
134      I1         0.4552595495   2.462764673    3.941439147    0.6112363957   0.4780046208   1.857627286    2.971264849    2.827554259    0.833782401    0.004566311434 0.2915476235   1.000148225    0.79086059     231.1400687    34.18141772    1.691177729    
135      I1         1.915915018    1.806078942    2.57275019     0.5748104646   0.9310201391   4.801508251    2.648130001    1.245559558    1.997537949    0.1137279516   0.1842874824   0.5588946152   0.1991792339   109.969743     78.21964475    1.797241876    
136      I1         1.868473146    1.327864414    3.805383155    0.3703465277   0.807958624    0.5511667692   2.287974566    1.236715447    0.2156274724   0.03426764579  0.07963574561  0.5082892904   0.8707428814   47.63604804    122.4196175    0.7149416857   
137      I1         1.076181637    1.545416253    4.300944502    0.6465402684   0.07719894133  6.315550258    1.607700684    1.531041733    1.9830616      0.04671383839  0.4139036508   0.692452883    0.493191989    256.50766      31.47455974    1.66413472     
138      I1         1.446335508    2.353332986    4.497385341    0.7599331456   0.3475140804   5.436145523    1.313900634    2.442475446    0.5971889914   0.04547109463  0.2234199569   1.128340904    0.5406141159   215.6131723    107.7474422    1.674412012    
139      I1         0.6363943388   2.165513297    3.847275111    0.1869733362   0.1628758786   5.318249909    3.368082352    2.052800766    2.1707718      0.1206147644   0.0312338462   0.283776735    0.3683275685   226.5559165    125.1000824    1.648957045    
140      I1         1.674256652    2.444789642    4.125732872    0.100521532    0.2052308283   9.990094479    2.673313704    2.559837649    0.793043185    0.01772804497  0.1493974259   0.4287696594   0.2318901906   127.3108796    96.3387114     1.519307288    
141      I1         1.531535246    1.772829532    2.983373812    0.876164382    0.7468992355   1.941395209    3.006983899    1.335024105    2.944660868    0.1442139979   0.5704730257   0.5008630138   0.6557698616   112.7548935    40.0594674     0.9312842416   
142      I1         1.998319731    1.875005895    4.207658737    0.5638427568   0.6908226698   2.571069128    1.249022616    2.160588461    1.016379546    0.003060217119 0.1542354151   0.7114984246   0.2072982642   168.8249496    4.470152809    2.449904788    
143      I1         1.670202853    1.901955297    4.105667461    0.9063060078   0.5220185425   2.837997409    1.04606843     2.621275583    1.64450627     0.1450897989   0.7424584988   0.3019349326   0.3652102566   114.3641201    20.38480195    2.170490907    
144      I1         0.8480205554   1.693992783    3.764382356    0.4751500174   0.4360470655   3.506294406    2.218883641    2.719632103    0.9403590634   0.02946190949  0.4777863327   0.624995087    0.4298114621   281.6483194    47.52533367    1.717018684    
145      I1         1.740831827    1.712391478    4.218569711    0.4223373309   0.191096213    5.877084206    2.706674091    1.997363397    1.495739404    0.09956963832  0.2773856499   0.6994534355   0.1670555033   19.25676764    123.5548873    1.619962666    
146      I1         0.36004142     1.664203842    3.984371269    0.03599679946  0.7373991272   2.271706462    1.921338824    3.247583164    2.3880732      0.02710504355  0.03841002418  0.2123935679   0.7611463127   70.35199221    14.52679411    1.525563954    
147      I1         1.464084269    1.299671974    3.537894867    0.7643935641   0.8581902132   4.60317251     2.824598703    3.492610805    2.562126967    0.03280953308  0.2710083945   0.1644694422   0.1829186163   64.408746      109.842588     1.680246634    
148      I1         0.7196277594   1.794869922    2.599265732    0.9308505921   0.7502055389   6.104156355    1.897459978    1.105445557    1.729465576    0.03584871559  0.3675031514   0.6438503953   0.6149804455   118.3260517    70.46724502    1.859963945    
149      I1         1.628908169    2.191445607    2.605669016    0.282446083    0.3221937678   4.447244152    2.375909093    1.080440081    1.791609941    0.02566842705  0.8991011224   1.102553393    0.329037637    43.72875056    136.2345615    1.552659178    
150      I1         0.6158441461   1.675837711    3.409406389    0.3419970723   0.9372722994   2.858188311    1.259489469    1.676098353    1.844383773    0.1358878523   0.1670890368   0.412084686    0.2437367162   85.81621794    92.95450095    1.839371243    
151      I1         1.578140663    1.265502074    3.54214926     0.05397155562  0.1311815475   8.296674237    2.099260682    2.469416308    0.4075683823   0.08996766171  0.1366489505   0.9126722001   0.5432288744   99.24396179    30.77026272    1.357992727    
152      I1         0.3443498047   1.637809805    3.024145158    0.1033801179   0.6568343862   3.697353834    3.440100491    2.950141632    0.8735526437   0.0174661163   0.6653744651   0.3757910895   0.9005351158   172.5609345    50.14889593    1.550584891    
153      I1         1.783188645    1.285348205    3.711363838    0.7968582963   0.6515158266   0.6281363281   3.341203918    2.476331397    1.317874553    0.1330180116   0.7117142491   0.6865957214   0.1411218754   5.486279474    127.7192303    2.072233885    
154      I1         1.870099175    1.502985028    2.591160766    0.5353698492   0.2156810159   7.21046598     1.037207481    3.359483351    1.6990783      0.03343537308  0.552580381    0.5424133583   0.05820763526  224.7566331    94.2994033     2.634911447    
155      I1         0.39845222     2.512240563    3.639907075    0.6090147236   0.6746964876   4.894030408    1.553425089    1.789755191    1.240053757    0.09809304306  0.6462075755   0.4252247344   0.1912374468   249.7817736    63.36051462    2.324115118    
156      I1         1.275950592    1.005001595    3.461227053    0.9105767505   0.5642428646   8.584118857    1.090770128    2.205163991    1.943815321    0.1275981833   0.6730973224   0.07879512173  0.2706470175   270.1435553    125.5680951    2.182229       
157      I1         0.5570628343   2.590534515    3.195114581    0.2099069187   0.1446908839   7.283779674    3.160608938    1.024926943    1.934508574    0.1181960738   0.2815096692   0.1320208587   0.625535804    117.7215722    119.5027941    1.608007148    
158      I1         1.012847891    2.226407977    3.903464658    0.01761344909  0.6720925495   7.534625544    1.499940044    2.063953377    0.1141514137   0.1482336956   0.6277035042   0.1473948366   0.3552750799   141.1108677    120.0728977    1.780497757    
159      I1         1.062583374    2.29651723     4.311366217    0.07903790755  0.9622850424   5.524604038    2.988478439    3.174512681    1.134814488    0.1023025485   0.5897202163   0.4380364683   0.911981438    241.3140492    8.10584763     1.058557481    
160      I1         0.6729906473   1.353113064    3.735029668    0.6010773471   0.1250539843   1.593846828    1.959406696    1.468210805    1.612409251    0.02040475474  0.09845278927  0.05594325398  0.6625361001   299.5944362    7.379396369    1.617799115    
161      I1         1.498235502    2.619524521    3.03283948     0.01128075689  0.2717204916   9.929435802    1.752894144    1.042648812    2.279911191    0.01109025262  0.344593007    0.0743784755   0.9596096965   175.5679263    118.4250776    0.9301178717   
162      I1         1.098367723    1.290716929    4.397440051    0.02456168552  0.813832477    4.45813412     1.834735672    3.278161532    1.570555917    0.1200997495   0.5812672276   0.5716126027   0.8651579787   194.4202671    116.4609991    1.102310258    
163      I1         0.4304851418   1.605384842    3.809025626    0.1423160262   0.8223547415   9.849586199    2.613947314    2.990559283    2.455429204    0.06171436336  0.9659103954   0.9157436594   0.74677619     55.58613567    42.7762355     1.590942161    
164      I1         0.719191177    2.455724537    3.563084631    0.06864317479  0.5565208168   3.812652926    2.627786828    2.276303189    2.874793484    0.08110155981  0.03374676109  0.0830471984   0.1311736282   248.8065235    2.068026323    2.120540376    
165      I1         0.9657950803   1.550618968    3.357614425    0.4528106755   0.537096675    3.372111183    1.317125486    1.381929179    1.326891989    0.01875188768  0.6246113314   0.8766727676   0.8822068781   247.3235655    117.357825     1.418264193    
166      I1         1.564016217    1.855932989    3.325752487    0.6948103972   0.5694610568   5.787673809    1.428436597    2.331733285    1.781708629    0.08820988665  0.5926809991   0.4881783571   0.6990448464   61.67340532    141.0461087    1.459915526    
167      I1         0.6677877611   2.391765973    3.824234156    0.7134540686   0.8928641198   5.275197541    1.297965078    2.343669545    2.246623344    0.03121684823  0.734230837    1.139151374    0.2982938786   145.4379362    89.38752295    2.11454458     
168      I1         1.23714383     1.201716412    2.555153062    0.3297835083   0.6994658029   6.48335404     1.212281635    1.881122969    1.731088826    0.02224212373  0.6526310805   0.5134655408   0.01791715943  100.4851703    65.04220425    2.453875342    
169      I1         1.764753117    2.273852932    3.938366512    0.594645732    0.714725534    4.331382158    1.360166142    2.030857783    2.830932117    0.1031327975   0.7601287709   0.8315909743   0.3483578245   14.94503516    17.15284995    2.06638684     
170      I1         1.107474017    1.07842609     2.915172285    0.9485655461   0.2644768829   7.789316642    1.982777018    1.372612875    1.220426095    0.06562738246  0.5800690266   0.3954959469   0.2755765532   198.1020128    140.1907348    1.864725458    
171      I1         0.7805910733   1.149679854    3.63207404     0.4496035419   0.7065786773   9.121403494    3.411552897    1.926072213    2.375916342    0.1062882391   0.07074815394  0.5352663687   0.768722082    80.84809414    121.1515724    1.154449178    
172      I1         1.015064302    1.580142564    2.85479035     0.3240121076   0.2877460165   6.165109595    2.258941039    2.014075479    1.923184167    0.1366588445   0.3224624452   1.112661333    0.6687218502   56.65688       114.7179262    0.898302449    
173      I1         0.3237088733   2.153882841    4.469608268    0.9014394052   0.1890601572   6.352420219    1.155739705    3.105729302    2.42644469     0.0854542716   0.1192192009   0.3452530149   0.3832331894   135.6036133    57.79804526    2.243746596    
174      I1         0.3540151082   2.180520308    2.955537223    0.9575132077   0.5953864639   0.1095228706   3.138695567    2.784557048    1.765927174    0.07590941373  0.1911897096   1.045072957    0.7941812817   227.2483018    84.26110563    1.972267055    
175      I1         1.722002096    1.887784017    2.544647477    0.9378834073   0.7054546704   2.35856479     1.47547493     1.027055018    2.503795788    0.09306579411  0.7945921281   0.1742958208   0.1645480423   148.5886736    113.2515292    2.262829185    
176      I1         0.6098356177   1.930591487    2.518656767    0.4782339761   0.0890321183   2.999869278    2.87143989     1.874189532    1.482981472    0.06861770388  0.6909381389   0.3430472589   0.6102148963   203.1565013    134.5924741    1.497225676    
177      I1         0.9241843732   2.141465459    3.168104999    0.4984778558   0.7282635288   4.166339747    1.445860462    1.663844808    0.7163071701   0.03678181562  0.3082518743   0.381971943    0.4697879831   129.0212079    149.4007849    1.608973407    
178      I1         0.6401521459   2.186006007    3.910475407    0.05106478175  0.06335144982  4.058018758    1.193195169    1.53743792     2.181265619    0.05129799191  0.1278751251   0.5737659949   0.301561787    236.1148217    68.57557164    2.170695007    
179      I1         0.519434217    2.000874494    2.804628639    0.8012678524   0.3931840479   1.989780196    2.847176678    3.049013371    0.6070820903   0.002437925889 0.1054254451   0.13952398     0.5865047529   50.27717509    111.309027     1.711366202    
180      I1         1.474533859    2.049813049    4.328839539    0.09506460568  0.8178788364   1.010521473    1.77103213     1.767285865    1.802609273    0.1280895555   0.574308269    0.6505647267   0.01106078938  161.4886993    11.30914227    2.556756763    
181      I1         1.701964074    2.543200157    3.18661111     0.941346387    0.15576903     3.91128993     2.319904806    1.825856824    2.063724258    0.005641661632 0.4517761747   0.5546934006   0.3702395307   153.4916622    49.4899528     1.577327597    
182      I1         1.200518864    1.024249216    3.752344211    0.8802523054   0.4105007558   0.4383188587   1.490517732    3.48587076     1.886483438    0.08303546076  0.6233839663   0.9963729358   0.03461643696  173.56565      138.7247401    2.513955074    
183      I1         1.117992494    1.41831238     3.778708329    0.9844407052   0.2851235629   3.665753972    3.397554594    2.667509214    2.461634426    0.08656574509  0.9566732146   0.7622801242   0.7547414511   93.0495827     46.5592925     1.141577024    
184      I1         0.9059262998   1.648557062    4.145470396    0.2578996488   0.9325752491   7.465637508    2.518181823    2.035187039    2.234202481    0.1045452884   0.518489786    1.123694287    0.8546701463   260.7460697    131.9412936    1.217980615    
185      I1         0.973829551    1.109985789    4.415591986    0.05814758281  0.356885533    3.585673627    2.18230542     1.943476169    2.321944484    0.04225868721  0.5287221756   0.6197034382   0.1579132977   57.02951108    90.12263183    1.614526075    
186      I1         1.415755904    1.57146601     2.576428011    0.8261550649   0.5846141512   8.818446818    2.581542838    3.039884572    0.6858213624   0.006761099153 0.925605282    0.9599295013   0.08404751206  152.8176848    42.16049187    2.063004179    
187      I1         0.4921449078   1.266991593    2.934513602    0.3637232882   0.2464161253   1.28832285     2.110244726    1.848369524    0.851993981    0.1336561882   0.2437438641   1.134553923    0.9455117202   196.2006993    32.185218      1.366336983    
188      I1         0.4976089969   2.664262274    3.968111588    0.6602045533   0.827400762    4.504271809    2.314827831    3.129949977    0.08897682175  0.1448116747   0.5592818801   0.3877138866   0.3061064784   218.0216984    80.73143577    2.072768889    
189      I1         1.406987481    1.259956569    3.164319841    0.3140481537   0.8833437898   5.618450393    1.340808712    1.633826458    2.886625414    0.09709951744  0.6159562813   0.1827940405   0.7802181566   207.8621935    19.57059902    1.410888048    
190      I1         1.72488636     1.469167139    4.489577456    0.0903694521   0.320086903    5.567548951    2.598481492    1.669988901    0.1460163767   0.08918136731  0.958086421    0.2361322118   0.4711652302   267.8018334    128.1702924    1.472614044    
191      I1         1.422242053    1.219835666    3.979006456    0.4094759667   0.7618330616   6.296109337    1.134577945    3.466391752    1.871008319    0.01167305192  0.3165357638   0.7248481562   0.6067146069   87.38523447    94.72441447    1.691694623    
192      I1         1.771193562    1.43332527     3.20471397     0.4686115266   0.8329797208   1.323055332    2.279363941    1.281118921    0.1038278484   0.1353491659   0.6380033089   0.2207000871   0.8344945599   214.0822239    124.3246398    0.692627035    
193      I1         1.144801891    2.6877406      4.314317134    0.1350522446   0.4023888976   6.710055755    2.273167593    3.418092523    0.773047494    0.09267348606  0.9120284746   0.3242320639   0.0133607489   212.9206545    99.23877868    2.317443815    
194      I1         1.775966423    1.046458867    2.93227432     0.7426416074   0.3741075441   6.175578454    3.102060641    1.572091987    2.115350481    0.143757588    0.5723086485   0.5637052009   0.5281454615   182.1226911    18.14997338    1.242787376    
195      I1         1.973053607    1.749257324    3.506186554    0.07083899011  0.1849948652   2.34359497     1.97242533     3.053054538    2.969691278    0.009130708936 0.1712968366   1.078614063    0.7441597522   101.0190475    148.2427651    0.8720344973   
196      I1         0.5144262091   1.576814556    2.615440332    0.465210757    0.2666295428   3.486612735    2.749416291    2.91860866     2.280089251    0.1026995122   0.752720134    0.9279332288   0.5671699628   209.3959935    47.69460748    1.550915903    
197      I1         1.80468192     2.007974284    3.087118066    0.8487916483   0.6438213597   1.393663158    2.123644312    2.00085292     2.860723638    0.04897151453  0.5236724447   1.010849081    0.6040815077   73.59659425    88.39866443    1.093055666    
198      I1         1.850647614    1.96163696     2.635728609    0.127562032    0.08592714136  6.983470842    3.428614514    1.724899099    1.515475977    0.06902304405  0.155539596    0.1044588344   0.6493812394   1.738969859    92.06306293    0.7562709552   
199      I1         1.444278275    1.371707752    3.190784844    0.1569038732   0.2484786123   4.884283603    2.154174786    1.094410435    0.892350809    1.51054e-05    0.4224313246   0.2068749184   0.02290035419  169.6505415    63.97440123    2.248701837    
200      I1         1.085592975    1.614103081    4.028099965    0.7660642874   0.2999623596   2.681876318    2.525981301    1.142390552    2.807889658    0.1119050489   0.6045484643   0.2037311907   0.7836682486   146.8788116    57.22535678    1.182038207    
201      I1         1.921550885    2.221495105    4.180923743    0.02682032949  0.3533398499   0.1747179927   3.024165153    1.45518191     0.05531197892  0.04288900705  0.8058890748   0.8699277739   0.2934740137   268.3080753    23.86762502    1.967371358    
202      I1         1.589566797    1.173806576    4.446948188    0.9315443773   0.7841465648   2.653942694    2.18375314     3.372664795    1.145453166    0.02823281811  0.1865294005   0.6568268225   0.7261842032   210.9726259    55.45466871    1.051795346    
203      I1         1.857817526    1.754827795    2.972977533    0.2729217598   0.2751800928   9.301918015    2.332507761    1.743068374    2.408827111    0.1291166391   0.3571565172   0.2490722397   0.577400331    265.7654502    79.90908632    1.178458189    
204      I1         0.4479365181   2.27527896     4.406230546    0.6160442773   0.9830281785   6.953071345    2.917057999    2.131057701    2.821344562    0.03485736211  0.07284713712  0.4536963683   0.701314373    138.619975     70.55826741    1.668178299    
205      I1         0.7856290043   2.232347639    3.839459706    0.6646589952   0.4242836668   9.36699869     2.509368311    1.545250241    2.606132663    0.03249376441  0.9692342289   0.5516729922   0.9871109278   83.85631041    46.60306208    1.266154654    
206      I1         0.5874682381   1.222511354    3.665054857    0.2626567102   0.8350015658   9.773474863    3.423253803    3.430714476    0.3350078173   0.05072073839  0.7438315724   0.3294801577   0.4220535311   242.4678243    23.54091916    1.830993652    
207      I1         0.8114660747   1.186086906    3.419812513    0.06021600091  0.07391524674  3.289680331    3.190779325    1.332235892    1.362935375    0.04463007965  0.2962104181   0.1897653558   0.08784982144  26.92431031    69.10347822    1.55900433     
208      I1         1.186805977    1.919140271    2.651214515    0.5377850523   0.9527122088   2.891081887    2.360791691    3.179087037    2.756282804    0.06402426088  0.5121776273   0.9049074618   0.2323764253   122.3975556    132.3130018    1.49218474     
209      I1         0.937441218    1.248939516    3.34417956     0.588488354    0.1413102393   9.435916875    1.591318896    1.821997138    0.564990436    0.07903607371  0.6424886702   0.7666318537   0.5004609389   195.0353526    133.4176995    1.598355055    
210      I1         0.6609580598   1.717746796    2.885188013    0.8700867974   0.3787398946   1.813236371    3.090544016    2.797410481    0.04195670478  0.09042048837  0.6622788737   1.108283211    0.2539026058   262.5801591    129.7093211    2.011790181    
211      I1         1.026046435    1.926213285    3.21120112     0.2228202545   0.8857831008   8.415995466    1.409865042    1.004215911    0.9506316389   0.009597835542 0.471523116    0.2987330383   0.9526633095   125.9022149    2.876879457    1.311292189    
212      I1         0.9154537974   2.129963821    3.742895652    0.2345873294   0.1597277525   5.484717207    1.626046344    1.901372925    2.728142416    0.05810579234  0.6345085928   0.6457519393   0.4866094379   131.4081958    14.92441053    1.709172201    
213      I1         0.6021373378   2.660330014    4.08921173     0.06244660579  0.8994223175   0.803349096    1.546078346    1.321232215    0.5495606192   0.02759367302  0.8840465798   0.7772470355   0.4197933373   126.6189608    32.85165898    1.977780846    
214      I1         0.3949104709   2.564005466    3.888104274    0.7502022129   0.9751072237   4.365068302    1.17345003     2.097689552    0.1728613688   0.01004592647  0.3840404485   0.2792048372   0.3379981803   90.49816633    76.17751142    2.192520641    
215      I1         1.112249205    2.637878489    3.474362922    0.1241161824   0.9087467498   0.6063780837   3.322483215    2.307406288    1.963028152    0.1098117906   0.09294860668  1.072461806    0.2879610634   45.18519041    99.00816248    0.8282204118   
216      I1         1.892783879    1.899072277    3.447680515    0.2810816412   0.6156617733   7.256774185    2.161512037    1.183673362    2.516544502    0.06286047971  0.9606638568   1.116967097    0.2193800096   298.7056752    141.7264614    2.014343071    
217      I1         1.005887567    2.447268904    4.382333396    0.5006140939   0.685109752    3.940408519    1.101469934    2.982523479    1.042874544    0.05745063693  0.3744266232   0.5961222838   0.09942957066  211.4737625    83.86093681    2.458207396    
218      I1         1.901462023    1.865102614    4.440692207    0.2053694139   0.09428000369  6.763594913    1.014254631    2.43486567     1.237985725    0.08755759121  0.4873146741   0.5799242426   0.360840303    91.88132654    46.01438312    2.119546578    
219      I1         0.5625116465   2.171886984    3.496524632    0.7860742005   0.1214055083   1.544169539    1.286243391    2.752908861    1.352460325    0.1308392336   0.3726005921   0.09719628331  0.1240867896   29.45297906    15.09830109    2.282393149    
220      I1         0.9989670997   2.282828503    2.672121545    0.2944660222   0.3027026087   9.273599008    1.865408501    2.530530063    1.400116498    0.1016877371   0.9342578822   0.1442289215   0.4183060383   144.6267856    31.91105415    1.63460879     
221      I1         1.659968719    2.470183567    3.306796818    0.3768789556   0.07942275114  3.161734854    2.009567014    2.463793211    2.139711291    0.08492557991  0.6085988422   0.8546714024   0.4042197908   273.9110007    37.72732025    1.595448391    
222      I1         0.5014862514   1.509549826    3.097604414    0.2528676024   0.9267890524   2.715362389    1.512162257    2.581485745    2.975608582    0.08357216988  0.5347269965   0.2162256522   0.8802202827   74.87586518    30.54064899    1.493572311    
223      I1         0.4433185135   1.042055073    2.895061716    0.7065912886   0.04916239375  1.276621057    2.574820401    1.980553407    0.976695209    0.05529281202  0.548414806    0.4694185475   0.05093815793  191.0291553    71.54433989    2.317626807    
224      I1         0.5783994492   1.702042258    2.50197392     0.4149177055   0.9224487796   3.558779445    1.026485822    2.711427414    0.3761069066   0.006428487063 0.9823118167   0.8945169522   0.2664265345   76.68566413    95.90901918    2.454208299    
225      I1         1.815934321    2.106105563    3.526345781    0.2257529178   0.3850713039   6.124559585    2.33548061     1.602324691    0.7675840782   0.0562985517   0.679934201    0.2889713852   0.7742532263   8.415891249    93.41237131    0.6988909983   
226      I1         1.492923017    1.105283673    2.841873065    0.7479293057   0.9077946181   8.370357904    3.345000024    1.315299118    0.2625193192   0.1114108249   0.5976677804   0.7507657814   0.4451057016   243.7621027    56.72753172    1.350732296    
227      I1         1.024984263    2.241502952    3.13492306     0.2506824008   0.172586491    6.688892982    3.147121145    2.322506905    0.3103863271   0.08572637968  0.7810898679   0.758892404    0.3966967686   10.33365365    61.45871997    1.347356801    
228      I1         0.4689079693   1.941346502    4.278076749    0.7827888579   0.367962828    0.9747690129   3.210067409    2.87656138     2.574276153    0.03955732123  0.6849521549   0.08831018681  0.7852617269   244.4007289    96.76184956    1.732589419    
229      I1         0.3762842491   2.306006852    4.068233866    0.3745234011   0.8629435835   3.745943433    3.047077183    2.572149963    1.1564665      0.1285822193   0.747979466    0.162632216    0.05249524187  263.9258096    138.0579531    2.397448663    
230      I1         0.551983061    1.727952704    3.703694044    0.1822568941   0.7707287291   5.682692331    2.65257171     3.396018735    2.257492009    0.1001235862   0.5262936655   0.4341630877   0.3146862178   92.59751234    102.9094125    1.576337446    
231      I1         0.7603459946   1.90839714     4.04804838     0.5167904168   0.4617170534   8.095700615    1.500558745    2.069432619    1.174228981    0.131152837    0.2062493005   0.9578226726   0.6367645769   234.1392081    34.01507146    1.693148876    
232      I1         1.751218561    1.618783662    3.859167714    0.6022610977   0.1177522271   7.623043751    3.081848135    1.709532016    0.346218052    0.005011447635 0.3501311226   1.065014232    0.8581004597   42.65761343    62.70282187    0.7748748647   
233      I1         0.8884118105   1.880140909    3.784201027    0.3203010297   0.2576233267   2.025216672    3.311063793    2.341144695    2.935511844    0.04949551505  0.752229739    0.2940092692   0.1509498368   278.6369989    55.9271029     2.119388526    
234      I1         1.428226823    1.338449556    3.951384311    0.2674938073   0.8500911906   3.347979457    2.562418642    2.769704454    1.059339671    0.1421229846   0.647013944    1.002901313    0.8084102045   20.26446305    81.1188709     0.8477957247   
235      I1         0.6881199015   1.643923416    3.64216882     0.7362907138   0.03575032858  6.634035164    1.237292771    1.060414952    2.952056553    0.1362571873   0.678096566    0.7445340188   0.7637092464   13.99949595    86.62138961    1.672496453    
236      I1         0.872472806    2.024418459    2.908180833    0.3961759723   0.06031807634  7.772486148    2.301125446    3.300972205    2.470229952    0.129995887    0.1646090425   1.020408827    0.32592438     294.4084502    29.10187881    1.719889       
237      I1         1.335763744    2.594591468    3.140613029    0.0138220575   0.7934731076   5.220264853    3.169229962    3.448161694    1.530561141    0.1101468223   0.6012892504   0.494073817    0.4534370326   31.78954338    25.16138255    0.8167553057   
238      I1         1.420646476    2.61158016     2.674299496    0.5699990112   0.3045696348   0.275446016    2.473955203    1.733278122    2.222688617    0.1069808297   0.8531379856   0.4627369264   0.6636329825   291.3642826    21.81125265    1.052865565    
239      I1         1.381827444    1.437335597    4.13262006     0.7390744977   0.1376139005   3.661604156    1.305595537    2.682615667    0.8071731209   0.019699681    0.2500260837   0.02426705088  0.9844976792   156.5845534    120.8889062    1.290900393    
240      I1         0.8936899455   1.51774427     4.357918419    0.1911231965   0.9713532722   0.9222992184   2.076376343    2.242980294    2.814390404    0.1044228546   0.5043914338   0.4716929537   0.9637840462   202.9541163    114.0757144    1.132093463    
241      I1         0.3131261282   1.535255594    3.732907637    0.8583340564   0.6208331469   3.783799195    2.804740768    1.405590614    0.5814530177   0.09929096361  0.5952331478   0.7051120933   0.2951339955   208.5614263    93.93489704    2.249327127    
242      I1         1.177159204    2.013724513    3.385764139    0.2398713653   0.9466801024   7.027733153    1.576151478    3.006776598    1.564860849    0.01653220019  0.05292350722  0.4596001028   0.6794490083   177.386245     51.75099578    1.31132767     
243      I1         1.324356168    2.06095185     2.612978149    0.3617429562   0.9848527638   9.65776003     1.658034061    1.308054637    0.6972503477   0.1174376203   0.4664585421   0.7921474845   0.2370172605   188.9014192    112.9091399    1.866880117    
244      I1         0.3902345162   2.555003389    2.737443737    0.6177638289   0.3801969768   6.827758737    1.741723812    1.496207623    0.03983749031  0.0392917386   0.19955821     0.9714150189   0.4658098112   3.262979616    27.83953012    1.923385906    
245      I1         0.6296351808   1.995419009    2.83496418     0.3832702037   0.3331156004   2.770534601    1.995923004    2.024156873    2.34262518     0.1389040954   0.563570166    0.1540269885   0.6518519677   40.37664948    124.9380678    1.303040455    
246      I1         1.608771412    2.623360368    4.266933182    0.1448942896   0.01152641849  7.375963574    2.503245116    2.850472546    1.00504669     0.05880713525  0.8006483691   0.9651459609   0.7769914031   189.9330842    16.43947822    0.9895119361   
247      I1         1.618362611    1.972364014    3.304219489    0.3027917464   0.220584488    1.57776624     1.460551876    1.631609265    0.450421561    0.008861567298 0.9388413668   0.5859328164   0.6432079067   22.93966443    10.86534744    1.496934203    
248      I1         0.3485504418   2.309147292    3.443101497    0.2212320219   0.7898699603   8.960502068    3.451758046    1.114278104    0.06471579987  0.06649909936  0.696974291    0.5656072529   0.1120994263   232.1646675    15.631183      2.26195135     
249      I1         1.434442838    1.100195685    3.068165516    0.9033250825   0.4326145925   3.876418288    1.712747488    2.907393981    1.201611687    0.01252780878  0.318113909    0.2305507164   0.4081524992   32.69291037    22.17665873    1.638929789    
250      I1         1.250014581    1.346035666    3.112754433    0.7782062663   0.5611679837   4.956372551    1.780841718    3.014004926    0.2290742574   0.1246364786   0.8033464292   0.2457535566   0.9770078977   63.35529663    74.52259584    1.276946457    
251      I1         1.542088596    2.23575481     4.413056666    0.7047729654   0.06917312631  2.534502614    2.857879381    1.616562279    1.911208769    0.07386629223  0.5415207722   0.1920715192   0.09745720354  254.9773908    134.3344145    2.112497628    
252      I1         1.296228928    2.364682212    4.324691621    0.4895793974   0.812421547    5.955674479    3.028973259    1.893607026    0.1379623481   0.08887611026  0.707761762    0.2242835248   0.5235625515   150.2361612    12.54882834    1.412183457    
253      I1         1.557081237    2.148702014    3.03564899     0.3857637516   0.2239289244   5.044471134    2.065274884    2.651543135    0.5220467322   0.0360004772   0.8624352693   0.03642676019  0.8501362605   257.7804318    87.53661103    0.8061301868   
254      I1         1.212023774    2.653075503    3.056453917    0.5852573008   0.7807575394   8.62880349     1.279143474    2.238241584    1.263788492    0.1133079901   0.6753954997   0.755336269    0.9071518213   154.769381     140.7580429    1.425728831    
