%eval_id interface log__t_efold_soil log__t_efold_karst f_exfiltration_soil PDD_melt_factor log__H0_pdm_soil log__fdd_threshold snow_insulation_k recession_b_soil recession_b_karst neg_kge        
201      I1         1.769000019    4.300621351    0.6151645374   6.071087486    1.676479829    0.2491815813   0.09989284946  1.781118921    2.533378131    0.9857511207   
202      I1         2.134442838    3.643957664    0.680704075    8.830805189    1.991294021    2.797646994    0.07806752675  3.578306968    1.799063443    0.7868557842   
203      I1         2.082954783    3.549620411    0.9180832957   5.279880397    3.099438063    0.207265161    0.04764389679  2.95213507     3.135856793    0.511238127    
204      I1         1.248941289    4.485577177    0.06177781765  9.762333124    2.606159173    1.542572691    0.1386638276   2.292332947    3.479930285    0.7274355391   
205      I1         1.637441218    3.677499404    0.4488348579   5.722193126    2.667210267    1.578399193    0.02999640266  1.718294135    1.707374331    0.4031836035   
206      I1         1.023708873    3.163309721    0.5941336885   3.56941665     1.404538636    1.996634237    0.01159171013  2.03743792     1.757371307    1.168099117    
207      I1         1.499907384    4.202669299    0.1741324481   0.7145979613   1.649175722    1.418535867    0.04308118305  3.613128373    3.55852496     1.006409901    
208      I1         1.124056614    4.405322966    0.4367642042   7.13699363     1.772698782    0.0684235601   0.1055720617   3.414440764    1.883528452    0.8124915937   
209      I1         2.242088596    3.398219087    0.2724680051   4.385849245    1.554041627    0.3071230386   0.03749183454  1.789431211    3.662734639    1.313642534    
210      I1         2.120646476    4.105508484    0.420406943    3.858926126    2.613664428    1.617013795    0.1217383955   2.374189532    2.984757191    0.3176015436   
211      I1         2.58843912     4.051475994    0.6588747364   5.551266989    2.478401537    2.085900255    0.005446207663 1.745559558    2.804050708    0.4192466435   
212      I1         1.75919981     4.212617102    0.5129094329   8.435953095    3.276464541    2.815735903    0.07919428837  2.530857783    2.605743324    0.442259298    
213      I1         1.506686259    3.568702518    0.8615087911   5.197905472    1.830520305    1.144369178    0.04554967447  3.956802693    2.834919408    1.241000978    
214      I1         2.047496987    2.992132212    0.4518221431   2.004962762    2.65008772     2.291725214    0.006088196049 1.835024105    1.872698912    0.2913538904   
215      I1         1.950014581    4.390829881    0.0410973      3.026589051    1.381958552    0.6937720412   0.0696907222   3.872664795    3.1198461      1.623223818    
216      I1         1.631479492    3.120052013    0.5854480101   0.1386105809   3.205502032    0.6028517103   0.1164302559   3.278143438    2.397393706    0.4331139912   
217      I1         1.262511647    3.718143008    0.3318330314   4.356625167    1.051082731    2.733758634    0.08588854384  3.800972205    3.787146139    1.812123333    
218      I1         1.969443469    3.073276905    0.01914181588  6.810519594    3.376384291    0.3428430264   0.1082844461   1.553804211    1.758655273    0.860149883    
219      I1         1.930764125    3.49614958     0.8975694465   1.296819446    1.693852907    1.672257695    0.0991543026   3.752977327    1.813422422    1.485778594    
220      I1         2.024356168    2.781749931    0.3707704154   2.119467852    2.677141229    2.185054212    0.06648024578  3.902387101    3.208991506    0.2869797814   
221      I1         2.581864559    3.250364477    0.9609391812   3.740235331    1.498037827    0.3179425899   0.002764105817 3.719664226    1.853174986    1.909412181    
222      I1         1.731569625    3.222474213    0.9486400733   4.944730647    3.227917831    1.026246283    0.08255454558  2.480553407    3.979673818    0.6088631821   
223      I1         1.209466336    3.00061826     0.03702500014  9.336760321    2.989464185    1.774446812    0.1493936339   3.978063229    2.038246443    0.7668720821   
224      I1         2.483188645    2.549476557    0.01096722084  6.17371461     3.060915399    1.79248387     0.09683683881  2.93486567     1.779173181    0.6110504751   
225      I1         1.326381695    3.381479204    0.7784345942   2.368790368    1.232927153    2.525969756    0.03276470079  3.008765513    3.883936365    1.730392985    
226      I1         1.270248705    3.754640545    0.4302310682   3.330466053    1.850548838    1.064937181    0.1157933329   1.872612875    2.531654771    0.6986457899   
227      I1         1.724984263    3.147787021    0.9571056477   0.2471027414   1.65885405     2.880275581    0.01094030814  3.167509214    1.945706644    1.583518029    
228      I1         1.005267824    4.329415751    0.3182065859   3.237467964    1.12836244     0.5726606654   0.02570619579  3.395857416    1.826378701    1.509858436    
229      I1         1.905255055    4.114596837    0.3645190706   8.850027941    2.344634375    2.045497295    0.07458020485  2.607063431    2.966469572    0.3830431601   
230      I1         2.656310536    3.073491358    0.6701648046   8.370694267    2.978344882    0.03056785033  0.01380381433  1.560414952    3.757234984    0.3211150874   
231      I1         1.93714383     3.500850289    0.6976976822   3.057794173    2.789223225    0.1025208663   0.04422439376  3.407393981    2.454544305    0.4030411858   
232      I1         1.705887567    3.882876357    0.7513061837   1.697965596    1.418313228    2.641953581    0.03320550532  3.594863092    3.112090479    1.654459066    
233      I1         1.147936518    3.325932068    0.7347131634   3.653321701    2.89194969     0.9107280868   0.004779192958 2.031041733    2.049037448    0.5885052399   
234      I1         2.152181115    3.620247636    0.2100086081   9.558525774    1.701845824    1.908977151    0.05086975087  2.631057701    2.435537304    1.076731578    
235      I1         1.826024947    4.238652031    0.8883672173   3.870790833    3.050593053    0.07826459706  0.01636706472  1.623376182    2.857431935    0.3228202765   
236      I1         2.458476031    4.220899615    0.6035682808   2.60429237     2.205922223    1.452736487    0.128321734    1.655328901    1.667504458    0.5542837702   
237      I1         2.274434238    2.79992798     0.05017522815  1.66206463     2.193889339    0.9549404686   0.05584114343  3.121275583    3.58649649     0.4720194035   
238      I1         1.58841181     2.751589613    0.1212022547   2.422169915    2.522986541    0.7739220284   0.1393489929   3.004812524    3.152551333    0.4117468226   
239      I1         2.576269462    2.937303238    0.8293473716   7.597962029    2.500565311    2.584485906    0.1114727629   1.96611595     2.185586821    0.4216111094   
240      I1         2.218732135    3.344407996    0.9517507719   8.936535391    3.104595831    1.87760889     0.1182758909   2.205191541    1.805501962    0.3587308051   
241      I1         2.292116285    3.109110906    0.7444982186   7.206321713    1.598984007    0.4478079514   0.1457168708   3.918092523    2.11609978     1.612871252    
242      I1         2.264016217    3.295103189    0.5243620839   6.12550125     1.193691687    0.3920191389   0.1368455382   3.252908861    2.893295262    2.07558188     
243      I1         1.329635181    3.214191618    0.2826624194   8.284955499    1.845566438    2.557235965    0.05295079616  3.242180263    3.238067898    0.6404727809   
244      I1         1.644514978    3.115081163    0.8757972593   6.314711872    2.306169751    1.968725252    0.09627992821  3.85714094     3.652144639    0.8383227831   
245      I1         1.257062834    4.468769744    0.4146187188   4.573291518    1.491200356    0.9277984407   0.04397785621  3.030530063    2.155136815    1.135159836    
246      I1         2.541418893    4.084743197    0.6623060668   7.373662739    1.431307669    2.418369112    0.07727847399  3.219632103    2.355516134    1.786498619    
247      I1         2.106987481    2.812355381    0.3915069734   8.573507468    1.884912074    1.868758684    0.136419412    1.945902362    1.997657493    0.7506749972   
248      I1         2.560860465    3.443673481    0.3106671615   5.89654224     1.163049099    0.1125485507   0.02763311256  2.471433464    1.519715136    2.057837292    
249      I1         1.472482956    3.307925728    0.09433955728  1.81257532     2.187171299    0.2597685281   0.02094499778  2.401372925    1.67968956     0.5330530939   
250      I1         1.693121143    4.35731709     0.06535929282  5.448511551    1.003893925    2.95442006     0.09590888954  3.506776598    3.710265054    1.96732362     
251      I1         2.257081237    3.192119739    0.2884011027   5.085836127    1.739699897    2.191489839    0.07676183645  1.542648812    2.635779479    0.9762782118   
252      I1         2.21752088     3.330417623    0.8386562516   2.701212951    1.343599194    0.4248659025   0.1141919901   3.091336595    3.144131356    1.964089075    
253      I1         1.495748023    3.901700714    0.6766322016   8.788631933    3.473081087    2.154686661    0.05008414034  2.901883743    1.820994895    0.3748205589   
254      I1         1.06004142     3.871192114    0.2621772818   8.749204652    1.171425871    0.9325462475   0.009344382287 2.926668627    1.865469128    1.427436823    
255      I1         1.61770235     3.783744893    0.5148475791   6.461216928    2.129330124    2.856386784    0.1482598959   2.289755191    2.126363312    0.4713055439   
256      I1         1.6989671      3.607466472    0.07309836296  7.071226522    1.215000009    2.176902932    0.09489257025  2.443476169    1.918380363    1.489606686    
257      I1         1.954082153    2.886667382    0.01532336792  7.737792291    1.259666949    1.643819406    0.007217440345 1.510142733    2.627050271    1.438702031    
258      I1         2.322287052    3.866116323    0.7163051823   0.9593261186   3.429298578    0.7142410113   0.08988929137  1.762906097    3.697577231    0.36832471     
259      I1         2.179476688    4.423873866    0.4849303703   2.553458432    2.42140412     0.6844135726   0.004064029231 2.809204157    2.993008284    0.361202358    
260      I1         2.192923017    3.685852099    0.7479797478   3.167342921    1.994259935    0.4797401925   0.02742633453  2.696103292    1.875351301    0.914089551    
261      I1         1.593689946    3.970689271    0.7211783123   1.167673099    2.000992086    2.220477582    0.1446931738   1.683673362    2.220213183    0.6262370879   
262      I1         1.197608997    3.403105877    0.4326552684   6.301441424    1.322212992    2.020288247    0.09155887809  2.686886715    2.971605978    1.244047918    
263      I1         1.752531105    2.512574508    0.1926842945   8.669905264    2.162010487    2.996998327    0.02943106394  2.969416308    3.538677534    0.419252457    
264      I1         1.578950539    4.493602656    0.1203424319   4.073278636    3.085206026    2.409107881    0.05192451004  3.605729302    2.414296638    0.7585655076   
265      I1         1.682175143    2.731863508    0.8413093938   5.127866693    2.07809845     1.056264736    0.1053034207   3.619847745    3.059173599    0.92879016     
266      I1         2.401964074    4.126800681    0.4040675495   8.731854044    3.290292393    1.398754242    0.1108306007   2.822506905    2.707995066    0.4479402115   
267      I1         1.09845222     4.092156454    0.1937842831   7.906744585    2.722218755    0.7925340574   0.02126082258  1.832235892    3.635105806    0.6452067173   
268      I1         1.480591073    2.572877885    0.415143026    1.769414299    1.088493048    1.50666141     0.07093832522  1.928491502    2.584738631    1.599769412    
269      I1         2.359968719    3.818600949    0.226241653    8.476879288    1.250377748    2.354071449    0.1296365363   1.614278104    3.507355926    1.706451328    
270      I1         1.886805977    2.792870019    0.3373714494   4.135522521    2.388953899    1.825624117    0.06174915419  3.161461078    2.687199024    0.3505660174   
271      I1         2.061125029    4.058214104    0.5821217126   4.830118738    2.105967358    0.1534479042   0.1003988223   3.703180992    3.859110097    0.6720975068   
272      I1         1.882398971    2.772620829    0.816280494    1.619183891    3.36549056     0.4837980556   0.077672568    2.119660636    2.071517802    0.2837336542   
273      I1         1.293718556    2.684915637    0.5576689306   7.465140334    2.818463437    1.352429296    0.06391649303  1.504215911    3.490061       0.4880688315   
274      I1         2.308771412    3.263008308    0.346439444    3.100769735    1.221372547    0.8112910144   0.08465261809  3.350472546    2.676919419    2.045040306    
275      I1         1.090234516    2.88572284     0.1339379517   9.124406446    1.201612547    0.3859473957   0.07102518839  1.981663572    3.645230127    1.209248858    
276      I1         1.467501262    4.169463359    0.4810012562   9.357582849    3.495797662    2.808181421    0.05435387762  2.065052783    1.574147351    0.5793940701   
277      I1         1.54149263     3.17860536     0.2846092456   2.630568476    2.115564427    2.43624943     0.03072973543  1.633351342    1.9103727      0.5178761913   
278      I1         1.287468238    2.857393439    0.8990153957   6.769619037    2.803990828    0.598009624    0.09220557665  2.892343823    2.942574022    0.8200277387   
279      I1         2.374256652    4.463382181    0.8208800235   6.239655006    1.591183241    1.731797325    0.120419034    2.362549122    2.261869323    1.42390846     
280      I1         1.143318514    3.34712382     0.7147995907   2.652348399    1.565704583    1.525212205    0.0311459075   2.648916167    1.553929833    1.200444792    
281      I1         1.309835618    4.371217077    0.3617229176   5.596082035    3.452431817    0.1600413116   0.1206360834   3.347355335    3.827712188    0.4789554502   
282      I1         1.419191177    3.129712463    0.6084472201   9.711192326    3.072333524    1.256811856    0.04158747441  2.569432619    3.434953736    0.3977463364   
283      I1         2.159552999    4.416630332    0.246853168    0.5863888467   1.047151721    1.42469947     0.1173736155   2.045250241    2.202768358    1.895724297    
284      I1         2.611398778    2.833115262    0.7373419219   0.3991321436   2.834014717    1.788387284    0.1272246371   3.561432593    3.411556944    0.3605582071   
285      I1         1.807474017    3.711987165    0.3424440375   6.151271188    1.284197725    0.9665697972   0.04276484928  3.445032852    1.788515043    1.702502687    
286      I1         2.648251375    2.842019916    0.2530511585   0.6072840908   1.944380043    2.318685694    0.1122863934   2.102324691    2.499810806    0.9934289736   
287      I1         1.844801891    3.305604417    0.3040124925   2.96306762     2.413884859    0.6116120079   0.1094759222   3.98587076     1.534963921    0.4272628482   
288      I1         2.39721588     2.900110274    0.6064335867   1.043329762    2.118460741    0.9442110338   0.003903155023 2.524156873    2.611524438    0.7984355079   
289      I1         1.460345995    4.125273371    0.1464908311   0.9466208609   1.746690328    0.8296961844   0.08342655688  3.908527915    2.977484387    0.8396764045   
290      I1         1.035159175    3.478475825    0.1717239359   8.344831779    2.736792525    1.484701313    0.01833573221  3.665056853    3.262792067    0.5840131514   
291      I1         1.219434217    3.705198187    0.8905910108   2.197027371    2.917941484    1.837911998    0.1193087063   2.311590931    3.94625987     0.7197674086   
292      I1         1.798367723    3.921315166    0.1177187429   7.577552967    2.966218213    0.1946785742   0.1277342745   1.968210805    2.478524151    0.6646441688   
293      I1         2.52491466     2.592265989    0.9375802072   4.300063791    1.358549377    1.55159541     0.1487569962   1.675135339    1.626961068    1.906567317    
294      I1         1.201486251    3.05196134     0.7832098883   6.886137169    2.90700152     1.934349709    0.1339448981   2.389093046    3.735945363    0.5314076985   
295      I1         2.412625696    3.316462098    0.2920256757   3.806226184    2.708222162    2.929566737    0.03819066617  2.889286753    1.975990258    0.3796156652   
296      I1         2.471193562    2.865786394    0.09540675286  1.36328288     2.579102672    1.116302786    0.03174583157  3.643017965    3.905521178    0.3152262204   
297      I1         1.801323509    2.599698232    0.8812576073   2.109461332    3.126281054    1.954016678    0.03209816459  3.639612559    3.671777219    0.7503843355   
298      I1         2.601462023    3.435141085    0.2229116651   2.233874507    2.026400103    1.661015932    0.1414414443   3.992610805    3.418231578    0.758716525    
299      I1         1.6059263      4.076230638    0.641496781    3.171506859    1.280921583    2.391003601    0.04727191486  3.341516475    3.036986478    1.712929038    
300      I1         1.054015108    2.629395046    0.8322045175   8.21236354     1.928845776    0.5326143292   0.0122890695   3.211427414    1.767985644    1.091579577    
301      I1         2.605555556    3.154320988    0.584691358    6.516666667    3.330246914    2.981481481    0.0009259259259 3.706790123    3.984567901    0.1632609487   
302      I1         2.395679012    2.512345679    0.6088888889   7.372222222    2.959876543    2.981481481    0.03240740741  3.182098765    3.984567901    0.1892034334   
303      I1         2.14382716     2.512345679    0.7782716049   6.883333333    2.959876543    2.981481481    0.03240740741  1.700617284    1.515432099    0.2736262035   
304      I1         2.521604938    3.154320988    0.669382716    5.661111111    3.453703704    2.981481481    0.05092592593  3.151234568    3.151234568    0.1954811849   
305      I1         2.689506173    4.487654321    0.7903703704   6.516666667    3.021604938    2.981481481    0.1175925926   2.317901235    3.984567901    0.2266274352   
306      I1         2.689506173    4.487654321    0.7782716049   5.538888889    3.206790123    2.981481481    0.0009259259259 2.87345679     2.317901235    0.1683166455   
307      I1         2.647530864    3.154320988    0.6814814815   5.783333333    3.206790123    2.685185185    0.0009259259259 3.151234568    2.317901235    0.1519804059   
308      I1         2.542592593    2.512345679    0.669382716    6.15           3.021604938    2.981481481    0.0009259259259 3.151234568    1.515432099    0.1626769588   
309      I1         2.500617284    2.709876543    0.7056790123   6.027777778    3.021604938    2.981481481    0.0009259259259 2.87345679     2.317901235    0.1683287932   
310      I1         2.668518519    3.154320988    0.5120987654   5.783333333    3.206790123    0.01851851852  0.0009259259259 3.737654321    3.984567901    0.1869862197   
311      I1         2.584567901    2.512345679    0.5362962963   6.516666667    3.206790123    2.981481481    0.0009259259259 3.830246914    3.182098765    0.1731228654   
312      I1         2.563580247    3.154320988    0.5            6.394444444    3.052469136    2.981481481    0.0009259259259 3.984567901    3.984567901    0.1918099725   
313      I1         2.437654321    2.709876543    0.5483950617   6.027777778    3.361111111    1.314814815    0.0009259259259 3.459876543    3.984567901    0.2151107022   
314      I1         2.689506173    2.512345679    0.584691358    6.761111111    2.990740741    0.01851851852  0.0009259259259 3.459876543    1.515432099    0.1892042347   
315      I1         2.689506173    3.154320988    0.6572839506   7.861111111    3.175925926    2.981481481    0.1009259259   3.583333333    3.182098765    0.167528896    
316      I1         2.689506173    3.154320988    0.6330864198   6.883333333    3.206790123    1.981481481    0.0009259259259 3.429012346    3.182098765    0.1678233756   
317      I1         2.500617284    4.487654321    0.8387654321   3.338888889    2.867283951    2.981481481    0.1009259259   2.317901235    1.515432099    0.2984744826   
318      I1         2.14382716     2.512345679    0.5483950617   6.761111111    2.74382716     2.981481481    0.1490740741   3.737654321    3.984567901    0.2520730855   
319      I1         2.395679012    2.512345679    0.2822222222   6.761111111    3.083333333    0.01851851852  0.0009259259259 3.984567901    3.984567901    0.2607596649   
320      I1         2.62654321     3.154320988    0.6088888889   3.338888889    3.268518519    2.981481481    0.0009259259259 3.737654321    3.182098765    0.1648628875   
321      I1         1.70308642     2.512345679    0.8024691358   3.338888889    3.484567901    2.981481481    0.1490740741   1.515432099    1.515432099    0.3242455072   
322      I1         2.689506173    3.154320988    0.5483950617   6.638888889    3.330246914    2.981481481    0.05092592593  3.922839506    3.182098765    0.215309113    
323      I1         2.332716049    2.709876543    0.8387654321   3.338888889    3.484567901    2.981481481    0.1490740741   2.317901235    1.515432099    0.2103203272   
324      I1         2.521604938    2.512345679    0.3064197531   3.338888889    2.682098765    2.981481481    0.1490740741   3.984567901    3.984567901    0.2216815774   
325      I1         2.374691358    2.512345679    0.8024691358   3.338888889    3.175925926    2.981481481    0.1490740741   2.317901235    2.25617284     0.2053343691   
326      I1         2.122839506    3.820987654    0.8266666667   3.216666667    3.484567901    2.981481481    0.1009259259   2.317901235    1.515432099    0.2138499645   
327      I1         1.933950617    2.512345679    0.8387654321   0.1611111111   3.114197531    2.981481481    0.1490740741   1.762345679    1.515432099    0.3647998134   
328      I1         2.689506173    2.512345679    0.330617284    1.138888889    3.145061728    2.981481481    0.1490740741   3.984567901    3.984567901    0.2519023663   
329      I1         2.122839506    2.512345679    0.330617284    3.338888889    3.052469136    2.981481481    0.1490740741   3.984567901    3.984567901    0.2451900044   
330      I1         1.010493827    2.512345679    0.01604938272  3.338888889    2.12654321     2.981481481    0.1490740741   3.984567901    3.984567901    0.472432688    
331      I1         2.122839506    2.512345679    0.1128395062   3.338888889    2.466049383    2.981481481    0.1490740741   3.984567901    3.984567901    0.2904281391   
332      I1         2.647530864    4.487654321    0.2096296296   3.338888889    2.712962963    2.018518519    0.1490740741   3.984567901    3.984567901    0.3519753858   
333      I1         2.542592593    2.709876543    0.5483950617   3.338888889    3.206790123    2.981481481    0.0009259259259 3.398148148    3.984567901    0.1720562911   
334      I1         2.122839506    4.487654321    0.01604938272  3.338888889    2.37345679     2.981481481    0.1490740741   3.984567901    3.984567901    0.4194832742   
335      I1         2.605555556    2.709876543    0.3911111111   4.561111111    2.867283951    0.01851851852  0.1490740741   3.984567901    3.984567901    0.2043807808   
336      I1         1.010493827    2.512345679    0.3064197531   0.1611111111   2.990740741    2.981481481    0.1490740741   3.984567901    3.984567901    0.4721550828   
337      I1         2.605555556    4.487654321    0.6572839506   3.338888889    3.330246914    2.981481481    0.0009259259259 3.459876543    3.984567901    0.1609108164   
338      I1         1.010493827    4.487654321    0.2217283951   1.138888889    2.37345679     2.981481481    0.1490740741   3.984567901    3.984567901    0.5486499953   
339      I1         2.689506173    2.512345679    0.01604938272  3.338888889    3.484567901    2.981481481    0.1490740741   3.984567901    3.984567901    0.3885229118   
340      I1         2.689506173    2.709876543    0.415308642    4.316666667    2.898148148    0.01851851852  0.0009259259259 3.336419753    3.984567901    0.2031219544   
341      I1         2.374691358    2.512345679    0.2217283951   3.338888889    3.484567901    2.981481481    0.1009259259   3.984567901    3.984567901    0.2849713498   
342      I1         2.689506173    2.512345679    0.01604938272  3.338888889    2.682098765    2.981481481    0.1490740741   3.984567901    3.984567901    0.2798489222   
343      I1         2.500617284    2.512345679    0.07654320988  0.1611111111   3.083333333    2.981481481    0.1490740741   3.984567901    3.984567901    0.4247826577   
344      I1         2.689506173    4.487654321    0.3427160494   3.338888889    3.484567901    2.018518519    0.0009259259259 3.984567901    3.984567901    0.2373201456   
345      I1         2.689506173    4.290123457    0.6572839506   3.338888889    3.206790123    2.314814815    0.0009259259259 3.459876543    3.984567901    0.1639868471   
346      I1         2.689506173    4.487654321    0.5604938272   3.338888889    3.268518519    2.018518519    0.0009259259259 3.922839506    3.984567901    0.181938235    
347      I1         2.689506173    4.487654321    0.4395061728   3.338888889    3.268518519    2.981481481    0.0009259259259 3.645061728    3.984567901    0.278567806    
348      I1         2.542592593    2.512345679    0.4879012346   3.95           2.990740741    0.6851851852   0.0009259259259 3.984567901    3.984567901    0.2808586114   
349      I1         2.689506173    4.290123457    0.7903703704   3.338888889    3.299382716    2.981481481    0.1490740741   3.24382716     3.182098765    0.1468561477   
350      I1         2.14382716     2.512345679    0.6330864198   6.761111111    3.391975309    2.981481481    0.0009259259259 3.182098765    3.984567901    0.2125931058   
351      I1         2.689506173    2.512345679    0.4516049383   9.327777778    2.836419753    2.981481481    0.0009259259259 2.348765432    3.984567901    0.2606444942   
352      I1         2.47962963     2.512345679    0.6572839506   7.861111111    3.206790123    2.981481481    0.0009259259259 3.459876543    1.515432099    0.1709896069   
353      I1         2.311728395    2.512345679    0.4395061728   7.25           3.175925926    2.981481481    0.0009259259259 3.429012346    3.984567901    0.2135989303   
354      I1         1.975925926    2.709876543    0.6572839506   3.338888889    2.682098765    2.981481481    0.0009259259259 1.793209877    3.984567901    0.2590830006   
355      I1         2.689506173    4.487654321    0.01604938272  3.338888889    2.435185185    2.018518519    0.1490740741   3.984567901    1.515432099    0.4832701979   
356      I1         2.689506173    4.487654321    0.5967901235   3.338888889    2.527777778    2.981481481    0.1490740741   3.984567901    1.515432099    0.3585694456   
357      I1         2.437654321    4.487654321    0.6572839506   3.338888889    3.361111111    2.981481481    0.1490740741   3.830246914    3.984567901    0.1916137717   
358      I1         2.122839506    3.845679012    0.5120987654   1.138888889    2.558641975    2.981481481    0.1490740741   3.984567901    1.515432099    0.3503026303   
359      I1         2.689506173    2.512345679    0.2459259259   7.861111111    3.484567901    2.018518519    0.0009259259259 3.984567901    3.984567901    0.242090011    
360      I1         2.62654321     3.154320988    0.7782716049   5.538888889    3.237654321    2.981481481    0.04907407407  3.058641975    3.737654321    0.1615891567   
361      I1         1.933950617    2.512345679    0.330617284    9.938888889    3.484567901    2.981481481    0.0009259259259 3.984567901    3.984567901    0.289954233    
362      I1         1.766049383    2.512345679    0.2822222222   8.961111111    2.836419753    2.981481481    0.0009259259259 3.984567901    3.984567901    0.3259868592   
363      I1         1.933950617    2.512345679    0.5120987654   7.127777778    3.145061728    2.981481481    0.0009259259259 3.984567901    3.182098765    0.2970032462   
364      I1         2.206790123    4.487654321    0.8145679012   8.227777778    3.484567901    2.981481481    0.04907407407  2.317901235    3.984567901    0.2185161829   
365      I1         2.14382716     4.487654321    0.7419753086   9.327777778    2.774691358    2.981481481    0.0009259259259 1.515432099    3.984567901    0.284382851    
366      I1         2.62654321     4.290123457    0.7177777778   6.761111111    3.268518519    2.981481481    0.0009259259259 3.336419753    3.645061728    0.1463945213   
367      I1         2.500617284    4.487654321    0.6572839506   6.761111111    3.422839506    2.018518519    0.0009259259259 3.459876543    3.984567901    0.1768065265   
368      I1         2.14382716     2.512345679    0.8024691358   7.983333333    2.774691358    1.018518519    0.1490740741   1.515432099    3.182098765    0.2807529806   
369      I1         2.605555556    3.845679012    0.6572839506   6.761111111    3.206790123    2.981481481    0.0009259259259 3.398148148    3.737654321    0.1592844827   
370      I1         2.332716049    2.512345679    0.8024691358   6.761111111    3.484567901    2.018518519    0.0009259259259 2.317901235    3.182098765    0.2415324131   
371      I1         2.689506173    2.512345679    0.7419753086   8.961111111    2.990740741    2.981481481    0.0009259259259 2.317901235    3.984567901    0.2387019877   
372      I1         2.500617284    2.512345679    0.9839506173   3.338888889    2.836419753    2.018518519    0.0009259259259 1.515432099    3.984567901    0.3878085208   
373      I1         2.689506173    3.154320988    0.9839506173   3.338888889    3.484567901    2.981481481    0.04907407407  1.577160494    3.984567901    0.4019609485   
374      I1         2.14382716     3.154320988    0.8266666667   3.338888889    3.484567901    2.981481481    0.0009259259259 1.515432099    3.984567901    0.3309694706   
375      I1         2.332716049    3.154320988    0.8145679012   8.961111111    2.959876543    2.981481481    0.04907407407  1.515432099    3.984567901    0.2921677961   
376      I1         2.689506173    4.487654321    0.4032098765   4.805555556    3.330246914    0.01851851852  0.0009259259259 3.151234568    3.984567901    0.2500718155   
377      I1         2.689506173    2.512345679    0.8508641975   6.761111111    3.330246914    0.01851851852  0.1490740741   2.317901235    1.515432099    0.2761645105   
378      I1         2.14382716     3.154320988    0.7903703704   6.761111111    2.712962963    0.01851851852  0.00462962963  1.793209877    1.515432099    0.2770245544   
379      I1         2.668518519    2.512345679    0.6572839506   6.761111111    3.083333333    2.981481481    0.1490740741   3.182098765    3.984567901    0.1758457353   
380      I1         2.605555556    2.512345679    0.7540740741   7.25           3.145061728    2.981481481    0.1490740741   3.151234568    1.515432099    0.1602256336   
381      I1         2.689506173    3.154320988    0.3790123457   8.961111111    3.145061728    0.01851851852  0.1490740741   3.984567901    3.984567901    0.252464927    
382      I1         2.689506173    4.487654321    0.415308642    3.338888889    2.62037037     2.018518519    0.1490740741   3.984567901    3.984567901    0.2401875816   
383      I1         2.122839506    4.487654321    0.4032098765   3.338888889    2.49691358     2.981481481    0.0009259259259 3.984567901    3.984567901    0.3485482327   
384      I1         2.62654321     2.561728395    0.7298765432   5.661111111    3.206790123    2.981481481    0.08425925926  3.12037037     2.317901235    0.1602980992   
385      I1         2.437654321    2.734567901    0.6935802469   8.35           2.898148148    2.981481481    0.1490740741   2.811728395    1.577160494    0.1989916724   
386      I1         2.689506173    3.154320988    0.3427160494   3.338888889    2.712962963    0.01851851852  0.0009259259259 2.348765432    3.984567901    0.2386178093   
387      I1         2.689506173    3.154320988    0.6572839506   3.094444444    3.206790123    0.01851851852  0.0009259259259 2.87345679     3.182098765    0.1932739913   
388      I1         2.689506173    3.154320988    0.4879012346   6.638888889    2.774691358    0.01851851852  0.04907407407  3.151234568    3.182098765    0.2027031652   
389      I1         1.55617284     4.487654321    0.8871604938   6.761111111    2.558641975    2.981481481    0.0009259259259 1.515432099    1.515432099    0.5042588422   
390      I1         2.689506173    4.487654321    0.01604938272  8.961111111    2.527777778    2.018518519    0.0009259259259 1.515432099    1.515432099    0.4293609619   
391      I1         2.311728395    2.512345679    0.01604938272  9.938888889    2.37345679     2.981481481    0.0009259259259 1.515432099    1.515432099    0.3964427136   
392      I1         2.647530864    4.487654321    0.2338271605   9.694444444    2.527777778    2.018518519    0.0009259259259 1.515432099    1.515432099    0.4142341096   
393      I1         1.766049383    4.487654321    0.01604938272  9.938888889    2.188271605    2.981481481    0.0009259259259 1.515432099    1.515432099    0.6100060711   
394      I1         2.395679012    3.845679012    0.5483950617   9.938888889    2.62037037     2.981481481    0.0009259259259 1.515432099    1.515432099    0.3052623623   
395      I1         2.416666667    2.512345679    0.6088888889   6.761111111    2.929012346    2.018518519    0.0009259259259 2.317901235    1.515432099    0.2188950742   
396      I1         2.311728395    3.154320988    0.7540740741   7.861111111    3.391975309    1.981481481    0.1490740741   2.904320988    2.317901235    0.1843096892   
397      I1         2.122839506    4.487654321    0.01604938272  6.761111111    2.37345679     0.01851851852  0.1490740741   1.515432099    1.515432099    0.5256593118   
398      I1         2.080864198    4.487654321    0.3911111111   6.761111111    2.342592593    2.981481481    0.0009259259259 1.515432099    1.515432099    0.4719348104   
399      I1         2.122839506    2.512345679    0.4637037037   6.638888889    2.712962963    2.981481481    0.0009259259259 1.515432099    3.984567901    0.3146860723   
400      I1         2.14382716     3.154320988    0.7177777778   3.338888889    2.74382716     2.981481481    0.1490740741   2.317901235    3.984567901    0.2198835484   
